"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"2383","XM_022482845.1",876.775178299595,0.366228685725941,0.306292999100209,1.19568088987278,0.23182111162286,0.468311721087893,1277.68383621282,943.330148444088,1006.68040897874,894.647930793678,702.891012591577,775.355630862738,941.78499324294,712.817640525544,892.071065629801,862.366434063683,634.897859949949
"2384","XM_022479173.1",18.5564894614255,3.08822664263235,2.58366938964307,1.1952870808517,0.231974885584748,0.468425796646383,0,15.652602020643,35.4859513369128,41.3823932745974,29.2871255246491,35.6269818292431,13.4688722906031,20.9446907108387,0,12.2727670881928,0
"2385","XM_022454635.1",58.6992186065577,3.76503346765844,3.15173284630337,1.1945915632013,0.232246647141801,0.46877792844471,0,59.4798876784436,105.524013186083,152.720737084824,72.404282547049,143.445479470373,58.0197575595211,9.7741889983914,0,0,44.3230581474493
"2386","XM_022460564.1",4392.2759973568,-0.230735149152469,0.193208840606136,-1.19422666389698,0.232389315608149,0.468869306511998,4196.18270419367,4151.07005587454,4643.99042101229,3672.19475558154,4027.79329090382,4787.14129526619,4744.15124759012,4825.65673977724,4699.22090699941,3793.92139919668,4773.71315452933
"2387","XM_022475884.1",137.098613247546,-3.7992251918728,3.18708753317457,-1.19206804090771,0.233234567111135,0.470180572057373,0,0,86.8471966929707,100.500097952594,228.602285345177,0,109.823112523379,257.619695743316,247.134002733694,233.182574675664,244.375780056207
"2388","XM_022488269.1",29.5120282630488,-1.6804028413599,1.409542640521,-1.19216176442792,0.233197822600254,0.470180572057373,0,32.3487108426623,15.8752940191452,41.3823932745974,28.4735942600755,15.9383866078193,34.1902142761463,55.8525085622366,16.5368477665669,40.9092236273095,43.1251376569777
"2389","XM_022468576.1",30.0777369761429,-4.33226402089739,3.63805555302867,-1.19081854516784,0.233724826911384,0.470971668795062,0,0,36.4197921615684,0,0,33.7518775224408,68.3804285522927,42.5875377787054,34.9111230627522,75.2729714742494,39.5313761855629
"2390","XM_022489355.1",16.6046586212116,-2.5428961822394,2.13593407674118,-1.19053121064444,0.23383767047199,0.47100190194651,0,16.6961088220192,9.33840824655599,10.8382458576327,23.592406672634,0,13.4688722906031,34.2096614943699,33.0736955331337,29.4546410116628,11.979204904716
"2391","XM_022462852.1",144.267390240507,2.03484517247505,1.70990627422297,1.19003316330876,0.234033357763455,0.471001916502204,242.087463703481,172.178622227074,171.82671173663,132.029540447525,137.486783712936,275.640333099933,137.796924203863,94.2511081987742,122.188930719633,101.454874595727,0
"2392","XM_022486739.1",706.529380288366,-0.219147815740472,0.184133292437688,-1.19015856849806,0.233984074005578,0.471001916502204,755.08232726562,833.761934299586,631.276397467185,594.132932013863,611.775510959336,677.85020690902,736.643707586062,743.536520234774,706.490885138328,778.093433391426,703.17932790683
"2393","XM_022487576.1",10.0023141374102,-5.74250652606276,4.82823525561233,-1.18935930460051,0.234298307609515,0.471338091446805,0,0,0,22.6617867932319,0,19.6885952214238,30.0459458790377,14.6612834975871,22.9678441202317,0,0
"2394","XM_022466653.1",213.256345730481,0.603740770711496,0.50786886322239,1.18877295780805,0.23452902209019,0.471605143000072,326.625943091998,132.525363774778,293.226018941858,243.367884257752,194.433972233087,200.636160827843,158.518266189406,182.916965541325,226.00358614308,210.273409444371,177.292232589797
"2395","XM_022461225.1",712.932732697487,0.506459340088981,0.426281442134413,1.18808676622917,0.234799227580629,0.471754374613167,818.486186807008,469.578060619291,864.736603631085,920.265602820809,787.49826410723,670.349789681811,576.053307198102,497.785482560933,831.435957152389,555.547256858862,850.523548234837
"2396","XM_022468620.1",58.649647010825,-1.5322068574384,1.28946088771916,-1.18825384471228,0.234733415858443,0.471754374613167,0,29.2181904385337,49.4935637067467,62.0735899118961,84.6072515156528,53.4404727438646,61.1279588573525,71.9101047738796,84.5216663624528,58.9092820233256,89.8440367853702
"2397","XM_022435214.1",13.7604872399415,-4.14050138486,3.48816595834083,-1.18701387328184,0.235222148307355,0.472143878921405,0,0,0,19.7059015593321,38.2359694349585,35.6269818292431,19.6852748862661,0,19.2929890609947,18.8182428685623,0
"2398","XM_022449707.1",212.842405356512,-0.434042957279553,0.365710450027965,-1.18684865922306,0.235287321464988,0.472143878921405,167.155629700023,192.005251453221,178.363597509219,227.603163010286,267.651786044709,167.821835458803,261.088909017845,370.721025581845,141.481919780628,184.091506322893,183.281835042155
"2399","XM_022471169.1",110.54396663113,1.97996361861204,1.66759208012475,1.18731891462564,0.235101850072939,0.472143878921405,124.886390005764,111.655227747254,121.399307205228,173.411933722123,118.775564627743,118.131571328543,65.2722272544612,0,164.449763900859,82.6366317271651,135.365015423291
"2400","XM_022455667.1",2001.04207688369,-1.20060861490687,1.01182898348056,-1.1865726664371,0.235396222798762,0.472165590230516,1696.53357500138,4238.72462719014,960.922208570611,793.162537763117,1887.39253381072,411.585395343098,4696.49216102337,3174.51695540612,701.897316314282,1728.8237904901,1721.41174480769
"2401","XM_022464806.1",2807.91478745343,0.214658896691898,0.181034450465704,1.18573506942848,0.235726940534097,0.472632024877611,2716.75931489462,2815.381350113,3130.23444424557,2878.04692274045,2519.50632638439,3097.67231483735,2293.85255779964,2370.93898846694,3458.9573245069,2848.10014893328,2757.61296906563
"2402","XM_022431604.1",35.7184896172416,0.996160881814946,0.841264182907366,1.18412372956645,0.236364088028722,0.473712206398945,28.8199361551763,18.7831224247717,54.1627678300247,48.2794588203637,28.4735942600755,53.4404727438646,18.6492077869889,16.755752568671,56.9602534181747,45.8183304625866,22.7604893189604
"2403","XM_022487891.1",55.4203601418736,-2.74071568312535,2.31541566207833,-1.1836819315048,0.236538994013222,0.473865466991116,0,49.0448196646815,51.3612453560579,46.3088686644305,48.8118758744151,0,85.9935692400044,129.158926050172,51.4479708293191,56.454728605687,91.0419572758418
"2404","XM_022432411.1",30.7399204652558,-2.20936594224621,1.86743992124682,-1.18309880661173,0.236769990767222,0.474130921611233,0,0,21.4783389670788,48.2794588203637,36.6089069058113,43.1273990564522,48.6951536660266,37.0022869224817,42.2608331812264,16.3636894509238,44.3230581474493
"2405","XM_022481955.1",57.0882404425459,-0.62822511548272,0.531134442540549,-1.18279867612758,0.236888945391732,0.474171884871435,32.6625943091998,38.6097516509195,57.8981311286471,54.1912292881633,77.2854701344906,49.6902641302601,74.5968311479556,64.230384846572,55.1228258885562,45.8183304625866,77.8648318806541
"2406","XM_022470305.1",47.3197781252161,6.37503272765075,5.39133469093231,1.18245909280552,0.237023587802197,0.474244202693174,0,0,66.3026985505475,0,116.334970834023,51.5653684370624,0,0,134.132209662153,152.182311893591,0
"2407","XM_022462337.1",93.481966335381,0.767783162506526,0.64960501251073,1.18192308821485,0.237236219912472,0.474409966071394,57.6398723103527,80.3500237059676,94.3179232902155,182.279589423822,77.2854701344906,87.1923502663055,58.0197575595211,30.7188797092301,124.026358249251,120.27311746429,116.198287575745
"2408","XM_022479578.1",48.1533118751397,-1.72435433038894,1.45914893303861,-1.18175348063891,0.237303531013693,0.474409966071394,0,60.5233944798198,16.8091348438008,51.2353440542635,30.9141880537962,48.752711976859,60.0918917580754,43.9838504927613,88.1965214216899,75.2729714742494,53.9064220712221
"2409","XM_022446182.1",12.4121227254109,6.33005348615897,5.36325826996814,1.1802626626438,0.237895763274025,0.475396514902929,0,0,39.2213146355352,35.4706228067978,12.2029689686038,0,0,0,34.9111230627522,14.7273205058314,0
"2410","XM_022447133.1",26.983041319089,1.72781074329843,1.4646074996579,1.17970906451183,0.238115947450785,0.475639075115385,0,34.4357244454147,46.6920412327799,39.4118031186642,30.1006567892226,41.2522947496499,15.5410064891574,6.98156357027957,31.2362680035152,18.8182428685623,32.3438532427333
"2411","XM_022470941.1",29.6024416964875,0.970664450887781,0.824136832249498,1.17779525547758,0.238878240585819,0.476963853247671,28.8199361551763,16.6961088220192,38.2874738108796,22.6617867932319,49.6254071389887,50.6278162836612,39.3705497725321,18.8502216397548,16.5368477665669,26.1819031214781,17.968807357074
"2412","XM_022456552.1",159.298888006021,0.893541210915122,0.758955514937112,1.17733015088396,0.239063757118622,0.477120190719184,119.122402774729,188.874731049093,256.80622678029,180.308999267889,152.943877739834,191.260639293831,162.662534586514,116.592111623669,69.8222461255045,85.0911851448037,228.802813680076
"2413","XR_002635831.1",52.9494578504346,1.18627579856282,1.0077934692191,1.17710208965933,0.239154761156084,0.477120190719184,53.7972141563292,122.090295761016,36.4197921615684,42.367688352564,33.354781847517,79.6919330390964,18.6492077869889,44.6820068497892,37.6672643571801,80.1820783095265,33.5417737332049
"2414","XM_022430453.1",209.19619004277,0.250193402558382,0.212704008386528,1.17625147008855,0.239494402275005,0.477599856069542,186.36892047014,212.875387480745,209.180344722854,208.88255652892,269.278848573857,228.762725429877,235.187231535916,247.147350387897,159.856195076813,175.909661597431,167.708868666024
"2415","XM_022462970.1",66.3553641385328,-1.79382381329731,1.52561117590636,-1.17580668103825,0.239672136014123,0.477756382100203,0,36.5227380481671,77.5087884464147,44.3382785084972,98.4372830134038,34.689429675842,83.9214350414501,108.214235339333,78.0906700087879,86.727554089896,81.4585933520689
"2416","XM_022456025.1",133.556214435537,-1.74805345467636,1.48776475475902,-1.17495286071587,0.240013575558043,0.477843404771058,0,110.611720945878,82.1779925696927,134.985425681425,165.960377973011,114.381362714938,177.167473976395,183.615121898353,158.937481312004,178.364215015069,162.917186704138
"2417","XM_022456727.1",2036.38022133447,-1.13475222626657,0.965689390293949,-1.17506958000353,0.239966879732833,0.477843404771058,1665.79230976919,4592.47343285667,1021.62186217323,769.515455891919,1863.80012713808,464.088315933561,4310.03913299299,3467.74262535786,833.273384682008,1659.27811032367,1752.55767755995
"2418","XM_022482988.1",22.4733938663153,-2.15444761646234,1.83362034284028,-1.17496930314653,0.240006997055752,0.477843404771058,0,0,21.4783389670788,27.588262183065,29.2871255246491,22.5012516816272,25.901677481929,37.7004432795097,22.9678441202317,28.6364565391166,31.1459327522617
"2419","XM_022445922.1",92.7814079126527,-1.70199978016453,1.44971326503171,-1.1740251132539,0.240384966787918,0.478131527698841,0,46.9578060619291,79.3764700957259,121.191294589892,112.267314511155,75.0041722720907,147.121528097357,162.670431187514,68.9035323606952,77.727524891888,129.375412970933
"2420","XM_022470131.1",55.3940582870514,0.690770822744944,0.588591735663708,1.17359925546018,0.240555579577606,0.478131527698841,42.2692396942586,67.8279420894532,70.0380618491699,68.9706554576624,52.0660009327094,66.5662028914805,47.6590865667494,48.870944991957,67.984818595886,50.7274372978637,26.3542507903752
"2421","XM_022477266.1",114.558344579194,-1.70885601652892,1.45546823240927,-1.17409365486474,0.240357514707698,0.478131527698841,0,84.5240509114724,84.9795150436595,125.132474901759,135.859721183789,95.6303196469157,152.301863593743,171.048307471849,124.026358249251,130.90951560739,155.729663761308
"2422","XM_022487893.1",42.8795800843539,1.724688716653,1.46939372318107,1.17374172044184,0.240498493876472,0.478131527698841,38.4265815402351,57.3928740756912,51.3612453560579,25.6176720271317,66.7095636950339,27.1890124486329,19.6852748862661,0,63.3912497718396,54.8183596605947,67.0835474664097
"2423","XM_022475571.1",46.6830729358613,-0.641293603627317,0.546559995313488,-1.17332700732971,0.240664695920933,0.478150988924214,40.3479106172469,19.8266292261479,42.9566779341576,54.1912292881633,57.7607197847245,42.189846903051,48.6951536660266,69.1174793457677,38.5859781219893,50.7274372978637,49.1147401093357
"2424","XM_022454011.1",176.702758361857,-0.711318444813254,0.606500604785004,-1.1728239662109,0.240866405213757,0.478354321245473,192.132907701176,323.487108426623,155.951417717485,109.367753654293,69.9636887533283,134.069957936362,207.213419855432,270.884666526847,108.408224247494,171.000554762154,201.250642399229
"2425","XM_022464984.1",7.53309581399091,-5.18424222226295,4.42516115925924,-1.17153749562666,0.241382795375247,0.479182176056263,0,0,0,0,14.6435627623245,10.3130736874125,25.901677481929,23.7373161389505,8.26842388328343,0,0
"2426","XM_022432899.1",304.030255434775,-0.272006483608636,0.232269055099502,-1.1710836103075,0.241565171105319,0.479334620472188,311.255310475904,257.746179939922,261.475430903568,310.367949559481,333.54781847517,292.516271861154,320.144733676643,419.591970573802,253.564999087358,297.819148006813,286.302997222713
"2427","XM_022462751.1",72.7838939267262,-1.67822313538724,1.43333637993539,-1.17085086158414,0.241658729515164,0.479334620472188,0,59.4798876784436,69.1042210245143,64.0441800678293,86.2343140448,48.752711976859,131.5805216082,131.951551478284,54.2041121237469,81.0002627820727,74.2710704092393
"2428","XM_022469145.1",242.711492015864,-0.237796985844246,0.203236698811283,-1.17004944104635,0.241981073001314,0.479381434332645,197.896894932211,249.398125528913,205.444981424232,243.367884257752,239.178191784634,239.075799117289,198.924883061215,227.598972391114,315.118821329579,283.091827500981,270.730030846582
"2429","XM_022472952.1",70.6849054203477,-4.51451111235911,3.85822896850167,-1.17009932516066,0.241961000029625,0.479381434332645,0,0,56.9642903039915,55.1765243661299,47.1848133452679,0,158.518266189406,230.391597819226,106.570796717875,122.727670881928,0
"2430","XM_022477886.1",6.0428654889228,-3.67382805262644,3.13971217624841,-1.17011619103769,0.241954213599596,0.479381434332645,0,0,0,11.8235409355993,14.6435627623245,9.37552153401134,12.4328051913259,8.37787628433548,0,9.81821367055427,0
"2431","XM_022442202.1",102.402179855751,-1.84451282610543,1.57689849779836,-1.16970929243747,0.242117977335297,0.479455344669733,0,89.7415849183535,93.3840824655599,103.455983186494,118.775564627743,40.3147425962488,166.806802983623,171.048307471849,98.3023728345918,126.000408772113,118.594128556689
"2432","XM_022454760.1",101.107943710065,-0.776840797912514,0.664301191481872,-1.16941051419703,0.242238275707586,0.479496323707368,74.9318340034585,70.9584624935818,78.4426292710703,118.235409355993,92.7425641613887,97.5054239537179,166.806802983623,55.8525085622366,164.449763900859,91.6366609251732,100.625321199615
"2433","XM_022432440.1",26.2758172056749,3.42803689162308,2.93303737910476,1.16876686129019,0.24249757529206,0.479615171510262,0,42.7837788564243,56.0304494793359,53.2059342101967,18.7112190851925,60.0033378176726,0,22.3410034248946,22.0491303554225,13.9091360332852,0
"2434","XR_002635448.1",77.242309707113,0.52889378099303,0.452522051188134,1.16876907899709,0.24249668154002,0.479615171510262,73.0105049264467,134.61237737753,109.259376484705,61.0882948339295,51.2524696681358,77.8168287322941,74.5968311479556,64.9285412036,64.3099635366489,59.7274664958718,79.0627523711257
"2435","XM_022490098.1",515.117260284828,-0.28076202742438,0.240501459381909,-1.16740259350584,0.243047824264189,0.480506047641809,463.040307559833,559.319645537645,435.169824289509,467.029866956171,488.118758744151,543.780248972658,563.620502006776,531.995144055303,591.65166453717,581.72915998034,440.83474049355
"2436","XM_022432122.1",167.1456139973,-1.83351362199541,1.57336186491808,-1.16534769456286,0.243878280450625,0.48115985331529,0,152.351993000926,120.465466380572,168.48545833229,157.011534062702,135.007510089763,285.954519400497,342.096614943699,132.294782132535,180.818768432708,164.115107194609
"2437","XM_022442325.1",11.0121769640522,4.49117052499517,3.85278286726494,1.16569520778196,0.243737698411401,0.48115985331529,0,0,14.007612369834,31.5294424949314,0,14.063282301017,0,0,24.8052716498503,16.3636894509238,20.3646483380172
"2438","XM_022478176.1",12.2078621020889,-5.74383569520985,4.92825178786391,-1.16549152568754,0.243820088497663,0.48115985331529,0,0,0,32.514737572898,24.4059379372075,0,0,27.9262542811183,0,30.272825484209,19.1667278475456
"2439","XM_022482600.1",51.8795233908764,-1.5390828943241,1.31969062455711,-1.16624522875626,0.243515310814934,0.48115985331529,0,38.6097516509195,51.3612453560579,58.1324096000297,48.8118758744151,45.0025033632544,76.66896534651,80.986137415243,57.878967182984,42.5455925724018,70.6773089378245
"2440","XM_022487468.1",324.516519213724,-1.97398640508426,1.69374331767485,-1.1654578261564,0.243833721956252,0.48115985331529,0,274.442288761941,271.747679974779,274.897326752683,287.990067659049,268.139915872724,417.535041008696,574.582681834009,394.128205103177,418.092265471103,388.126238912799
"2441","XM_022481632.1",44.5964827878793,-1.53465762873518,1.31719076320933,-1.16509899067011,0.243978925396127,0.48116122362022,0,38.6097516509195,38.2874738108796,25.6176720271317,49.6254071389887,52.5029205904635,58.0197575595211,52.3617267770968,69.8222461255045,45.8183304625866,59.8960245235801
"2442","XM_022465801.1",22.4368364076333,-1.14457448990645,0.982622963800367,-1.16481553156434,0.244093670571511,0.481190389079138,0,11.4785748151382,21.4783389670788,23.6470818711985,29.2871255246491,25.3139081418306,19.6852748862661,25.1336288530064,33.0736955331337,25.3637186489319,32.3438532427333
"2443","XM_022473036.1",73.2714249177694,-2.7822078421958,2.39067464464369,-1.16377519142111,0.244515128440906,0.481823916624855,0,41.7402720550481,85.9133558683151,0,85.4207827802264,41.2522947496499,119.147716416874,117.290267980697,100.13980036421,94.0912143428117,120.989969537632
"2444","XM_022483954.1",189.910960949013,-0.58692695346535,0.504888070817019,-1.16248924740007,0.245036789865776,0.482654298860003,109.51575738967,251.485139131665,204.511140599576,169.470753410256,166.773909237585,140.63282301017,325.325069173029,234.580535961394,124.026358249251,189.00061315817,173.698471118382
"2445","XM_022449351.1",76.0380622733222,0.660947243986002,0.568897661709761,1.16180341117873,0.245315328135514,0.483005312737982,117.201073697717,93.9156121238583,91.5164008162487,49.2647538983303,91.9290328968151,67.5037550448816,49.7312207653038,109.610548053389,55.1228258885562,50.7274372978637,59.8960245235801
"2446","XM_022437309.1",127.904083036713,-1.90063235058908,1.63657268430579,-1.16134918345854,0.24549992559537,0.483171153645179,0,131.481856973402,124.200829679195,55.1765243661299,119.589095892317,111.568706254735,133.652655806754,235.278692318421,189.25503555071,136.636806915214,170.104709646967
"2447","XM_022457766.1",54.1577170271503,-2.73084069064266,2.35314078667479,-1.16050884252514,0.245841695683331,0.483448497965505,0,26.0876700344051,51.3612453560579,31.5294424949314,84.6072515156528,0,103.606709927716,115.195798909613,49.6105432997006,65.4547578036951,68.2814679568813
"2448","XM_022461241.1",43.8222879210282,-1.78587284169782,1.53872133275108,-1.16062135728297,0.245795916138785,0.483448497965505,0,67.8279420894532,19.6106573177676,18.7206064813655,35.7953756412377,45.9400555166556,44.550885268918,67.7211666317118,69.8222461255045,60.545650968418,51.5105810902789
"2449","XM_022441905.1",44.9660809143367,-1.97368016678713,1.7029055071306,-1.15900744845954,0.246453148953781,0.483899898325863,0,79.3065169045914,26.1475430903568,14.7794261694991,53.6930634618566,12.1881779942147,95.3181731334989,94.9492645558021,34.9111230627522,45.0001459900404,38.3334556950913
"2450","XM_022462309.1",202.800584453049,-0.360864554191121,0.311302627049718,-1.15920818790099,0.246371334744447,0.483899898325863,184.447591393129,164.87407461744,145.679168646273,284.750277532349,187.112190851925,199.698608674442,283.882385201942,287.640419095518,176.39304284338,170.182370289607,146.146299837535
"2451","XM_022488243.1",133.621064980894,1.88140841180524,1.62336207231517,1.15895796993832,0.246473317551935,0.483899898325863,257.458096319575,105.394186938996,171.82671173663,137.941310915325,173.282159354174,173.44714837921,154.373997792297,134.046020549368,75.3345287143601,86.727554089896,0
"2452","XM_022490116.1",52.8004720222932,1.26788012821995,1.09366054980534,1.15929949968994,0.246334125627412,0.483899898325863,73.0105049264467,137.742897781659,46.6920412327799,16.7500163254323,63.4554386367396,49.6902641302601,82.8853679421729,21.6428470678667,28.4801267090874,40.0910391547633,20.3646483380172
"2453","XM_022459046.1",83.8833589753952,0.400644629480783,0.346191446776494,1.15729210877773,0.247153036475955,0.485036574641356,67.2465176954115,115.829254952759,105.524013186083,74.882425925462,74.8448763407698,87.1923502663055,69.4164956515698,65.626697560628,87.2778076568806,82.6366317271651,92.2398777663134
"2454","XM_022464851.1",10.8576601105196,5.93379905860552,5.13245599068747,1.15613247719455,0.247626973586572,0.485663268140546,0,46.9578060619291,20.5444981424232,0,15.4570940268981,0,0,0,19.2929890609947,17.18187392347,0
"2455","XM_022475732.1",23.1300831052663,5.49870491683286,4.75659459216641,1.15601714846344,0.247674142767977,0.485663268140546,0,40.6967652536719,0,34.4853277288312,65.8960324304604,0,41.4426839710865,71.9101047738796,0,0,0
"2456","XM_022471112.1",36.6202118916461,-1.65059396870145,1.42862813875272,-1.15536991322495,0.247938977160425,0.485984623798977,0,52.1753400688102,22.4121797917344,22.6617867932319,43.1171570224,22.5012516816272,73.5607640486785,65.626697560628,45.0169744756542,27.0000875940242,28.7500917713184
"2457","XM_022440819.1",514.783806397069,0.507965236435803,0.440139993689791,1.15409924959879,0.248459481006015,0.48619129590732,532.208154332256,349.574778461028,433.302142640198,592.16234185793,601.199604519879,885.986784964071,715.922365600519,494.294700775794,253.564999087358,409.092236273095,395.313761855629
"2458","XM_022451668.1",93.869562524666,0.394627262557228,0.342051793069583,1.15370616541966,0.248620655357172,0.48619129590732,113.358415543694,87.654571315601,107.391694835394,94.5883274847941,72.404282547049,103.130736874125,72.5246969494013,57.2488212762925,117.595361895587,109.636719321189,97.0315597281998
"2459","XM_022460713.1",155.250565273723,-1.87801818433441,1.62826304257559,-1.15338746580145,0.248751383842902,0.48619129590732,0,170.091608624321,135.406919575062,79.808901315295,147.249158887819,122.819332095549,232.079030238084,175.935401971045,209.466738376513,219.273438642379,215.625688284888
"2460","XM_022464240.1",34.6058981169487,-2.38161109587215,2.06451116981578,-1.1535956456388,0.248665984400441,0.48619129590732,0,0,28.015224739668,40.3970981966308,30.9141880537962,47.8151598234578,29.0098787797605,46.0783195638452,56.9602534181747,18.8182428685623,82.6565138425405
"2461","XM_022475303.1",328.289539197201,-0.292431377864893,0.253410595164237,-1.1539824436913,0.248507366717286,0.48619129590732,307.412652321881,347.487764858276,298.829063889792,301.500293857781,322.971912035713,317.830180002984,318.072599478089,471.953697350899,316.956248859198,318.273759820468,289.896758694128
"2462","XM_022478226.1",8.82282041401604,-5.63749509442334,4.88575578055111,-1.15386346506813,0.248556149790631,0.48619129590732,0,0,0,17.7353114033989,15.4570940268981,0,15.5410064891574,0,30.3175542387059,18.0000583960162,0
"2463","XM_022488825.1",25.5574311873135,-3.19168440645618,2.76557192304179,-1.15407752727896,0.248468385792495,0.48619129590732,0,0,21.4783389670788,0,39.8630319641057,27.1890124486329,43.5148181696408,34.9078178513978,36.7485505923708,31.9091944293014,45.5209786379209
"2464","XM_022460779.1",287.021732616939,0.414667591743752,0.359994405271562,1.1518723226572,0.249373543062709,0.487209511486965,318.940626783951,325.574122029375,332.447333577393,301.500293857781,241.618785578355,311.267314929176,223.790493443867,284.149637310378,335.330524155383,294.546410116628,188.073517004041
"2465","XM_022460055.1",229.076376023269,-0.502948450127084,0.437115440286854,-1.15060783439045,0.24989360847521,0.488027517728057,201.739553086234,232.702016706893,181.165119983186,248.294359647585,205.009878672543,172.509596225809,289.062720698328,142.423896833703,262.752136735451,300.273701424451,283.90715624177
"2466","XM_022470987.1",51.9874302698514,-0.826546758955897,0.720472010639625,-1.14722952002271,0.251286774138737,0.4903896291846,24.9772780011528,60.5233944798198,15.8752940191452,54.1912292881633,57.7607197847245,56.253129204068,42.4787510703636,57.9469776333204,58.7976809477933,71.1820491115185,71.8752294282961
"2467","XM_022484840.1",22.7743050667275,-2.42162537089413,2.11093589704519,-1.14718091358616,0.251306858163358,0.4903896291846,0,26.0876700344051,10.2722490712116,0,21.9653441434868,28.126564602034,36.2623484747007,34.9078178513978,35.8298368275615,31.9091944293014,25.1563302999036
"2468","XM_022488305.1",185.891772307526,-0.533152731249492,0.465811760021979,-1.14456691953062,0.252388602171719,0.492300944430573,203.660882163246,138.786404583035,183.966642457153,163.558982942457,163.519784179291,169.696939765605,156.446131990851,256.921539386288,180.986611667426,150.545942948499,276.71963329894
"2469","XM_022433272.1",584.923806642656,-1.39065015896936,1.21643577245423,-1.14321708589977,0.252948470059527,0.493059109461544,1212.35864759442,220.179935090379,303.49826801307,268.985556284883,270.09237983843,522.216549444432,788.44706254992,1327.89339106717,222.328731083843,217.637069697286,1080.52428240539
"2470","XM_022468570.1",151.951385111416,-0.491547804750662,0.429999414816698,-1.14313598533663,0.252982135515167,0.493059109461544,74.9318340034585,155.482513405054,160.620621840763,151.735442006857,155.384471533555,142.507927316972,150.229729395188,191.992998182688,170.880760254524,144.000467168129,173.698471118382
"2471","XM_022472901.1",2018.12578697329,0.326251660033559,0.28582309178223,1.14144612319193,0.253684320226312,0.493890921819357,2046.21546701752,1882.48626968267,2585.80524347135,1753.82523878056,2084.26709983752,2078.55312409031,1446.34967059092,1608.55224659241,2420.81077027243,1718.187392347,2574.33113402347
"2472","XM_022474434.1",178.863660920775,-0.545194540973336,0.477546280456814,-1.14165801993434,0.253596196908369,0.493890921819357,167.155629700023,121.04678895964,139.142282873684,146.808966617024,249.754098224091,172.509596225809,179.239608174949,293.225669951742,130.457354602916,166.909632399423,201.250642399229
"2473","XM_022478861.1",21.3862418686123,-0.833940096929837,0.73064946158233,-1.14136824945278,0.253716711603504,0.493890921819357,23.0559489241411,18.7831224247717,9.33840824655599,15.7647212474657,31.7277193183698,15.0008344544181,29.0098787797605,30.7188797092301,20.2117028258039,21.2727962862009,20.3646483380172
"2474","XM_022468144.1",548.322686209518,0.344834198933501,0.302281320410981,1.14077243828585,0.253964632981041,0.493952885766741,441.905687712704,608.364465202326,486.531069645567,541.912292881633,763.905857434596,658.161611687596,507.672878645809,636.020441252469,409.746339104934,526.910800319746,450.418104417322
"2475","XM_022484771.1",357.186772095332,-0.410843000527904,0.360147034038279,-1.14076463693503,0.253967880298052,0.493952885766741,355.445879247175,328.704642433504,282.953769870647,288.691457844215,445.815132986324,322.51794076999,410.282571313756,607.396030614323,259.995995441023,331.364711381207,295.886361146486
"2476","XM_022485889.1",136.690225213298,-1.7811744189559,1.56189938707675,-1.14038998522789,0.254123863319002,0.493952885766741,0,134.61237737753,106.457854010738,103.455983186494,153.757409004408,105.005841180927,215.50195664965,274.375448311987,127.701213308488,134.182253497575,148.542140818479
"2477","XR_002639151.1",23.9113519565109,-1.52971009344902,1.34149125449714,-1.14030567722369,0.25415897342007,0.493952885766741,0,15.652602020643,32.684428862946,14.7794261694991,31.7277193183698,14.063282301017,41.4426839710865,46.7764759208731,19.2929890609947,28.6364565391166,17.968807357074
"2478","XM_022477002.1",126.74616914452,-1.74356687866137,1.53176446084975,-1.13827348996863,0.255006300072576,0.495287025905201,0,107.481200541749,117.663943906605,97.5442127186939,125.283814744332,117.194019175142,182.34780947278,228.99528510517,146.075488604674,137.45499138776,134.167094932819
"2479","XM_022488315.1",124.082165260357,-0.352213234328456,0.309456848705849,-1.13816590520266,0.255051212550684,0.495287025905201,122.965060928752,120.003282158263,101.78864988746,112.323638888193,146.435627623245,105.005841180927,165.770735884346,198.974561752968,87.2778076568806,96.5457677604503,107.812844142444
"2480","XM_022461604.1",764.61005479393,-0.569713683891571,0.501238698016909,-1.13661153088454,0.255700717531536,0.496148026681505,601.37600110468,1370.12443020695,725.5943207574,472.941637423971,485.67816495043,630.035047085562,852.683222705104,1105.87966953228,585.220668183505,864.820987481322,716.356453302018
"2481","XM_022473889.1",187.25124546817,0.325089631242575,0.28597019868277,1.1367954868724,0.255623790467949,0.496148026681505,215.188856625317,226.440975898636,181.165119983186,172.426638644156,163.519784179291,198.76105652104,116.039515119042,167.55752568671,210.385452141323,191.455166575808,216.82360877536
"2482","XM_022450252.1",371.128964137087,0.242891019859407,0.213946975445582,1.1352860649399,0.25625547896172,0.496718988339628,436.141700481669,419.489734153234,364.197921615684,342.882687132379,372.597319174702,386.271487201267,319.108666577366,402.138061648103,350.948658157141,377.183041843793,311.459327522616
"2483","XM_022455465.1",244.208908487275,0.408436405025228,0.359802293959821,1.13516898552859,0.256304521611059,0.496718988339628,301.648665090846,221.223441891755,266.144635026846,276.867916908616,178.976878206189,314.07997138938,204.105218557601,238.769474103561,234.272010026364,225.000729950202,225.209052208661
