"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022460203.1",0,48,0,0,21,0,0,21,24,59,19
"XM_022460219.1",42,38,80,70,112,0,69,0,0,75,46
"XM_022460252.1",91,232,194,177,198,178,144,246,169,180,111
"XM_022460255.1",0,142,190,162,203,191,183,277,200,213,141
"XM_022460263.1",0,46,72,39,44,79,38,95,45,123,91
"XM_022460297.1",0,0,0,73,79,0,77,243,0,81,0
"XM_022460303.1",48,163,155,143,186,168,151,141,178,225,127
"XM_022460305.1",1082,4754,1801,2581,1328,1056,629,523,3232,1065,599
"XM_022460332.1",23,73,44,56,62,51,68,132,114,163,101
"XM_022460333.1",144,287,309,338,357,413,298,661,662,816,426
"XM_022460338.1",810,1750,2100,1771,1868,1705,1107,1124,2172,2050,1410
"XM_022460340.1",0,50,87,40,104,40,45,95,94,70,0
"XM_022460356.1",187,243,399,327,517,375,201,313,0,236,0
"XM_022460358.1",91,230,221,150,235,230,227,335,172,280,173
"XM_022460359.1",0,94,84,36,76,88,101,143,27,79,27
"XM_022460362.1",0,61,22,32,21,52,0,0,0,0,0
"XM_022460367.1",0,0,93,106,129,101,120,239,48,121,44
"XM_022460385.1",0,97,77,67,68,94,147,137,82,113,0
"XM_022460388.1",295,657,524,400,417,571,333,530,691,748,361
"XM_022460411.1",0,0,57,0,0,59,0,166,65,61,0
"XM_022460429.1",0,47,101,97,160,117,93,169,79,115,36
"XM_022460441.1",0,58,0,19,0,25,0,60,63,48,0
"XM_022460449.1",0,101,75,93,88,101,0,81,102,102,0
"XM_022460452.1",0,248,19,14,33,131,0,73,18,110,43
"XM_022460454.1",0,0,14,18,47,0,0,40,16,14,0
"XM_022460460.1",0,0,23,43,30,0,193,103,53,0,0
"XM_022460464.1",0,46,52,107,63,38,251,126,115,112,68
"XM_022460465.1",0,42,48,101,68,38,221,110,119,106,61
"XM_022460468.1",39,77,52,78,95,76,127,124,109,93,85
"XM_022460472.1",0,33,36,44,49,47,52,93,48,45,18
"XM_022460473.1",0,17,33,39,42,26,43,79,45,44,15
"XM_022460477.1",17,15,35,30,35,34,22,58,48,46,15
"XM_022460479.1",0,95,86,39,91,120,0,74,34,0,0
"XM_022460480.1",71,130,158,173,150,122,149,234,169,210,137
"XM_022460495.1",1114,2041,2336,2004,2678,2503,1799,2595,2727,2895,2048
"XM_022460498.1",336,397,578,295,360,348,365,495,438,455,347
"XM_022460500.1",790,899,1383,1500,1922,1517,1484,1759,511,996,606
"XM_022460508.1",0,136,92,119,124,147,119,204,136,168,34
"XM_022460510.1",0,15,0,0,36,29,19,107,20,46,0
"XM_022460515.1",21,55,20,41,41,18,65,15,206,132,67
"XM_022460517.1",85,96,167,161,124,166,81,49,148,94,45
"XM_022460518.1",61,93,117,111,72,84,23,0,86,80,28
"XM_022460520.1",437,485,773,659,555,565,345,305,472,403,230
"XM_022460521.1",46,102,96,75,104,0,29,59,78,112,59
"XM_022460522.1",222,518,572,511,542,497,389,491,619,748,458
"XM_022460537.1",0,0,0,115,83,41,0,0,0,93,38
"XM_022460551.1",0,57,28,67,63,66,20,121,50,40,0
"XM_022460553.1",375,944,911,1070,1119,878,630,837,1072,1231,720
"XM_022460557.1",136,528,450,130,173,130,189,468,225,373,234
"XM_022460564.1",2184,3978,4973,3727,4951,5106,4579,6912,5115,4637,3985
"XM_022460565.1",98,161,163,236,152,118,116,142,243,241,133
"XM_022460569.1",350,504,733,867,852,908,516,504,853,894,590
"XM_022460570.1",24,58,42,112,59,97,142,84,0,178,139
"XM_022460571.1",0,28,16,17,43,28,15,31,34,41,20
"XM_022460576.1",278,302,435,523,501,591,517,496,566,551,378
"XM_022460577.1",0,66,153,149,163,149,126,219,136,208,123
"XM_022460580.1",0,47,82,87,108,38,98,155,81,104,82
"XM_022460584.1",134,261,322,268,332,354,270,375,333,399,154
"XM_022460596.1",42,133,178,139,200,166,98,124,179,155,112
"XM_022460611.1",42,53,57,140,137,101,68,127,92,101,45
"XM_022460614.1",27,40,64,68,105,67,69,114,48,78,52
"XM_022460623.1",0,90,52,46,104,51,52,89,68,126,0
"XM_022460624.1",0,0,0,0,0,61,0,87,42,45,37
"XM_022460650.1",202,333,371,427,492,405,523,801,491,543,298
"XM_022460668.1",14,43,62,65,116,64,38,51,46,59,16
"XM_022460691.1",99,188,188,196,272,178,286,269,263,356,254
"XM_022460698.1",53,49,70,50,59,105,38,21,64,45,52
"XM_022460700.1",147,255,268,256,368,329,379,716,275,400,250
"XM_022460702.1",39,62,82,104,140,112,234,482,154,184,158
"XM_022460713.1",0,163,145,81,181,131,224,252,228,268,180
"XM_022460725.1",1207,2669,3264,2782,3153,3098,1794,2335,3503,2953,2246
"XM_022460730.1",0,31,36,32,93,31,0,85,0,33,0
"XM_022460732.1",18,28,31,60,70,37,43,40,36,69,0
"XM_022460736.1",78,319,335,283,294,345,268,732,266,286,217
"XM_022460741.1",155,244,215,242,251,272,267,554,231,318,207
"XM_022460742.1",109,206,194,212,286,188,297,291,265,369,258
"XM_022460744.1",0,277,243,205,311,210,134,129,148,186,136
"XM_022460746.1",73,150,141,134,153,148,93,165,129,148,120
"XM_022460750.1",0,0,19,25,47,0,54,151,55,66,55
"XM_022460751.1",33,52,46,51,107,56,74,138,45,70,48
"XM_022460763.1",0,149,62,0,126,58,162,153,141,157,0
"XM_022460765.1",91,149,185,164,281,185,217,352,160,216,160
"XM_022460770.1",0,93,82,54,107,106,94,129,101,149,81
"XM_022460779.1",166,312,356,306,297,332,216,407,365,360,157
"XM_022460783.1",42,201,198,193,241,0,181,0,95,265,86
"XM_022460788.1",39,59,72,53,85,69,47,84,98,80,64
"XM_022460790.1",2245,3673,4441,3915,4496,5102,5371,7881,5254,5478,4673
"XM_022460791.1",80,196,172,204,305,208,226,311,172,212,172
"XM_022460808.1",87,162,137,139,175,123,110,206,77,186,99
"XM_022460825.1",104,150,184,172,213,189,147,308,186,196,125
"XM_022460850.1",0,0,15,21,33,0,0,0,18,14,17
"XM_022460851.1",0,91,0,78,205,83,172,294,74,105,0
"XM_022460866.1",28,136,88,80,83,84,133,93,161,149,89
"XM_022460868.1",261,414,469,564,644,426,584,948,604,751,472
"XM_022460885.1",0,88,95,87,80,97,96,101,121,111,84
"XM_022460891.1",25,35,39,31,36,11,36,10,0,9,0
"XM_022460894.1",0,323,263,257,298,297,242,402,325,382,186
"XM_022460911.1",80,133,179,147,202,169,132,257,136,196,138
"XM_022460915.1",0,24,22,0,50,0,22,86,56,22,0
"XM_022460918.1",262,346,604,581,510,725,125,110,207,186,122
"XM_022460931.1",0,134,50,0,134,125,0,153,72,119,0
"XM_022460959.1",32,89,84,81,97,45,66,89,83,86,0
"XM_022460972.1",0,125,138,89,112,167,33,105,133,147,62
"XM_022461039.1",0,116,0,108,260,241,109,370,0,235,0
"XM_022461046.1",208,329,452,654,527,763,365,432,418,443,277
"XM_022461079.1",0,139,73,43,114,136,191,413,124,134,100
"XM_022461106.1",0,115,136,126,154,120,143,251,173,216,121
"XM_022461112.1",45,63,66,33,60,29,40,71,89,71,47
"XM_022461131.1",242,448,348,440,423,465,513,449,485,484,282
"XM_022461139.1",0,32,0,24,27,27,0,0,0,55,0
"XM_022461171.1",1089,2044,1525,1940,2101,2125,1993,2818,1145,1244,1348
"XM_022461188.1",0,0,94,102,109,84,0,122,0,0,0
"XM_022461195.1",0,46,23,0,57,0,0,173,21,54,0
"XM_022461197.1",97,130,163,180,248,199,188,446,190,241,150
"XM_022461214.1",0,42,73,91,150,76,116,148,155,185,110
"XM_022461225.1",426,450,926,934,968,715,556,713,905,679,710
"XM_022461234.1",0,129,69,0,138,139,0,225,62,128,0
"XM_022461235.1",22,115,93,58,61,97,22,137,67,73,23
"XM_022461241.1",0,65,21,19,44,49,43,97,76,74,43
"XM_022461245.1",0,0,0,0,0,28,29,100,60,35,29
"XM_022461252.1",0,177,188,127,205,161,142,304,158,202,117
"XM_022461263.1",244,199,404,200,525,426,370,0,366,452,320
"XM_022461270.1",0,185,144,146,218,174,183,286,202,222,74
"XM_022461271.1",185,378,311,376,513,415,441,1038,388,498,293
"XM_022461280.1",114,226,311,274,452,293,465,914,280,356,236
"XM_022461284.1",40,131,113,43,67,76,0,336,72,0,63
"XM_022461285.1",0,0,0,61,69,62,136,0,47,131,0
"XM_022461303.1",0,86,183,90,193,195,219,397,86,246,0
"XM_022461312.1",122,197,238,269,374,235,422,707,306,396,265
"XM_022461319.1",0,121,0,0,264,0,125,328,124,301,0
"XM_022461321.1",165,464,387,316,360,319,275,705,424,411,253
"XM_022461339.1",0,61,25,29,70,63,35,0,74,80,31
"XM_022461349.1",0,23,19,19,0,0,23,71,0,43,19
"XM_022461350.1",0,54,25,52,29,54,44,37,44,53,48
"XM_022461355.1",743,561,1116,1332,931,425,322,432,542,624,501
"XM_022461359.1",1508,3594,4793,3618,4038,4218,2846,3931,4634,3960,2660
"XM_022461360.1",114,231,252,198,206,191,183,350,306,225,149
"XM_022461367.1",129,283,264,264,403,293,321,603,216,280,184
"XM_022461379.1",1483,2174,2305,2111,2641,2612,2411,3995,2306,2358,1567
"XM_022461391.1",4665,7171,9317,9266,7125,10790,3999,4281,3762,3608,2645
"XM_022461392.1",0,0,0,64,144,0,302,623,63,167,0
"XM_022461396.1",0,218,403,475,669,466,213,1017,0,484,0
"XM_022461401.1",0,248,255,274,348,382,229,271,293,363,190
"XM_022461404.1",445,828,829,965,1352,885,844,1334,934,1177,671
"XM_022461422.1",23,59,69,59,82,59,0,0,79,69,45
"XM_022461444.1",178,336,404,403,665,494,443,792,359,467,250
"XM_022461445.1",0,250,0,0,0,0,130,94,290,376,139
"XM_022461447.1",0,0,0,0,80,35,0,95,41,68,0
"XM_022461450.1",22,0,54,77,105,29,118,289,56,96,55
"XM_022461451.1",25,0,93,144,200,104,145,305,76,120,97
"XM_022461471.1",1967,4392,6268,4606,4996,5601,3097,3246,5554,4608,3462
"XM_022461486.1",111,235,199,231,305,191,343,471,318,374,308
"XM_022461500.1",124,272,322,73,89,94,70,115,48,48,63
"XM_022461504.1",70,292,362,274,388,257,115,0,389,499,225
"XM_022461505.1",66,131,138,119,267,385,249,345,210,251,74
"XM_022461506.1",817,1467,1985,1217,760,2106,204,201,967,529,383
"XM_022461523.1",85,187,205,198,288,164,217,189,186,249,138
"XM_022461524.1",86,228,231,192,295,208,326,604,282,275,164
"XM_022461530.1",0,0,25,57,62,46,0,62,23,40,41
"XM_022461551.1",57,182,161,153,216,153,255,394,152,230,139
"XM_022461554.1",0,79,92,83,86,95,0,0,108,128,35
"XM_022461555.1",0,166,90,137,195,152,158,202,145,218,0
"XM_022461562.1",41,114,154,142,163,119,127,124,103,156,107
"XM_022461571.1",68,105,73,75,269,46,112,47,171,112,189
"XM_022461572.1",0,0,73,77,0,81,97,479,0,84,0
"XM_022461573.1",448,559,706,808,690,835,1178,817,1052,964,732
"XM_022461574.1",102,175,221,210,268,271,133,245,182,205,150
"XM_022461575.1",192,377,335,330,417,391,388,737,366,462,252
"XM_022461594.1",26,72,75,0,42,80,30,61,91,74,26
"XM_022461604.1",313,1313,777,480,597,672,823,1584,637,1057,598
"XM_022461608.1",318,783,721,633,962,945,568,910,682,809,493
"XM_022461614.1",0,49,50,33,56,56,21,43,79,58,43
"XM_022461620.1",107,172,193,158,229,175,186,290,237,289,198
"XM_022461623.1",0,33,23,0,82,59,53,65,54,29,0
"XM_022461625.1",543,906,858,768,1206,1348,1956,4442,784,986,1039
"XM_022461629.1",78,165,143,214,199,148,153,249,161,196,154
"XM_022461633.1",123,110,160,150,109,128,80,90,157,100,89
"XM_022461634.1",136,125,253,195,152,217,136,110,183,143,126
"XM_022461635.1",79,138,178,209,277,147,370,704,302,372,237
"XM_022461637.1",44,66,113,124,154,104,85,136,105,91,100
"XM_022461642.1",75,130,159,122,189,135,67,110,158,175,92
"XM_022461660.1",110,171,207,261,389,271,189,282,145,242,138
"XM_022461668.1",0,12,36,35,57,32,34,55,15,42,30
"XM_022461682.1",0,19,50,51,67,62,59,160,57,69,59
"XM_022461693.1",71,76,98,97,125,106,95,98,100,88,20
"XM_022461695.1",0,90,84,49,95,47,86,166,99,82,87
"XM_022461723.1",0,78,84,88,116,62,76,161,81,90,74
"XM_022461724.1",0,72,46,49,60,53,51,47,41,54,34
"XM_022461726.1",232,310,430,385,525,433,257,366,464,517,380
"XM_022461738.1",0,72,23,23,28,0,0,0,37,0,0
"XM_022461739.1",47,99,92,72,82,71,80,174,103,116,112
"XM_022461751.1",59,114,111,123,117,113,199,262,287,279,168
"XM_022461754.1",28,47,46,34,52,48,19,49,57,43,27
"XM_022461760.1",0,35,36,16,43,0,0,0,0,49,0
"XM_022461768.1",43,103,77,105,115,82,147,249,97,108,88
"XM_022461783.1",133,284,333,322,643,392,324,590,273,371,241
"XM_022461791.1",0,45,54,0,52,59,73,103,50,84,51
"XM_022461804.1",0,82,55,41,55,56,48,81,49,59,34
"XM_022461811.1",0,22,31,46,68,38,91,86,41,55,50
"XM_022461816.1",0,44,21,28,53,14,58,95,47,50,19
"XM_022461824.1",0,24,0,26,55,25,0,32,55,32,24
"XM_022461828.1",0,93,46,85,174,103,89,156,0,117,0
"XM_022461847.1",0,19,0,0,18,0,43,65,0,17,0
"XM_022461849.1",22,75,93,100,112,80,136,181,100,119,79
"XM_022461850.1",0,53,44,43,57,40,23,0,76,53,49
"XM_022461853.1",72,57,126,136,124,82,38,38,131,76,55
"XM_022461869.1",111,313,318,328,458,350,450,560,410,549,326
"XM_022461876.1",0,27,17,41,51,28,40,75,34,54,19
"XM_022461878.1",60,76,108,125,124,93,52,75,103,118,64
"XM_022461881.1",0,33,44,34,36,34,16,49,49,46,31
"XM_022461883.1",64,139,155,155,133,130,186,262,182,200,135
"XM_022461894.1",0,33,43,38,82,30,119,239,71,115,61
"XM_022461896.1",750,1748,1865,1561,1722,1746,1324,1421,1906,1956,1313
"XM_022461898.1",0,111,71,62,81,94,86,106,127,141,64
"XM_022461911.1",65,207,176,142,193,164,202,464,277,339,126
"XM_022461912.1",0,0,0,27,51,31,58,129,28,74,0
"XM_022461913.1",0,27,25,66,75,58,90,115,108,95,71
"XM_022461917.1",35,62,69,78,125,77,67,144,123,115,79
"XM_022461928.1",41,48,58,60,74,67,141,112,93,95,58
"XM_022461930.1",0,0,28,25,26,0,0,0,52,61,0
"XM_022461933.1",0,109,125,97,54,141,44,144,121,112,39
"XM_022461936.1",0,465,0,192,0,298,0,295,2673,120,0
"XM_022461938.1",344,278,0,0,481,0,873,0,0,333,325
"XM_022461943.1",1418,3862,2649,2640,2370,2562,2378,4983,225,3501,1477
"XM_022461947.1",795,1707,1895,1586,1755,1761,1087,1381,1896,1979,1310
"XM_022461953.1",47,78,90,87,99,110,63,129,102,96,77
"XM_022461965.1",102,123,96,113,77,193,0,45,0,19,20
"XM_022461996.1",15,60,57,19,48,58,52,86,65,60,45
"XM_022462000.1",56,120,136,103,74,219,0,0,0,22,18
"XM_022462001.1",144,157,167,153,182,176,140,317,99,153,152
"XM_022462007.1",109,112,185,107,155,147,51,44,50,78,45
"XM_022462016.1",18,16,53,54,91,50,55,102,91,79,52
"XM_022462019.1",0,15,15,43,46,30,14,0,46,43,36
"XM_022462021.1",0,109,53,60,154,53,188,315,59,162,0
"XM_022462022.1",0,31,33,31,22,39,0,39,17,17,0
"XM_022462025.1",113,217,251,181,291,215,224,593,210,292,183
"XM_022462033.1",37,59,94,84,105,84,76,86,65,74,48
"XM_022462041.1",61,142,156,143,160,132,151,240,147,186,103
"XM_022462043.1",83,37,48,0,40,72,39,0,36,37,81
"XM_022462050.1",0,54,55,0,58,0,119,168,58,52,0
"XM_022462052.1",2186,4331,4424,3912,4198,4542,4470,6932,4990,4861,3675
"XM_022462063.1",45,54,70,97,123,80,52,51,81,97,88
"XM_022462065.1",87,188,208,202,303,195,234,358,270,296,222
"XM_022462069.1",33,60,49,70,124,66,158,319,64,134,140
"XM_022462075.1",2688,3992,5228,4423,5547,5750,5525,7308,5505,6207,4887
"XM_022462076.1",97,224,242,156,255,187,105,242,211,171,120
"XM_022462077.1",39,56,95,75,62,54,69,92,115,145,117
"XM_022462078.1",0,80,60,28,70,89,70,90,115,121,57
"XM_022462079.1",44,83,95,108,204,141,146,311,203,181,129
"XM_022462087.1",0,22,18,17,55,16,48,58,71,51,23
"XM_022462096.1",135,81,210,197,186,35,127,189,174,171,137
"XM_022462108.1",0,57,28,74,100,29,166,298,89,99,97
"XM_022462109.1",0,87,91,108,163,96,206,445,172,208,145
"XM_022462112.1",142,139,315,352,519,243,165,225,181,240,153
"XM_022462114.1",196,205,449,449,702,318,273,408,226,342,204
"XM_022462141.1",0,22,20,20,0,19,18,55,0,0,0
"XM_022462159.1",57,66,107,95,114,112,108,108,110,126,109
"XM_022462160.1",12,31,0,28,20,32,41,0,59,46,15
"XM_022462162.1",323,453,583,654,549,601,474,587,578,520,332
"XM_022462202.1",0,40,50,55,75,48,83,93,61,64,32
"XM_022462207.1",58,180,33,67,0,164,0,0,0,0,0
"XM_022462208.1",665,1108,819,872,1156,1203,665,1064,752,705,563
"XM_022462212.1",269,508,625,596,631,578,406,920,764,791,530
"XM_022462213.1",107,262,241,315,420,261,428,748,261,296,310
"XM_022462214.1",1773,2800,3660,3556,3389,2886,1567,1420,3461,3477,2446
"XM_022462224.1",131,176,245,208,212,190,130,144,177,242,148
"XM_022462231.1",0,0,66,30,0,42,40,30,0,0,0
"XM_022462235.1",19,21,71,57,79,56,75,120,102,75,78
"XM_022462238.1",47,80,95,94,132,82,75,142,109,98,101
"XM_022462245.1",55,273,91,83,69,197,53,0,53,0,0
"XM_022462249.1",137,86,222,214,194,69,132,197,183,181,146
"XM_022462257.1",22,63,72,52,67,77,79,161,40,77,75
"XM_022462259.1",0,63,33,27,34,0,28,72,0,36,0
"XM_022462263.1",0,0,32,16,36,0,0,40,42,43,0
"XM_022462266.1",31,61,85,56,73,71,51,104,87,78,59
"XM_022462269.1",46,92,65,0,58,65,49,88,73,64,45
"XM_022462273.1",0,99,102,121,176,106,172,291,211,252,171
"XM_022462275.1",30,154,137,154,246,182,131,245,130,141,96
"XM_022462281.1",0,169,152,0,154,156,56,122,118,160,57
"XM_022462285.1",0,188,174,180,210,165,206,326,219,226,158
"XM_022462287.1",193,402,280,222,301,248,231,310,285,322,213
"XM_022462306.1",0,0,34,46,40,0,21,20,40,54,39
"XM_022462309.1",96,158,156,289,230,213,274,412,192,208,122
"XM_022462310.1",73,160,154,141,222,159,165,413,145,154,137
"XM_022462319.1",20,75,119,85,83,102,88,143,130,104,76
"XM_022462321.1",0,123,92,124,191,123,182,327,132,195,123
"XM_022462324.1",0,33,26,0,43,0,79,159,37,68,0
"XM_022462329.1",73,237,198,171,115,134,167,161,197,236,140
"XM_022462337.1",30,77,101,185,95,93,56,44,135,147,97
"XM_022462340.1",49,104,125,96,78,94,115,229,145,124,125
"XM_022462347.1",0,62,82,66,66,83,108,116,145,108,55
"XM_022462349.1",212,356,445,351,544,376,411,822,489,546,370
"XM_022462352.1",236,392,531,475,677,475,378,447,518,454,356
"XM_022462358.1",0,110,116,129,178,106,115,319,117,161,52
"XM_022462362.1",63,77,144,128,110,129,104,99,96,96,49
"XM_022462365.1",168,305,446,545,560,570,246,411,410,499,404
"XM_022462374.1",0,35,0,43,99,0,109,186,116,134,77
"XM_022462380.1",0,36,49,38,56,20,50,66,49,60,18
"XM_022462388.1",149,221,273,284,391,342,154,213,196,235,202
"XM_022462396.1",0,0,14,15,22,0,38,38,0,20,24
"XM_022462400.1",50,223,206,181,289,226,185,314,172,221,125
"XM_022462411.1",40,51,63,72,119,52,79,197,93,109,77
"XM_022462413.1",0,0,88,86,117,37,0,38,0,41,0
"XM_022462415.1",45,69,91,76,66,81,76,117,145,106,91
"XM_022462427.1",0,40,116,117,157,113,91,213,109,126,89
"XM_022462429.1",21,0,0,23,23,60,0,102,0,0,0
"XM_022462433.1",0,89,116,109,101,114,36,178,118,128,30
"XM_022462447.1",46,105,104,171,138,125,196,307,159,269,156
"XM_022462462.1",350,343,389,319,329,331,252,257,346,272,164
"XM_022462482.1",116,305,324,366,455,399,252,386,338,349,173
"XM_022462483.1",42,83,66,33,58,62,47,76,69,62,40
"XM_022462508.1",0,64,74,0,30,81,0,69,0,0,0
"XM_022462540.1",433,1021,894,886,1174,871,716,382,705,1115,583
"XM_022462542.1",0,122,105,91,114,91,102,210,128,134,87
"XM_022462543.1",0,76,80,0,223,0,0,129,0,202,0
"XM_022462575.1",0,73,84,82,107,89,101,166,59,107,69
"XM_022462577.1",13,0,13,0,19,0,15,12,16,33,14
"XM_022462582.1",0,83,88,0,182,0,0,211,81,198,0
"XM_022462583.1",0,0,35,36,73,36,36,34,93,107,35
"XM_022462586.1",52,66,136,36,29,51,0,0,0,0,0
"XM_022462587.1",0,0,13,0,28,13,23,44,21,32,0
"XM_022462625.1",60,154,168,134,113,173,127,181,95,197,75
"XM_022462631.1",1357,3431,3121,2636,3060,3688,3486,5872,2968,3300,2773
"XM_022462646.1",310,410,567,916,728,643,526,711,695,727,430
"XM_022462647.1",0,96,39,67,69,76,37,0,43,72,37
"XM_022462663.1",125,330,330,126,141,100,149,403,163,295,202
"XM_022462664.1",0,0,43,0,0,0,41,143,51,113,0
"XM_022462678.1",0,0,14,0,10,10,23,27,0,0,11
"XM_022462698.1",0,24,0,0,0,23,23,70,24,45,0
"XM_022462700.1",143,144,272,246,230,249,114,131,268,230,167
"XM_022462701.1",153,232,332,316,364,340,223,394,389,352,263
"XM_022462716.1",77,76,131,145,164,120,137,322,160,171,103
"XM_022462721.1",14,37,37,53,88,43,93,68,69,59,56
"XM_022462733.1",0,39,66,51,62,49,85,110,66,94,50
"XM_022462745.1",62,76,79,60,73,88,52,55,71,74,36
"XM_022462750.1",84,185,163,136,161,147,148,256,151,155,107
"XM_022462751.1",0,57,74,65,106,52,127,189,59,99,62
"XM_022462775.1",42,83,121,70,118,110,112,176,87,82,58
"XM_022462788.1",50,63,0,45,59,49,73,78,0,50,14
"XM_022462789.1",57,84,111,63,100,93,136,162,343,195,126
"XM_022462792.1",135,224,254,322,419,402,224,265,258,297,187
"XM_022462799.1",23,144,79,68,93,80,86,167,74,52,52
"XM_022462801.1",0,45,41,27,11,34,12,32,22,23,0
"XM_022462804.1",0,35,14,29,41,33,15,17,13,0,0
"XM_022462809.1",1466,2130,2175,1932,2606,2209,2577,5102,2025,2995,2123
"XM_022462820.1",129,313,356,363,586,396,348,477,332,365,319
"XM_022462822.1",0,15,13,47,42,37,32,55,35,38,0
"XM_022462824.1",0,0,14,12,46,13,61,58,13,32,30
"XM_022462839.1",0,193,152,85,161,138,97,302,193,209,74
"XM_022462850.1",765,1512,1766,2678,3354,1981,2576,4625,3160,3616,2422
"XM_022462852.1",126,165,184,134,169,294,133,135,133,124,0
"XM_022462856.1",39,55,64,58,72,69,53,90,64,81,66
"XM_022462857.1",258,416,549,574,866,567,1139,1670,773,876,676
"XM_022462861.1",17,70,45,0,21,18,45,62,48,49,42
"XM_022462889.1",126,229,240,256,306,199,268,412,309,387,216
"XM_022462899.1",193,327,361,385,690,386,390,606,268,362,285
"XM_022462905.1",0,26,28,32,45,40,15,32,26,12,0
"XM_022462906.1",190,111,295,295,197,167,26,75,70,69,73
"XM_022462919.1",34,69,116,51,41,93,9,27,25,12,12
"XM_022462929.1",0,0,9,29,0,9,0,0,0,15,9
"XM_022462930.1",0,25,43,14,27,12,0,0,0,0,0
"XM_022462937.1",0,68,75,72,89,57,62,124,61,96,30
"XM_022462951.1",2566,4513,6285,5143,6075,7192,5488,8220,6838,6181,5531
"XM_022462954.1",0,27,36,36,25,27,48,46,12,39,11
"XM_022462955.1",77,252,260,102,77,90,0,0,94,113,0
"XM_022462960.1",0,0,0,13,11,13,0,32,40,29,0
"XM_022462963.1",0,11,0,15,21,21,9,31,30,27,12
"XM_022462970.1",0,35,83,45,121,37,81,155,85,106,68
"XM_022462984.1",14,35,28,47,55,49,35,52,0,32,0
"XM_022462988.1",0,28,0,41,64,28,28,72,70,91,32
"XM_022462992.1",0,0,0,19,18,0,18,12,27,37,28
"XM_022463002.1",203,267,436,341,340,407,181,330,432,349,253
"XM_022463005.1",125,275,185,137,232,178,333,592,181,256,218
"XM_022463006.1",0,10,38,46,60,41,74,123,67,74,41
"XM_022463013.1",0,41,54,93,45,0,0,102,43,127,0
"XM_022463025.1",25,166,114,118,120,152,75,48,141,197,112
"XM_022463029.1",50,84,96,142,116,137,147,84,68,102,56
"XM_022463030.1",25,351,173,98,104,166,95,216,115,223,91
"XM_022463052.1",30,59,48,72,124,64,137,288,62,136,133
"XM_022463053.1",27,59,47,67,120,70,140,287,58,135,131
"XM_022463055.1",310,756,537,882,1670,1214,2821,7105,926,1788,2318
"XM_022463056.1",29,61,47,69,126,71,147,310,65,139,137
"XM_022463070.1",245,231,350,461,556,436,384,390,437,481,284
"XM_022463076.1",14,12,0,16,38,20,0,0,17,13,0
"XM_022463109.1",0,100,39,0,105,41,102,196,118,109,79
"XM_022463122.1",0,0,0,0,84,49,110,136,96,121,121
"XM_022463128.1",0,37,77,97,111,0,107,117,83,150,44
"XM_022463165.1",0,44,42,0,34,45,45,96,44,0,32
"XM_022463168.1",129,185,209,212,205,235,163,349,238,273,134
"XM_022463178.1",0,48,27,54,58,44,62,89,0,64,49
"XM_022463180.1",0,22,20,27,30,32,59,64,20,34,23
"XM_022463181.1",49,76,91,94,112,66,144,278,132,143,88
"XM_022463182.1",0,57,70,69,73,63,85,109,78,92,61
"XM_022463183.1",58,78,88,314,666,383,62,127,0,64,0
"XM_022463211.1",0,48,48,90,117,81,196,261,151,199,92
"XM_022463223.1",0,94,0,0,51,0,87,172,0,49,0
"XM_022463232.1",30,56,49,77,120,65,143,326,68,129,135
"XM_022463233.1",30,57,48,70,124,64,149,322,63,135,136
"XM_022463234.1",28,57,50,70,124,63,147,304,58,126,135
