"","TranscriptID","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"41","XM_022430777.1",8.18369108437769,8.37254238697192,8.42272447206573,8.74366143748367,8.35862443529295,8.58629462206818,8.70201713411587,8.7240086560141,8.83982873431578,8.73917456004475
"42","XM_022430808.1",5.62024945122704,5.90567477853159,5.97271351831605,5.9545495756486,5.92828019418351,6.09037645657232,6.15382313910882,5.89816513543234,5.98575169303234,6.0033898243791
"43","XM_022430833.1",3.66541233845423,3.29932672424455,3.65000035530462,3.29915856786994,3.29933190333864,3.51965132225958,3.29899682143373,3.46379025055702,3.46314896191346,3.29969402095909
"44","XM_022430854.1",7.80156734730837,7.61605391527746,7.19992425471911,7.32513717980588,7.52110001869142,7.42478172060295,7.39852204721506,7.41369242274789,7.57736985159132,7.46723949967411
"45","XM_022430858.1",6.68719135496004,6.73722830949539,6.82648502247207,7.0671537075564,6.8870940963887,7.48134151554806,7.80757321857364,6.99495795054179,7.04969188354916,7.18445400143474
"46","XM_022430861.1",7.54367349280628,6.90455125839694,6.77088125696579,6.87527822767534,6.90719776500075,6.9462861481749,7.04775772532295,6.83189240888836,7.05381564336759,6.81592213324543
"47","XM_022430893.1",7.51253098866518,7.52386678588078,7.72932511963459,8.07121861134564,7.55035563002645,8.48854829927265,8.75340020038699,7.90038304343679,8.11525102149407,8.0748610442239
"48","XM_022430901.1",4.73703146214675,4.68715383019747,4.68610478487778,4.7324189612853,4.64725812939093,4.51555294889499,4.32911496223085,4.69814082995381,4.5739881666906,4.69646556293997
"49","XM_022430906.1",3.82316060068474,3.82293009633605,3.8230383298536,4.20395454437709,3.82293790799849,4.29698625671065,4.3386430684987,4.06098195634946,4.08228867875731,3.82348403214843
"50","XM_022430907.1",7.44811308142061,7.30879828076343,7.21732131297851,7.21042930914614,7.33422339579082,7.14212973959326,7.28689856191726,7.68502009631919,7.31430253083897,7.56284293068422
"51","XM_022430917.1",4.32557022415605,3.77561242098288,4.07914041312775,4.13710750996491,3.99429249096472,3.77587848908474,3.98106384027119,3.9997816029543,3.95232269781228,3.77629801633038
"52","XM_022430920.1",5.79987522674421,4.91686927546213,5.46503095700354,5.81861202231786,5.75453873116059,5.45758175238989,5.8443929324084,5.40264087333093,5.78677294841692,4.91951602962978
"53","XM_022430932.1",6.69194914571465,6.5275267904091,6.9596391437873,6.65809294697912,7.11297173678464,6.90115168981824,6.88264645134027,6.89713426705451,7.06349531957464,6.299849529761
"54","XM_022430961.1",6.97510969903091,7.10571849495545,7.1639347783564,7.04677707579108,7.09515452367399,7.13724483996408,7.28487119611466,6.72990133120335,7.36139183312737,6.65147213078465
"55","XM_022430979.1",4.58182268125996,4.35097435082249,4.10938153593909,4.10873324027702,4.33167057357182,4.10957243548214,4.2721875848906,4.63946879286857,4.65166602574354,4.7007503918536
"56","XM_022430992.1",3.14818457113301,3.28670733124276,3.43750395604568,3.40878929086618,3.14805362712349,3.14817538818671,3.14775647753321,3.28465296043474,3.27083456145175,3.33249962795037
"57","XM_022431025.1",4.26025077723976,3.91401829773641,3.91421442498931,4.22213454215526,4.16081055235721,4.25826340260605,4.77502526061864,3.91396056597044,4.39211290934549,3.91502088269288
"58","XM_022431042.1",4.89763941930305,3.97455426640486,3.97479802596403,3.97398225836876,4.25169600991862,4.58806616441817,3.97343099173514,4.63226649847527,4.4480986357829,3.97579979053865
"59","XM_022431084.1",5.08598547624096,4.93184729521319,4.93339927964768,4.74714903308195,4.94095717167992,4.50938878079691,4.70175031808103,5.08145699505175,4.9982519285797,4.7686481153488
"60","XM_022431156.1",10.1485620114363,10.5992782501752,10.6639948403078,10.2183634384353,11.071613773121,9.47798455409415,8.63754383238123,9.76258043186495,9.41062081377651,9.62025596300164
"61","XM_022431171.1",4.48963924108977,4.48843069584458,4.96709282857215,5.24018403602857,4.48847172553924,5.77576621043945,5.87568998627692,4.48826336769071,5.43752049973454,5.01514887081778
"62","XM_022431186.1",5.24160492312784,5.46638362874819,5.48433623077087,5.34129196412913,5.45919964468232,5.72802678728356,5.71952715254881,5.65395685190479,5.66585073869368,5.68052728038687
"63","XM_022431191.1",4.64716736808976,4.63523448411567,4.33585678574859,4.35852208666262,3.98066708097218,3.98117200549926,3.97943098474401,3.98057027995654,3.98005235964643,3.98199687721931
"64","XM_022431214.1",6.1219976355931,6.37326931370085,6.32359734131761,6.37212719109668,6.50020672946731,6.39052373643457,6.47513905651959,6.31813397713682,6.31028467285352,5.33399222902284
"65","XM_022431230.1",7.38776753223894,7.27580151846304,7.4755400394326,7.65724236138207,7.40882355611109,7.25972781528861,7.31530965862723,6.96517640584278,7.28482356400255,7.1862383108368
"66","XM_022431233.1",7.33719288218482,7.17406018065805,7.17348615144659,7.20991103437225,7.23337496835472,7.51083391462087,7.50315646102522,6.9592472122387,7.1894105171176,7.32472572264527
"67","XM_022431236.1",4.23404695424166,4.92470937796022,4.6645723425523,4.83422125387395,4.91442587741769,4.23401287815285,4.76105334920307,4.23347413403408,4.49696141732117,4.23475212793669
"68","XM_022431246.1",4.03352475802966,4.13400302941251,4.11964543128045,4.09107555935387,4.13484609848343,3.88595959423999,4.11059900261333,4.06271684123979,4.18471338465537,4.06497297688889
"69","XM_022431285.1",8.67217530523907,8.39490441405217,8.05455982766567,8.32893584096678,8.1318120906661,8.54209520194693,9.05393627539783,8.36197785128661,8.29243994827347,8.57287042762651
"70","XM_022431293.1",6.29698822705876,6.68016612161257,6.66515521182868,6.59796161618735,6.70627235243913,6.33293407181164,6.20072992894825,6.38251223401871,6.20207436381066,6.34245055254076
"71","XM_022431308.1",3.33079453303632,3.63989589356952,3.33071168004973,3.65711948905128,3.51561967407958,3.49429783988307,3.33030118573986,3.33061676349421,3.6403915571971,3.33101371582543
"72","XM_022431309.1",5.66448380854976,5.59829458169144,5.61785204759743,5.74673597678035,5.70477738712041,5.72486535668115,5.90973094010923,5.34726922803673,5.60959929064623,5.6848870491667
"73","XM_022431344.1",7.21802437173975,7.20940305142471,6.64155405940088,7.21222844479619,6.75847588768396,6.73400725189621,7.1138577780715,6.66350860985385,6.56841173218394,5.41102718180381
"74","XM_022431419.1",3.52530502801591,3.5250540459965,3.78691433791603,3.71303908220786,3.69783838414064,3.74657443481166,3.52451167696226,4.09860148934719,3.85839472603711,3.52565693952569
"75","XM_022431420.1",2.86371669386506,2.70314594995265,2.84647496803924,2.8769348252878,2.70314923279996,2.85310413492064,2.7029368580648,2.70313256623541,2.70304349547281,2.89501022934498
"76","XM_022431437.1",3.84326745897628,4.05477544804975,4.16040332145857,4.21710441786413,3.84296819720143,4.26155661419331,3.84228829027874,4.27652839341269,4.26598704884633,3.84370178248517
"77","XM_022431439.1",7.09701199900139,6.65134565444788,6.34964567681284,6.40000610010628,6.30096226243678,6.41490945096016,6.53799792380364,6.80103889862005,6.53387765490208,6.39360884640838
"78","XM_022431449.1",3.32572778718443,3.32557272744917,3.48159676096174,3.57499425840212,3.51863630830276,3.49856159378994,3.56856180057823,3.60138960513941,3.32540872861928,3.32594538651737
"79","XM_022431537.1",4.7664481369729,4.87860112560627,4.70211088418435,4.85109410557741,4.87185455057073,4.47382737126931,4.63352405377343,5.03050239811331,5.00946353283219,5.01680362938816
"80","XM_022431568.1",6.93838339609848,7.02574990385759,7.10610676712285,7.18854647343294,7.03391172545198,7.25317297328764,7.52476183959706,7.26616679056394,7.17650531899199,7.23120385623314
"81","XM_022431604.1",4.96395979479196,5.26191564556342,5.21961917518747,5.0565320163909,5.25686555739803,4.96260233076205,4.9427715173486,5.28111425084657,5.20127429933923,5.00327995525293
"82","XM_022431623.1",8.02239508315457,7.86225240110169,7.51731175813698,7.99515408824556,7.13564384787571,7.98260508857919,8.0082802840985,6.8686059138765,7.78538853271718,8.09087423539013
"83","XM_022431635.1",7.80458706922422,7.59239272379857,7.57984451321422,7.61208698321553,7.56298293868823,7.96105964086924,8.04628014753904,7.72448866161988,7.82012354703623,7.59612167793127
"84","XM_022431641.1",8.52068794778296,8.47983418169033,8.2243527769165,8.20901839929429,8.09180243487528,8.57293455399566,8.7980635468925,8.54064916335776,8.66758125078407,8.51515824075131
"85","XM_022431648.1",7.30587113647502,5.17637052699478,6.75929723439078,5.16937310177214,7.57834837969187,6.75173036338771,7.0433190171079,7.62322097337597,7.31610634072305,6.90483076846191
"86","XM_022431697.1",8.6063366522686,8.46373487722688,8.42121955730853,8.40320056169084,8.4221989125405,8.91472221356289,9.10178388803741,8.64104129515093,8.73388927682634,8.63682051514562
"87","XM_022431706.1",8.8669461676644,8.24411255556786,8.37161737585207,8.2733098755303,7.56623149548191,8.50328724399411,8.63151042643601,4.67407874681576,8.55407409152318,4.7399032386442
"88","XM_022431793.1",4.62478660418365,5.8833050020616,4.62386312325376,5.42242734737244,4.62310279221291,5.67091118332402,6.44750890392697,5.49471738925442,4.62119013021999,5.60172042268466
"89","XM_022431802.1",4.11654099253783,4.11596383074678,4.69397773456965,4.74154507955757,4.6816692264962,4.11650192313731,4.11471426663984,4.67348438453214,5.05096822262948,4.11734911482997
"90","XM_022431896.1",5.1788689573295,5.4396089546064,5.52164859789143,5.14937937274225,5.16913551109613,5.40435586384314,5.43189755894113,5.34266841752005,5.37928751829124,5.16119613579913
"91","XM_022431912.1",4.45657088899969,4.45577451565979,4.45614866682141,4.92189843792926,4.45580153237457,5.35026192753911,5.32120571817806,5.01653313435111,5.40915499776341,5.04367385244441
"92","XM_022431957.1",4.12457057998607,3.86702597679856,4.12178270941165,4.10726429940296,3.86703602930876,3.8673024438205,4.24885748389854,4.19196962930008,4.10844363007999,4.31460157058157
"93","XM_022431972.1",7.11462302011217,6.44320106555208,5.3148712371819,7.14776741896681,6.98954733566292,7.46342749269907,7.87830681904667,6.38785997400526,7.15986042419173,7.14856136305186
"94","XM_022431984.1",8.31646804496189,7.99420100302059,7.995849508457,7.9326059373625,8.0257796692187,7.9917015671186,8.08811764534862,8.08617922808221,8.13339617520497,7.46518720437192
"95","XM_022431985.1",9.18162035555306,8.88140416308206,9.31981940702442,9.23218821016927,9.12758058860625,9.3502165284521,9.38700386478409,9.26873030238575,9.22805278371893,9.40194239406989
"96","XM_022432079.1",10.2397814368562,10.4499233398444,10.8737210019919,10.9993145875657,11.3114542120194,11.263536291812,11.0118829777236,11.1265517285786,11.0206224202332,10.8379902606385
"97","XM_022432103.1",7.72000906753108,7.6986347047732,7.84142213872207,7.86215623167882,7.69057073546466,7.92828147956651,7.78823443147369,7.94902166737387,7.93359429878331,7.94015297494311
"98","XM_022432113.1",9.52127493861489,9.71377444626218,7.88753316515833,7.88004618696829,8.03136212382588,7.25979204859316,7.05396680994395,7.99819356367223,7.69708186648191,7.72392580947354
"99","XM_022432115.1",6.25087169409451,6.61756376036576,6.72854414169463,6.50956833985381,6.61998807073064,6.62541380072828,6.34742271522838,6.65903810856785,6.37799141478321,6.64659466808986
"100","XM_022432119.1",6.9414209837884,6.95504670510248,6.86191849382674,7.1755059925118,6.85352147751131,7.04203843163079,7.29325289670203,6.78109333833862,6.92086415901014,7.10068564740953
"101","XM_022432120.1",6.29167905682129,6.208614728384,6.18446491718135,6.14592120383275,6.07074703673475,5.94351040728723,6.16120808434989,6.27622625150617,6.252110768466,6.08437843897271
"102","XM_022432122.1",7.21389606661601,7.03619253837568,7.2929713667164,7.23745330901204,7.12123930477924,7.73460928985317,7.89411464380185,7.10591648584947,7.34959938711566,7.27205744718593
"103","XM_022432129.1",9.64363288068516,10.2986632393261,10.2230130209289,9.88063319716497,10.0877050190743,9.40686932803047,9.03947986719142,9.44068197528784,9.32594954502175,9.46120197725543
"104","XM_022432146.1",5.69537297546413,4.93249163348727,4.93347981670281,6.15266901849664,4.93256303919088,6.4774456724106,6.5289540627301,6.06247610201782,6.13721012407148,5.78759569894414
"105","XM_022432274.1",5.36980620974585,4.85072609431102,4.85120833002758,5.60238249577525,5.79371065132203,5.36706787683488,5.869890023437,5.32259296497935,5.68194176013064,5.44500457767301
"106","XM_022432303.1",4.74980777743269,6.18833452261362,5.74929545804119,5.65961390412154,4.74803208180429,5.80119172517848,6.21556539079217,4.74771493458494,6.15513032819739,4.75237137545823
"107","XM_022432321.1",5.51556907661954,5.52984585431002,5.47035998805793,5.77227012179113,5.47303296154377,5.49490468865579,5.75625252564687,5.95652481316758,6.05170944387931,5.53269562638456
"108","XM_022432354.1",5.07757549815993,4.79152186084776,4.79202651934104,5.25317764209396,5.11199839219718,5.85725994746577,5.69413650586858,5.6036952326462,5.78491636690713,5.6140656435569
"109","XM_022432399.1",3.95617624299979,3.8504761438066,3.88919976745963,3.82104506496174,3.87696414284633,3.58486452811364,3.58413767186928,3.84683985073509,3.58439669997221,3.58521008516331
"110","XM_022432411.1",4.52246836039137,4.77722004154104,5.01160949219181,4.9178305829686,4.97152803950333,5.0146972494467,4.92125562499023,4.9645976962878,4.72336224207308,4.98073708533705
"111","XM_022432440.1",4.72240946691337,4.82295585189284,4.8024787025701,4.50018906536749,4.85075570455592,4.27084254148857,4.53796467282323,4.53502022329779,4.44724902217626,4.27150486308052
"112","XM_022432443.1",5.14580922799272,5.5027097947442,5.24709442467243,5.31391546505438,4.69686152801351,4.92583177715784,5.57889691523187,4.8795389700775,4.88213562135543,4.69865611371139
"113","XM_022432444.1",5.92445688653088,5.99574239408541,6.24805868343546,6.11815760510961,6.11918255931411,6.2880736749974,6.16324394819739,5.78779430306173,5.79114995396089,6.18422649105288
"114","XM_022432474.1",6.78138370879024,6.45618019450758,6.51437563698504,6.71569485528003,6.77399332109783,6.69971546885794,7.0053993744865,5.50945927814219,6.59165566129298,6.61344801828034
"115","XM_022432478.1",4.53021174821827,4.52928906658891,4.52972259746442,5.07691986983915,5.19913927414865,5.55324426017339,5.60119015534074,5.12690252203563,5.40265477590954,4.53150256484598
"116","XM_022432481.1",5.93408177273943,5.94136280651607,5.84722215181172,5.89963503467076,5.77123843390854,5.92324831655139,6.19698068071246,5.94067710517847,5.9385750712329,5.91290599158819
"117","XM_022432511.1",5.47704786911481,5.57350639154622,4.94696328632197,5.70199836942529,5.81221551224442,5.48415521597588,6.00305720690717,5.94142749605124,5.95542368709857,4.94933238847894
"118","XM_022432525.1",5.12539713761003,5.12363419192327,5.79456214096887,6.06963877493155,6.01677513729136,6.17797092744568,6.19553028883917,6.217728231379,6.39029064592201,6.26871048619729
"119","XM_022432557.1",6.58462112668259,6.62206084781806,6.82026478785707,6.78329024040392,6.5997192984424,6.80569795816875,6.80383154476056,6.89771938193477,6.95909384212482,6.90530718375766
"120","XM_022432564.1",8.41940691196951,8.45634388505982,8.52989192879471,8.632408498182,8.71618453807464,8.21098679652515,7.8374002571069,8.56848183670599,8.4999122702186,8.12690633965651
"121","XM_022432574.1",4.35208697168722,4.9377154509093,4.8599486105101,4.87561254228181,4.9104861735775,4.35204812833214,4.35027224728977,5.21591407276,4.87110151614536,4.3528907172474
"122","XM_022432616.1",8.00624547365228,7.84162145676811,7.86171547248073,7.78033378928636,7.88461049787367,7.7772713452863,7.23250404203673,7.27500806702709,7.84102495976823,6.98016264910992
"123","XM_022432618.1",5.00969563930494,5.00316604355928,7.15870565258898,7.18216492678107,6.91353429460862,5.00925630698782,7.45990715215341,7.09422523361204,7.20607679385144,7.24695341782815
"124","XM_022432620.1",5.25091598842052,5.46308996655753,5.50705888476397,5.63271864051776,5.31723119052977,5.61929958969996,5.75810772407668,5.47271858599013,5.62388174085733,5.60416819765862
"125","XM_022432623.1",8.28586106269465,8.25901609398605,7.10731020090506,7.35194902904953,7.47689609819767,8.20712223796986,7.93079201577376,7.2167219989484,7.77564735689999,7.61168107296131
"126","XM_022432638.1",6.91115516567131,6.78094787432583,6.88925710379962,6.73037638635975,6.85830541481274,6.92092097524272,6.80571077717367,6.91711717142778,6.93905993438583,5.46142053138638
"127","XM_022432642.1",9.4430020304569,9.17506499923772,9.07647375305004,9.43828495033649,9.40170853311677,9.47480323882183,9.76988631259473,8.98858491074769,9.14677092920641,9.0147036943907
"128","XM_022432647.1",4.82698008719726,4.82486412590122,6.13698715627425,6.12024034665962,6.15018817657366,6.07299706560592,4.82025466629571,4.82457083245516,6.29210857084804,6.22198299300621
"129","XM_022432649.1",5.50086387642022,4.6862753524576,5.12665167172752,5.03895140995749,5.39432045285961,5.18283585709378,5.78886921840474,5.10341975055312,5.25230173169891,4.68836286299571
"130","XM_022432652.1",4.14982053066831,4.14890309826201,4.14933424373236,4.84854296366221,4.1489342374692,5.25111327971272,5.53920650578465,4.659973761878,4.60786266885949,4.15110291603414
"131","XM_022432658.1",5.51017069105604,5.7085317301348,5.74601948355646,5.7731908297773,5.87005073965457,5.75403770917968,5.70550753325979,5.66608434028535,5.64726934245784,5.74744518537257
"132","XM_022432662.1",6.35316948656106,6.28588461721273,6.25344030721031,6.31084944413949,6.25414390893264,5.28287101369663,6.17962076257199,5.90398472331631,6.27560529469534,6.30381046982147
"133","XM_022432664.1",6.4558603162083,6.42444209372474,6.45644091068714,6.56144896011702,6.43790540840788,6.2944993872555,6.30513883055783,6.3866180455546,6.37429732509622,6.06254432829384
"134","XM_022432665.1",4.79472411633487,4.72033254196118,4.94275875188388,4.83703717147434,4.95532508525091,4.48547282245888,4.86514120926731,5.01040602096908,4.99179589930602,4.72831900928615
"135","XM_022432667.1",5.96072679925817,5.87562288608346,5.87663001387368,5.85135215914171,5.91889558955847,5.9990975268084,5.7850513700799,6.02241235770449,6.05633764036925,5.93886594253926
"136","XM_022432669.1",5.95201769188548,5.91893368508019,6.01869549447366,5.93037642512836,6.03682024002846,6.21838463892682,6.2289606824668,6.17540885446456,6.10806212441699,6.2759396793371
"137","XM_022432675.1",4.29713481667739,4.12513681234938,4.42314345109682,4.51363682343416,4.52997609068825,4.30688264124822,4.29746021764507,4.45528966261491,4.40299610809328,4.44387777732638
"138","XM_022432705.1",11.001734575569,10.8924721096447,10.7339408297461,10.8461293335336,10.7362744954471,10.9527837271905,11.2937494269395,10.7364589099212,10.9349722005044,10.8555127975683
"139","XM_022432719.1",6.56466269008122,6.74839257659611,6.74871892056926,6.95952225834565,6.68947023310323,6.9237560024696,6.62731485914138,6.58140978442221,6.58722792159096,6.78612154021769
"140","XM_022432727.1",6.23406974896638,7.83373096998921,7.17566630328082,7.15775799244934,8.19203573026327,4.23778002848144,4.18443506330377,4.21999422817531,4.20415053552258,4.26116367801055
"141","XM_022432735.1",3.06066332836548,3.07462557206495,3.17489683007233,3.14773972233798,3.1318594721503,3.08213270872234,3.00248919101117,3.15591771310093,3.09173651024243,3.00304114215404
"142","XM_022432755.1",6.80754410202444,6.81099435802135,7.04900276391656,7.5344167066509,7.15697667470878,8.12316447195289,8.50445685956818,7.38630379259495,7.65293429239398,7.70178112185853
"143","XM_022432764.1",4.54093087398892,4.75925133510789,5.12939562983731,4.93545550518966,4.98963642035379,5.12095697182052,4.53901818109598,5.12767757584637,4.99480419492958,5.15015858740112
"144","XM_022432768.1",8.31747374241654,8.01672833072506,8.32174425513318,8.32441399278157,8.19118002228674,8.64987701965952,8.94072281713037,8.38029496970452,8.42211564484907,8.38784463845242
"145","XM_022432795.1",11.7484319857217,11.9288290865308,11.7921353379615,11.7707518154074,12.0223601351669,11.813694789005,11.5702520465332,11.9986133710795,11.75387137947,11.9319261663433
"146","XM_022432807.1",7.78792386295353,8.49687479797276,8.22265946306962,8.44511823043661,8.49180408816806,7.74732622365626,7.96660403017787,8.02906731578271,7.87480086940442,7.68894969194335
"147","XM_022432849.1",9.78609175025043,9.6450761354102,9.7173948871588,9.56897266606813,9.78546739949004,9.39331533874247,9.5224009203287,9.64875320756657,9.49100012243113,9.40414523895613
"148","XM_022432876.1",4.19329566917505,4.19298440996509,4.19313056482181,4.50873081157001,4.19299495873546,4.8859229673101,4.87923533390759,4.64621947823183,4.51719812483911,4.19373237334883
"149","XM_022432878.1",8.28038264040754,7.97411041899913,7.8848707958893,8.06059787089531,8.13891423297088,7.47465771921962,8.16579887432694,7.92951900220716,7.99766596073315,7.78755840593727
"150","XM_022432899.1",8.08937065865658,8.10255393295123,8.26333393087365,8.33200884276595,8.20728103800588,8.292821973695,8.55193233299147,8.0742776965935,8.22423224932258,8.1871209316109
