"","TranscriptID","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"1","XM_022430391.1",5.75417957182529,5.92296827533847,5.96213417534763,5.72023773540558,6.01214175847975,5.71753258650172,5.85010012720487,5.36298024084735,5.64469752523111,5.60322951788236
"2","XM_022430394.1",9.39442195417777,9.47926635809667,9.84389103763779,10.0635573178757,9.81547859083314,10.1341190449286,10.2575499168297,9.78301820629366,9.96092275125259,10.2238070083087
"3","XM_022430403.1",8.55706739416956,8.66846198700856,10.0673168460624,9.54911741905737,8.74551100841727,9.99981010222612,9.54283021079289,9.31851868149953,9.75450435832506,9.82025379248851
"4","XM_022430411.1",4.0073137284592,4.58412917874382,4.3348911697585,4.00652638312149,4.33952820331715,4.00728835307114,4.54747017544623,4.42381179315727,4.35085939186418,4.00783897663359
"5","XM_022430414.1",4.782169703723,5.36654325921859,5.49517419430501,5.32990533395275,5.32593295808368,5.26146014898088,5.13396399691944,5.296214325885,5.36293330245729,5.10505724261833
"6","XM_022430415.1",7.20771289690699,7.09153171369169,7.27891242823806,7.36832027565625,7.25412076241682,7.39204524849952,7.82445075664935,7.2610316118633,7.4318652373598,7.35320304762386
"7","XM_022430418.1",7.21096462006374,7.70388947946345,7.93027734833375,7.3472816947041,7.23382129452762,7.09531142097164,6.98247053608866,7.47744461845958,7.43609492877525,7.68863144373548
"8","XM_022430428.1",5.43839129079013,5.28966861120174,5.31645424526062,5.20711174132542,5.40115158532051,5.08728102015329,5.32500352536315,5.44574960868174,5.43306248183711,5.15608354906408
"9","XM_022430438.1",3.13633039262767,3.13619582104433,3.1362590072027,3.13604775884574,3.30229876435682,3.48922166323492,3.36586782779093,3.13617722927928,3.31391864217968,3.33161454800058
"10","XM_022430449.1",10.9493776989334,10.6090144579607,10.3930265944425,10.526576240498,10.4861811494744,11.2121402579692,10.9838458118372,10.605881152583,10.7984090927411,10.6495347054135
"11","XM_022430450.1",9.72346304605046,9.16521319458966,8.69685193524582,8.52721636274863,8.59162647783564,8.54119087506628,8.29720264220559,8.49533940024231,8.60948199473956,8.20493445098198
"12","XM_022430453.1",7.71730086754986,7.7025949086549,7.70139805601164,7.91789576717289,7.77822545847058,7.80177477903738,7.84434422041794,7.48401397230378,7.5598732397691,7.52200258290362
"13","XM_022430465.1",7.63405358538776,7.12366128026783,6.7348968906225,7.14360783253329,6.70643457708884,5.37117864504961,6.84868928964181,7.27913742381673,7.51584521833006,6.62128816201706
"14","XM_022430482.1",4.51003531878281,5.05095437134171,5.00563316953432,4.92450080805541,4.74410972913279,4.76524954725924,4.69004996997756,5.02368261311426,5.23961889468177,4.83416644162978
"15","XM_022430522.1",6.28193493011024,6.42333832405597,6.33758634188373,6.65357401826306,6.55387025891431,6.44855184269033,6.80719268863548,6.34328516918372,6.3872797430472,6.48081870573629
"16","XM_022430529.1",9.34792093822585,9.24041969162,9.70316199023471,10.0881297425565,9.25051262205723,9.93128208247362,10.1372915285091,9.21814383580231,9.61521339823649,9.74815169615109
"17","XM_022430568.1",5.0906713830547,5.21247317071786,5.27930062434036,5.30964840132192,5.39383791322059,5.33774669964778,5.55581534867098,5.38632380109643,5.26244083753895,5.48228795407794
"18","XM_022430585.1",5.99996230741726,6.05206845825815,6.02410439009296,5.95310031297517,6.09887006082578,6.04909365943824,6.43125759112428,6.18776256724276,6.02950897474692,5.78928239809814
"19","XM_022430588.1",4.28547837040954,5.22614260328916,5.19865969052189,5.13196960092413,4.7599545928372,4.28541436214839,4.28247953382132,4.28440126434181,4.2835282297255,4.28680107370693
"20","XM_022430589.1",3.77113910390085,3.77075492962611,3.77093537689502,4.05494312024131,3.77076795669153,4.14773540665462,4.57355168144005,3.77070181367505,4.31208975651293,4.12472897415806
"21","XM_022430595.1",6.18596616925051,6.47399494617842,6.37418707079933,6.26882698253941,6.38169750759623,6.60049512717745,6.73543158695872,6.63739585932847,6.71433504351857,6.61003492720515
"22","XM_022430598.1",7.62114903060381,8.37679442279464,8.33138452596406,8.27362414550168,8.84382375732141,8.28159057405783,7.93073748275826,8.09655039954553,7.97515250739671,7.90817836209964
"23","XM_022430605.1",9.38723618912229,8.13513266984902,8.7217878346869,8.52157797538006,8.74806098490648,8.87977594697285,9.44183408045755,8.69791585896856,8.80664280695347,8.9569737356797
"24","XM_022430607.1",6.87656892881082,6.72326013424323,6.09135510765914,5.87896787188074,5.10604977902017,6.82092305238464,5.09888595718802,5.90362717657376,6.9532217847742,6.61259972279184
"25","XM_022430614.1",8.34750215930084,7.29466991231659,7.1283510274908,7.50179925224177,6.44910752234776,5.3892453854778,7.22692923910128,7.53395313490531,7.21491980216518,6.6090340689282
"26","XM_022430616.1",6.58119807153901,5.33910503609908,5.37155416388272,4.79692801898424,4.79877936271855,6.02528069492077,5.34291310432435,5.57145620236659,5.66176547479245,5.45607512240115
"27","XM_022430618.1",7.13182975843072,6.92888999805924,6.57926343676269,6.28967682137607,7.06164022167291,5.8321463224065,6.15706021623154,6.32372324131188,6.20492052673672,5.36699683860756
"28","XM_022430638.1",6.88886026819092,6.92324857429587,7.01353152783012,7.11590535250709,7.04334996659307,6.87249870554592,6.7605559949866,6.7439554434846,6.64198804251809,6.78026236336618
"29","XM_022430641.1",4.1297466215413,4.39140777857373,4.12959115338705,4.58634653151286,4.40063371005848,4.40661875234129,4.70338816035449,4.12941303664687,4.34762030538378,4.44243712987938
"30","XM_022430642.1",5.75731179030234,5.63219024077546,5.3650981911434,5.64083982649095,5.6141731496156,4.95599524253382,5.47182522359293,5.55025042299788,5.5789832688315,4.95734160383424
"31","XM_022430648.1",5.10955852356736,5.20317635583272,5.13886717509301,5.22041624276115,5.20446523677964,5.08868102645894,5.11031322175438,5.26926374499726,5.24773879548918,5.22671074486818
"32","XM_022430660.1",4.58401783350072,4.63158783363838,4.34934351248946,4.69930532549983,4.89384113087459,4.57265251062336,4.52645045060054,4.72811273444312,4.97459169791571,4.3500192655922
"33","XM_022430676.1",4.54207628800374,4.45999622509683,4.08088196590641,4.77871893879127,4.8398761871442,4.08110512331066,4.07961188195007,4.08058867863512,4.08014446236263,4.08181369647619
"34","XM_022430678.1",7.69924540052229,7.44463419675185,7.6753414142811,7.65651837488144,7.53213615280226,7.75977403765261,7.36346678398787,7.70290802220665,7.65793740589728,7.85929972797397
"35","XM_022430679.1",4.48737886038581,4.71891600566085,4.65274711468815,4.68697666236513,4.35433602592283,4.20324468075064,4.46124615742809,4.30875957715166,4.43412350628767,4.20382841197014
"36","XM_022430681.1",7.03268084336615,7.12718256730354,7.07029726032925,7.25289942479228,6.98177016517077,7.30862724894444,7.31566647476957,7.20112922861419,7.14574869951896,7.19454744929015
"37","XM_022430727.1",6.5042123165831,6.66787879640965,6.95950922818598,6.72518091988411,6.53063479758034,7.02595349207538,7.11504902168844,7.25920425393651,7.09513276566894,7.27930758217173
"38","XM_022430734.1",4.54857168288094,4.8901295992113,5.20771868207957,5.22787635852435,4.54796889928628,4.9396984471935,4.81627074505574,4.97272051825606,5.35473919773418,4.95433008537517
"39","XM_022430762.1",6.62641870047754,6.34090805186609,6.5144512182487,6.48441513313202,6.46067321025778,6.70864617300754,6.54959002991912,6.69327924069863,6.46143182050263,6.58918761240782
"40","XM_022430772.1",7.9676446186267,7.90700194565971,7.92182511781554,7.98842474585912,7.89705854287304,8.12849007852068,8.36292828213776,7.87166932062967,8.00185905719939,7.81653899965179
