"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0003735",16,3.34330013058801e-105,1,67,176,"structural constituent of ribosome","MF","black","Day2","structural molecule activity","XM_022432795.1;XM_022434060.1;XM_022434493.1;XM_022435081.1;XM_022435531.1;XM_022436139.1;XM_022438304.1;XM_022439982.1;XM_022440951.1;XM_022441163.1;XM_022442456.1;XM_022443630.1;XM_022448430.1;XM_022452387.1;XM_022452991.1;XM_022453248.1;XM_022454936.1;XM_022457419.1;XM_022457442.1;XM_022457605.1;XM_022457754.1;XM_022458026.1;XM_022458870.1;XM_022458920.1;XM_022460201.1;XM_022460564.1;XM_022460725.1;XM_022461359.1;XM_022461471.1;XM_022463302.1;XM_022464403.1;XM_022464806.1;XM_022465789.1;XM_022467108.1;XM_022467115.1;XM_022470420.1;XM_022470475.1;XM_022470538.1;XM_022470798.1;XM_022471167.1;XM_022471799.1;XM_022472493.1;XM_022472613.1;XM_022473375.1;XM_022474258.1;XM_022474388.1;XM_022474462.1;XM_022474564.1;XM_022475787.1;XM_022477001.1;XM_022477790.1;XM_022477814.1;XM_022478004.1;XM_022478229.1;XM_022478379.1;XM_022478636.1;XM_022479294.1;XM_022480834.1;XM_022481325.1;XM_022482338.1;XM_022484792.1;XM_022485315.1;XM_022486262.1;XM_022486934.1;XM_022487266.1;XM_022487604.1;XM_022488340.1"
"2","GO:0008135",20,0.000115528072632848,0.999994760577874,4,66,"translation factor activity, RNA binding","MF","black","Day2","translation regulator activity","XM_022450107.1;XM_022463840.1;XM_022465190.1;XM_022469767.1"
"3","GO:0016491",18,1.87538119453688e-06,0.999999615523104,16,1338,"oxidoreductase activity","MF","black","Day2","catalytic activity","XM_022437912.1;XM_022445879.1;XM_022457604.1;XM_022459871.1;XM_022462820.1;XM_022466146.1;XM_022471841.1;XM_022476914.1;XM_022477667.1;XM_022478652.1;XM_022480579.1;XM_022482199.1;XM_022486812.1;XM_022487397.1;XM_022487416.1;XM_022488912.1"
"4","GO:0019843",19,1.51170336456236e-05,0.999999867409368,3,10,"rRNA binding","MF","black","Day2","RNA binding","XM_022457442.1;XM_022465789.1;XM_022472493.1"
