"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022441849.1","intracellular protein transport",0.0497908789615634,"GO:0006605","protein targeting","BP","turquoise","LOC111106955"," mitochondrial inner membrane protease subunit 2-like"
"2","XM_022453244.1","intracellular protein transport",0.0497908789615634,"GO:0006605","protein targeting","BP","turquoise","LOC111114773"," signal recognition particle 19 kDa protein-like"
