"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","mRNA metabolic process","GO:0006397","GO:0006397","XM_022480101.1;XM_022480783.1;XM_022481121.1","Day2_red"
"2","protein modification process","GO:0006464","GO:0006464","XM_022430478.1;XM_022442202.1;XM_022444663.1;XM_022455537.1;XM_022458005.1;XM_022460052.1;XM_022461252.1;XM_022462542.1;XM_022467483.1;XM_022468237.1;XM_022469526.1;XM_022469527.1;XM_022472998.1;XM_022475041.1;XM_022476783.1;XM_022480783.1;XR_002638695.1","Day2_red"
