"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","transferase activity","GO:0016746","GO:0016746","XM_022441106.1;XM_022444093.1;XM_022457905.1","Day2_hightemp_greenyellow"
"2","molecular function regulator","GO:0030234","GO:0030234","XM_022430770.1;XM_022430793.1;XM_022443094.1;XM_022443096.1;XM_022447481.1;XM_022454378.1;XM_022481309.1","Day2_hightemp_greenyellow"
