"","TranscriptID","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","B9.larva","B10.larva","B11.larva","C1.larva","C2.larva","C3.larva","C4.larva","C5.larva","C7.larva","C8.larva","C9.larva","C10.larva","C11.larva"
"17","XM_022430566.1",8.93887384439715,9.30127460491063,9.20431950662832,8.91077679618341,8.62228526853397,8.88294037117276,8.48181253819879,9.154461692144,9.18580962000093,8.67783478215279,8.95033585500565,8.62944988193494,8.99184191577992,9.0405679237899,9.18519231683386,9.31463065628921,8.66616887255156,9.07027148897465,9.58042212919021,9.181677537941,9.19098215815597,8.56319053207705
"18","XM_022430568.1",5.52459003958231,5.61409802426624,5.58861428537347,5.54851790512787,5.4235374844823,5.62419956585361,5.76350999763376,5.68790210774732,5.53300986998697,5.43249070319102,5.54700012866636,5.33596395480679,5.51457494243435,5.64407404219563,5.66798545440151,5.74339451440308,5.4942915494617,5.47007966959434,5.65703411207113,6.03676393570625,5.78534443209655,5.92129750281807
"19","XM_022430583.1",10.069277182051,10.4177864861882,10.1760699636868,10.1238669382399,10.0640174210019,10.013226333096,8.94530844854424,9.40817435690013,9.46722748720147,9.51442077301402,9.55701525539966,9.35741336589825,9.38633004544218,9.46916882996126,9.29340497219538,8.97233129743758,8.78622393185167,9.7941236451439,10.012108901225,9.75837023390597,9.45762311318176,9.04403371618157
"20","XM_022430585.1",7.49835947483779,7.34329317726261,7.4340982584268,7.4692781156028,7.2567133617999,7.70590097943021,7.74217773776891,7.61752356683821,7.6700192304566,7.79674163419466,7.86742464743625,7.27675753538066,7.61963081317425,7.77343465304846,8.02577614122444,7.87140748077884,7.83065962282272,7.35067773545767,7.41808831967959,7.41031569807692,7.55298347084215,7.91226730142533
"21","XM_022430592.1",4.31249710167302,4.31308277430213,4.56211030868836,4.31202963949702,4.62708855261297,4.79844811254273,4.31084153702457,4.55369082211236,4.63451612796365,4.81817943103082,4.31306798021721,4.31345299110699,4.55539823284462,4.80282959932166,4.88274943885148,4.31027735029493,4.79885557207746,4.80651044834595,4.57106899013413,4.64579572326644,4.82763583220248,4.80692012048739
"22","XM_022430595.1",6.45488434515765,6.31371525472873,6.36637317885385,6.29499099958679,6.27001842984853,6.32459342663327,6.3618417398003,6.3692451403299,6.38312012592673,6.40733218497361,6.47678951547959,6.31499240248295,6.31087947921511,6.26000823211233,6.75581353685061,6.35479124703854,6.63682205364906,6.40332307160383,6.18689289660962,6.2513174136865,6.61547152168811,6.77662520591865
"23","XM_022430602.1",6.58240925599972,6.42898342423924,6.41169118096692,6.53480074183708,6.60700120505824,6.68930547904815,6.56902723713595,6.73770417683144,6.72139798120476,6.78423329880002,6.74113773846815,6.84118763344884,6.68150698101625,6.69599828726467,6.88547315275498,6.62645831227368,6.91492248865247,6.77521898332225,6.5443012570105,6.73700643555993,6.60536488752742,6.69184028011272
"24","XM_022430605.1",9.43636744440878,9.45770873298243,9.19251767150844,9.35977419954158,9.60168734679361,9.6139626815936,9.29712803431247,9.16137516080077,9.33770206238933,9.35792126145423,9.36774138697542,9.36759858407292,7.33600661694832,9.49081296805929,8.95184052236883,9.23129252240521,9.39987700481974,9.10090784922686,8.84724971923099,9.21501793856029,8.82312332473378,8.41238274945439
"25","XM_022430615.1",6.35705296459929,4.32454727567694,6.82487241938093,4.29937724408977,4.26824360439589,6.0769830986526,5.97233244583005,6.46466206194057,4.35348809317671,6.42575524348042,4.32420277957416,6.25765310188884,7.20942335606435,6.30888496655671,6.19390670933298,4.25427614324008,5.47204985181566,4.29088334066449,7.35664107899121,6.26124552148313,7.06900559972288,6.4869392468279
"26","XM_022430617.1",6.54314323140299,7.29181654417544,6.85879561957583,7.15535394042556,6.30521155676547,7.70256144683147,6.54858806714086,7.45452163807519,6.91168701168483,7.60347757534741,7.17359314027091,7.23124673701074,7.29395206249262,7.41408943872792,6.4523200932171,5.93068476729867,6.99862041175816,7.66880420572425,6.700501333806,6.47003196894911,6.73668759048205,6.61852871882111
"27","XM_022430638.1",7.7456666761613,7.69278291259162,7.74748067708378,7.81843918947159,7.77619824406922,7.63376188052709,7.83960149678346,7.77964509949041,7.85158252554036,7.76450788523103,7.78720493022693,7.80194739663793,7.5688478745686,7.71803453217685,7.95978121805868,8.09179319100255,7.50281664994957,7.7387859357135,7.71611981283063,7.82906319544108,7.71299150024701,7.73104207877729
"28","XM_022430641.1",6.60848776133397,6.56940865756368,6.55058283158939,6.70353804473075,6.35583356076813,6.46364956454782,6.67837436131563,6.56446920441538,6.5447904017226,6.51726785804338,6.56830344428649,6.35328585426994,6.43797784864523,6.48346148992298,6.98759119804404,6.62335749538929,6.77118946332843,6.57674737750648,6.49503545243786,6.546495647202,6.63336664320634,6.95544820636812
"29","XM_022430644.1",4.64419716649131,4.64880766005105,6.05712616268741,5.64504483645784,6.0017015979901,4.62270023642871,6.31499562229277,6.10056567601262,4.65871867877849,4.63456386182165,4.64869184480237,4.65169515099832,5.94188209587844,4.63553997670428,6.09218091441223,5.51029831746798,6.16396691886175,6.01709274839867,5.66690232279399,5.60756642556388,6.10137627982916,6.035063281916
"30","XM_022430648.1",5.20131822027566,5.15338526054056,5.06274307513761,5.16012488380094,5.14566269628652,5.21009335680378,5.20082408147741,5.20413857362512,5.17746974662436,5.1027245423386,4.96719796512299,5.22190195077684,5.1415586534674,5.0791974333966,5.16308012107239,5.16497401162084,5.13148606262099,5.13196281380573,5.19379515897175,5.22272090963705,5.1094524828258,5.13572526473605
"31","XM_022430667.1",3.50710209968238,3.50729651249001,3.61240600603837,3.50694716423058,3.60003554254067,3.57559888965872,3.73970420975116,3.67297685683324,3.63596437714234,3.61346079916074,3.63276870731379,3.71256689383778,3.68029889582147,3.6946966624924,3.57975962167569,3.5063682647482,3.69660314190787,3.50683363153176,3.61655861961999,3.6317012864256,3.7026203432731,3.50568015903639
"32","XM_022430678.1",7.53888937881279,7.5071660023645,7.52641514216949,7.39487798244808,7.80760966826023,7.42306797397336,7.34600719463757,7.52932660969534,7.64478586955662,7.53136633518577,7.42995875513298,7.37718929327712,7.2974522030709,7.26778866063621,7.14891664750612,7.66591072442014,7.63111073165628,7.5969613624891,7.54877470489528,7.54157146353123,7.57770949775826,7.19327290615014
"33","XM_022430681.1",6.85132135193276,6.5811526505455,6.69663972020157,6.74895895693209,6.68999483511144,6.72945199095336,6.70853663864537,6.47391066081464,6.64254750060056,6.70655166438325,6.73361798545145,6.35075388915342,6.50991468847407,6.57758338408945,6.78277561763069,6.75538718446649,6.55679087915987,6.61903924097101,6.77352400232814,6.93501928409604,6.80011700538407,6.76339024881868
"34","XM_022430699.1",3.83207809180149,3.84769306515654,3.80397701379979,3.79999297243709,3.83068283547801,3.8122828392635,3.9865372224014,3.85456908640945,3.83996380714118,3.79431438056147,3.72284894536315,3.72299526754346,3.85313986801503,3.91673757328089,3.78757738836549,3.92853955030463,3.8257644039486,3.72232535458451,3.91339788189864,3.96749320817994,3.88584841876775,3.94559815898096
"35","XM_022430727.1",6.21364372763821,6.33586822816394,6.21277190627456,6.35621042346861,6.04670598487554,6.43016556782837,6.2949719012564,6.36266781082921,5.88168826535875,6.14949609043091,6.09623221547008,5.74978311636281,5.98911705550601,6.08009313204647,6.06804300429583,5.95616204341185,5.82701233887166,6.06109046463746,6.17328994989755,5.6106040098238,6.09784929425088,6.13605922895622
"36","XM_022430734.1",6.53123425701374,6.40648379926771,6.52781028295873,6.47049414107811,6.33877972518722,6.45357667938138,6.27979713791679,6.36652267760085,5.9167480066776,6.56889579510456,6.40548059469042,6.25315608460322,6.42574215858163,6.55704895678668,6.44757625470634,6.12885516021903,6.42381667061815,6.48576312292771,6.34300816149969,6.58053170552496,6.61243790654611,6.35439137835088
"37","XM_022430738.1",5.95791610885737,4.19687756509918,6.42158523469525,4.17864472002498,6.83808498284242,4.13826282930698,4.15708067171088,6.4839173951509,4.21805774660826,4.16543885278422,4.19662681537945,5.98182805075103,6.36286286564998,4.16763329203671,5.96248853443344,5.79969146968636,6.83961072240405,4.17253287769637,6.54118492090632,4.16796366586641,6.28143079238347,6.34056697562138
"38","XM_022430762.1",6.9862669100541,6.90212187431872,7.00035935205729,6.89543790132713,6.90491280757352,6.86236469406102,6.90902569591594,6.88539161310528,7.02324748180477,6.89619403671065,7.07544933803418,7.07690869802789,6.97138146284742,6.97455833009721,7.10524198486154,6.91048283229626,7.1012775220813,6.8875643054164,7.12378975719233,6.77197794788204,6.7983396913645,6.85277964718629
"39","XM_022430770.1",6.58042815083891,6.57036688308979,6.11732915307828,5.01224141174073,4.41841690881187,4.84630891988576,5.9718667557443,6.35426580494872,6.32145413058046,7.13464671559924,7.47517028821424,7.43727904403664,7.57744326311616,6.87255832249877,7.81716246849427,8.31306496923829,7.94361651673284,6.98534904024701,7.11055575064774,8.15237468828511,7.42081298527372,7.93615117985227
"40","XM_022430772.1",8.52320898166698,8.4978803647597,8.54838291587515,8.61498690113411,8.50411852195961,8.38972797580917,8.14407435148748,8.45171277094293,8.40751997630681,8.49830802379029,8.46629536727045,8.55138650457838,8.41042398310759,8.57380501554174,8.55587600348027,8.32654110485749,8.73928138480781,8.46630548327519,8.4136411437377,8.25352086074089,8.3731195242587,8.03380018198902
"41","XM_022430777.1",9.07468054901745,9.19658319835231,9.3295517027088,8.8038561204485,9.2766541852768,9.26677958436785,8.9908048843721,9.2986752136474,9.56174828755444,9.3189412687373,9.43006027989401,9.48464527276437,9.5653493572537,9.63675419951881,9.32533021556074,9.64943524385369,9.46400115527965,9.49219305328882,9.53009331432772,9.42361824600976,9.84870941315788,8.92641730155459
"42","XM_022430793.1",6.58402853628787,6.99856097991864,5.91102227733125,5.68444462833667,4.46608708504984,5.60184209899387,6.37264064144232,6.9325299498933,6.79188322784595,7.36087567655997,7.78799850115932,7.70826971585103,7.76530174669958,7.45789517681755,7.90633537780297,8.29523793053045,8.05633386268245,7.61407096753825,7.57550700402105,8.31546941355802,7.98925327572795,7.86474768628272
"43","XM_022430808.1",6.50600563217432,5.87964178440897,6.41386611224105,6.56871648192202,6.35157468994112,6.54218669675768,6.54120438637493,6.63994098111879,6.62846797511805,6.58890227836439,6.55776157153206,6.52613291018462,6.3474350462156,6.43958934570676,6.72743507019663,6.45049296297455,6.68766562403193,6.58241396261587,6.28863027890588,6.76592006769669,6.61596096639561,6.44055238890967
"44","XM_022430814.1",5.62832968873566,5.6456844905172,5.53302341585278,5.65629276555632,5.30057392903289,5.55793913285135,5.55785364626129,5.46311377488137,5.27224822912944,5.44930933731326,5.47776828112805,5.54523130724425,5.52749769908766,5.69333367244557,5.70174434811975,5.25132127277085,5.47923695586044,5.47499849380224,5.49273281668575,5.65742113090177,5.52103881871632,5.61847616947958
"45","XM_022430858.1",7.79737947865564,7.89248182407087,7.88352406838922,7.87097511722136,7.90918058260397,7.60509905428194,7.61813373468271,7.89731392046614,8.01715667846623,8.2292936241692,8.05757794897642,7.88988238631192,7.72189580205316,7.93099210901165,8.36630698842786,8.57441464464817,8.16076458904751,7.8370702791105,8.21201870280833,7.89113644435403,8.16156074520489,8.27788994112647
"46","XM_022430865.1",6.8201594321709,7.45771651601836,7.5993742900303,7.49009319922278,7.41479885954533,7.33033625900367,6.45480574853225,7.58507098520686,7.47806728791088,7.46210886346891,6.69613020439466,7.51749868879185,7.47041723321923,7.49625777677109,7.65968488668207,7.36539777326942,7.40388250221406,7.36875752970999,7.43609816377379,4.56559896606257,7.2781700172513,7.03179576226992
"47","XM_022430889.1",4.690195275684,5.28024226483934,4.98077151449335,5.22176257459701,5.39642056527767,5.31987460483365,4.68708978157144,5.30310218984948,5.0389540454872,5.14246931314227,4.69126297573814,5.07572296384265,5.26661584168972,5.2742227140192,4.96822824206907,5.01927012767071,5.0661360549221,5.16594798614334,5.14995934588759,5.33916572112777,5.42979794685467,4.68207342494471
"48","XM_022430893.1",7.93712579288408,7.98840542935452,7.8525327250964,8.29048517695857,8.09031107111387,7.73355965853466,8.04172410075903,8.07086102943545,8.07140912478353,7.9476090511639,8.0323291766765,7.98915918675219,7.83983190362174,7.8498998655085,8.21665144573025,8.17169976047502,8.26614717602766,7.88169404044525,8.09687088424446,7.63792439526738,8.03946140197922,8.01600990270819
"49","XM_022430901.1",5.0357001470914,4.98468035566073,4.93282160870768,4.99655816939322,4.78318331353082,4.71284802949607,5.0371207392719,4.76673671620484,4.85902411336256,4.88354889905169,4.98426983269866,5.01324892666567,5.0074808539771,4.86903234792303,4.73404917466989,4.74643630967736,4.89912147616727,4.98577483832894,4.96649981286716,5.00080826443222,4.92713395973565,4.86761603585431
"50","XM_022430906.1",3.77441012399855,3.77464146947364,3.77362523846184,3.77422575428262,3.99246254268986,4.21436839682983,3.7737582857531,4.06692199682489,3.77514916522742,4.01707401240064,3.77463562085792,3.77478791056278,3.97368151294803,3.77398385061594,4.02199969884644,3.98096769178871,4.11869560662445,3.99677684324674,4.00036367468493,3.77399101044912,3.95386412571073,4.09075873852152
"51","XM_022430907.1",6.17123148547665,6.24465735928694,6.1632030496087,6.29653121064298,5.88403184818972,6.36933860613828,6.11522556528064,6.05579298447488,6.13036147748139,6.24490001092638,6.24375604424656,6.15819112138854,6.24497869400106,6.17227506668838,6.02432848909239,6.03200999641217,6.02232126669277,5.99156826831785,6.04580647412819,6.13895808690144,5.98119248479284,6.20287084812928
"52","XM_022430917.1",4.68088250685454,5.13596632708959,4.88440025725126,5.17596399652628,5.09840658142823,5.13028691566187,5.15186524581348,5.13828108029549,4.68371872110838,5.13244938208237,4.92792844257908,4.95948492394157,4.91520690678679,5.17514353133336,5.22318262786469,5.31423914859238,4.87227909991306,4.9103156068431,5.11553526473124,5.13770216163821,5.16594579715892,5.22232027042212
"53","XM_022430920.1",5.91054344401463,5.50670594058053,5.89790127838442,4.79790179592057,6.04502772820518,4.78485346480779,4.79082865845836,5.97622202584073,5.53504758289143,5.43429700496971,4.80398724369666,5.94312247168455,5.98883914051847,5.41600965571709,5.98315860584214,5.88077127978823,6.05166980473736,5.45369243794201,6.05486360358175,4.7943679563765,5.89259822996333,5.3107229357478
"54","XM_022430932.1",6.24188380311971,6.80873516387041,6.02690389502654,6.68605845534121,6.5306872846677,6.07156108078241,6.42418034564708,5.9059286091177,6.48143291543685,6.73972404722313,6.81593717850316,7.24400982248822,6.60506910863801,6.9997101108814,6.82495426688581,7.10946016962409,7.04766430925012,6.26917594783749,7.25583990846443,6.72986054058448,6.26121813805008,5.82899492932752
"55","XM_022430961.1",7.57739112331101,7.80115933238655,7.62473613800737,8.01536043543942,7.66783346809999,8.16587564829244,8.16950602537223,8.06510809339571,7.83203044005688,7.96477161085019,7.7515877047744,8.04362532631583,7.99037666271889,8.04205053652823,8.04425105865104,7.50893062298691,8.12022955484574,8.01974726706214,7.74028124896832,7.72293222409087,7.94741358517033,7.87342269781742
"56","XM_022430979.1",4.50924430209963,4.50987677622389,4.70251790335512,4.71402289359734,4.97827807151317,4.72076871381328,4.75294821270893,4.87137784581512,4.75670532758329,4.9782045622771,4.80565280654407,4.74026863178958,4.75411456046549,5.02259971073951,4.69726441312462,4.50684808164145,5.00937806100189,4.95083245486926,4.76164806929769,4.78476036508316,4.86298402095242,4.93858798853518
"57","XM_022431025.1",5.22003282391403,4.67919874627247,5.27596916081401,5.0321217116647,5.097821021911,5.230385148947,5.15389994881839,5.21867759972342,4.68138546530218,5.01963952398139,4.9849109510105,4.67983091160811,4.95145107041675,5.29412802684296,5.25382654107673,5.15179082187199,5.04195536138987,4.95125188321749,5.23370108633595,5.19359981458457,5.17807938525322,5.33218379648619
"58","XM_022431042.1",4.55340903455288,4.55435831731502,4.55016751658593,4.83912706618436,4.88441987966701,5.14926687931634,4.55071928528413,5.0255364334696,4.55643189020737,5.16452250481411,5.26674054103693,5.23008443488091,4.84893524396645,5.1127985894097,5.19778738742218,5.28597988130162,4.78768942751847,5.08610347935426,5.17653272506164,4.83464203473087,4.80444836276941,4.54637965046547
"59","XM_022431088.1",4.88065714270503,4.88566802791018,4.82526897809124,4.54292248148233,4.54113942193415,4.82306984496373,4.87918594183499,5.03445035161943,4.54630568399515,5.06204924781529,4.54442836710166,4.5449861733009,5.03042216313962,4.9149297195758,5.1268336514841,5.09040730220502,5.28737212828081,5.1075633377105,4.83526225946293,5.12459136632223,5.03057548971479,5.14715100250678
"60","XM_022431103.1",8.1523396844572,7.24995483168394,8.16028640817278,8.14363131165891,8.01215114384429,7.89201915452375,3.98434238360416,7.94325997864946,4.19782879207244,8.00897114454215,4.12652165643739,4.14845334554039,7.96609944990093,7.85551923175432,8.1859315299319,3.94326033914079,8.04509119310327,8.00029536575931,7.03310969707115,4.0250233536465,8.06506541216077,3.76554031064535
"61","XM_022431107.1",7.31323859022775,7.2522922173518,7.36394065703808,7.3070872922885,7.33879227105477,7.1114089605538,6.65440055715892,7.28641690349507,7.2246121460995,7.66255865950202,7.25092329164317,7.27049061881934,7.14707034884416,7.25567811596018,7.51037640972581,7.29298413566823,7.75132883579382,7.22421688682631,7.33905450637461,7.18354525722304,7.32690925480747,5.92443709738532
"62","XM_022431156.1",8.85025901181935,8.71379848730608,8.72922601132024,8.63783823281534,8.87690998415466,8.71290329827061,8.08027461326813,8.51935454606536,8.74476812298821,8.4691382313827,8.32741340070119,8.53363928381597,8.32042954473407,8.25188111844085,7.59005178259012,7.92428910236598,7.80391084583862,8.55778812316219,8.84030246891578,8.04153485542042,8.03908854104792,7.70368473113575
"63","XM_022431171.1",6.68461884916243,6.54298214147656,6.67515075762083,6.89837452751028,6.84977003477693,6.64390304613391,6.77319888923174,6.4884706543562,6.63543715375449,6.98550969790647,6.1190437746714,6.57048456638875,6.50795940210281,6.39918897390526,6.8916644686796,6.2980564089296,7.04189661460973,6.6596107940867,6.53237521058818,6.77195401803977,6.78016646753486,7.07720868130274
"64","XM_022431186.1",3.88232939483957,4.04606160088605,4.02574818592518,4.13334069169271,4.1276960053496,3.88102045614733,4.08510891293184,4.12808836173334,3.88325845702434,4.07073265879568,3.88261301520254,4.02024880470308,3.88121240281243,4.02297245878453,4.19045861331504,4.04460189420127,4.21344969734138,3.88192735900541,4.00685370972002,4.13538086668767,4.10507653208025,4.24012737139407
"65","XM_022431214.1",8.20802269968577,8.14234310710986,8.34171311232672,8.30106533564545,8.14770633561699,8.20492123287059,7.80431197383519,7.96810438502661,8.12978401572312,8.23909391498818,8.38913997375296,8.18495859805557,8.14790105012434,8.26466161291081,8.40821406617964,8.37576050775798,8.18480135990406,8.11165440150144,8.37289169795508,7.8570218437186,8.13944769443167,7.75714680806018
"66","XM_022431225.1",6.65326531645325,6.2176296685336,6.64725015752806,6.80411438082367,5.93247761719066,6.88906160088862,6.53625507166636,6.8195457282242,6.13948192259983,6.78880387746427,6.82005781983963,6.80832058794973,6.74616774310223,6.81414696430562,6.96831247942177,6.57169355978315,6.64309122651079,6.83203514686552,6.73962355375384,6.80172236120193,6.80566020064487,6.47566442929875
"67","XM_022431230.1",8.93429699900913,8.88803892321945,8.89209773482347,8.84196303360132,8.97908225019077,8.77379815313265,8.93399296812322,8.92682304735679,8.95101104734521,9.03325106315798,8.82041999022623,8.88597099223456,8.58264457836363,8.85885527328905,8.7841217986656,8.89756468678429,8.74204762854701,9.0474569555562,8.90157581106715,8.88126276413793,9.01672360344473,9.0531398384085
"68","XM_022431236.1",7.94569837921319,8.47549053984701,8.34764043372617,8.13864804346897,8.26999114146831,8.41002354545994,8.7945479900379,8.59981388052255,8.82645467722418,8.06924631727729,8.4060882307113,8.22141294150109,8.2984107422779,8.53716631358138,9.36975433264699,9.70145181339686,8.82804999912885,8.62266641381546,9.08854076496723,8.2711726014484,8.5815314416333,8.55758397128507
"69","XM_022431241.1",4.13766059400072,4.1381065351852,4.13614390338837,4.13730484442715,4.43383725296044,4.56362948021752,4.4197336385634,4.41124063507485,4.13908342138246,4.42397682619425,4.48721755315698,4.5909343129076,4.71418451361617,4.48194087001179,4.13539514528005,4.1359727739592,4.39234026745876,4.41749524282619,4.13641048929547,4.13685143351344,4.33797315551423,4.63464790884933
"70","XM_022431246.1",5.33989596963965,5.38943719343755,5.27600213888015,5.34202037900811,5.27876445538192,5.41787759865956,5.28023107095466,5.25505040650682,5.31401708794803,5.34073814280245,5.09304359851066,5.16745900056101,5.214718846172,5.31035907721191,5.26050536218882,5.44616985982206,5.27987125809601,5.38180504192757,5.30647229929889,5.63556372754784,5.37347356418137,5.49542794733314
"71","XM_022431266.1",4.30488194032182,4.60260037882767,4.48427190828592,4.39052436149262,4.63912881236408,4.12942811700776,4.12998978537687,4.12863164460616,4.13200364247967,4.3887168079494,4.13126043721992,4.13148087550253,4.29932446544368,4.13031658944658,4.27859612991638,4.3073438106772,4.48620274228602,4.5407658514574,4.12999658532241,4.54439883506228,4.63036409037596,4.22989325640652
"72","XM_022431293.1",5.50876192843213,5.52360794216742,5.43783803203294,5.56400851255149,5.59792541909502,5.41457099094802,5.14940307869024,5.44971857050351,4.92113385336821,5.4740030298386,5.52301443983192,5.47009952736404,5.2271028102315,5.3262906226511,5.29800183153866,5.4425755032685,5.47040175127311,5.44850144386606,5.56627571303381,5.35606192043338,5.35951532322537,5.37369416156548
"73","XM_022431309.1",7.06389863613187,7.05710254283547,6.73149613458769,6.98570609141343,6.72244620853192,6.9888935029454,6.65957311407967,6.82756561239574,6.71829813352572,6.85696595401617,7.00226557270872,6.84535045489284,6.7567808344934,6.89842166245907,6.86132424596371,6.84525427401016,6.63076075306181,6.81591167313228,6.82057626620105,7.35522516367321,6.72249344807602,6.25857384291076
