"","TranscriptID","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","B9.larva","B10.larva","B11.larva","C1.larva","C2.larva","C3.larva","C4.larva","C5.larva","C7.larva","C8.larva","C9.larva","C10.larva","C11.larva"
"1","XM_022430390.1",5.11923738106994,4.44036353931979,5.35370706785622,5.39718769920173,5.37878615059557,5.40365177590133,4.43554010241508,4.987352984667,4.44310075405196,5.09551536066796,4.44033185757502,4.44115569178891,5.33626648861862,5.05246773029429,4.4326656769332,4.43431825954946,4.43455541425021,5.06506448145965,4.43556594353738,4.43681885008992,5.1515931999692,5.19035943827559
"2","XM_022430391.1",6.01104902798134,5.87200388253071,5.81109983759772,6.16184489256339,6.21931627367674,6.29853629204497,5.5434804305895,5.45689828686381,5.62506866857044,4.85418013388305,4.44644070559927,4.77468863770469,4.42774958758264,4.80126574206615,4.42279196151281,4.42798907745581,4.42873026460552,5.35229641509014,5.22308529679021,4.43574724015471,4.41488781619804,4.41349553152519
"3","XM_022430394.1",9.59578777804994,9.69880895931119,9.52765155475585,9.51783905790992,9.88800194773343,9.41618382977316,9.89939816463354,9.81962019627299,10.0673901852178,9.61420653157644,9.60160989244137,9.6255377721839,9.58849154264254,9.41323342412332,9.53741324616107,10.3224115470324,9.53928980435871,9.4964028392487,9.86659314398757,9.76783268657421,9.85681682358372,9.66704802176174
"4","XM_022430415.1",7.24040191052596,7.28122324900838,7.36182150943487,6.91567350123124,7.58444296393055,6.68782988131314,7.14463833741931,7.68706033697452,7.42598215702455,7.22937551569522,7.21690893813858,7.54436287717039,7.56549209975816,7.45088168202252,7.30420435241002,7.79501913089375,7.50557983523972,7.00721656480868,7.48819508809,6.98083506990974,7.44477673721714,6.95320365138313
"5","XM_022430418.1",6.24808178963171,6.39965960280376,6.26682292127269,6.52449552336202,6.22207905647969,6.44610405889947,6.02346800761143,6.3223960127291,6.26231014664866,6.35079841168303,6.2939305157561,6.32725382388521,6.17060651421817,6.15707223700863,6.04039918850107,5.93486815170774,5.98200196166438,6.30357602145402,5.94273450710862,5.70340990924001,5.94335679878351,6.07341286652173
"6","XM_022430428.1",4.81186616071508,4.80473561324339,4.76517043696766,4.74269733477815,4.85361617964199,4.80266735210713,4.96359127587495,4.73446718224061,4.79736674673507,4.92268363271899,4.53733332282112,5.03380328955651,4.93402295337184,4.7594340462756,4.53337196073481,4.95489630127609,4.81044014742632,4.74599888195305,5.05413068884114,4.96433841928322,4.96425859263931,4.92945874996843
"7","XM_022430438.1",3.70166322477834,3.52967839863611,3.52882120343195,3.52932773194362,3.68336366757186,3.52860654854583,3.69136096312214,3.64473583443902,3.53010667043772,3.52908369944024,3.52967346508746,3.52980192854912,3.71511863208298,3.82644632087973,3.80284439016438,3.76681917515661,3.66953376573569,3.52921377257422,3.52893738338858,3.66968253660866,3.772766197225,3.83162561374329
"8","XM_022430449.1",12.8126866568213,12.754871428364,12.6497836592012,12.7749341204691,12.6892534043788,12.6930441537962,12.7505240993897,12.5549398562487,12.5669449463492,13.0234516305601,12.863955785665,12.8459526408816,12.7550864287993,12.8741429294313,13.0616408450527,12.9195755015777,13.0201762630809,12.9047484783187,12.7795360988771,12.8106677177472,12.9209979139894,13.1924955885509
"9","XM_022430453.1",9.21502303261015,9.01878131398678,9.14016606763469,9.10797448814444,9.3543752857589,8.93920568192916,9.420420393551,9.23389899332173,9.06120211547493,8.92885066392328,9.09395713613351,9.22253005360939,9.09530522140751,8.99697591432169,9.16204602546956,9.08894255723493,9.29630902217058,9.02399365054741,9.21498643321958,8.91177410428489,9.13179131825485,9.05262300367981
"10","XM_022430465.1",8.11161348659921,7.99865165964971,8.47948534691639,8.1835781190557,8.2552462376007,8.26702300091236,8.03166822487705,8.24461214988359,8.0140782381103,8.16728588462807,8.05349740423107,8.4049027488746,8.54168349592829,8.49916246341487,7.92366160624559,7.74526705937629,8.20006410778245,8.00171407429236,8.01683070071703,7.93933169046249,8.34408338738547,7.27529473746925
"11","XM_022430478.1",6.25661561681311,5.84808873419503,6.05976027704326,6.1073816993334,6.20986276522366,6.12666624830172,6.1622054036797,6.09995823846463,5.02680481195984,6.17300677233078,6.20030841106489,5.01907095242434,5.93157395845933,5.61418143733153,6.17617352639053,5.52877764806981,6.32504266072473,6.11940587465293,5.96541559227058,6.22106558499757,6.05777147104858,6.22172448611835
"12","XM_022430479.1",5.34206974939791,5.31906909608693,5.47148578863762,4.91427772543714,5.68142098571999,5.29260345608719,5.68372384797709,5.42651389099638,4.92340221392444,5.92437596992857,5.78900054547947,5.67886734891331,5.58663698645721,5.79190873663606,5.602950247319,5.83735691967347,5.57874057674501,5.69134123699602,4.90961623279067,5.77105724371263,5.60959461386304,5.75701318732548
"13","XM_022430481.1",6.28443076298567,6.34392553995366,6.85153966214195,7.08766028156261,6.19759672495881,6.62033249915225,6.97756242188392,6.87940953288659,4.7251502435826,6.87138040912735,4.68764561894163,4.69904558786762,6.8407403030498,6.25400225735694,7.09143066365357,7.00728795444739,7.15240926892991,7.01215283783252,6.94400231989985,6.92447175662409,6.78410483462548,7.27106246417343
"14","XM_022430482.1",4.49751260025841,4.27261782139176,4.42603850962243,4.52379363454132,4.2708799262839,4.63113208277146,4.62773796343161,4.52935881032018,4.27359683166697,4.5926325832495,4.50839146002798,4.27290041815721,4.48371555379109,4.70666492013121,4.45288791903979,4.56291465588871,4.48702498528744,4.49923061366379,4.60779432869659,4.63991798743557,4.43385726633071,4.59214134506694
"15","XM_022430522.1",7.54310519294988,7.55627298563693,7.54513098145202,7.494228475675,7.35583411827359,7.59089569429376,7.65671132286422,7.44900593205205,7.49500902796366,7.59852387227103,7.66837909513337,7.44325326947126,7.29325368783902,7.55189991275164,7.91097261660445,7.4426795386346,7.79906396824067,7.46963404543598,7.32382639652194,7.7218750881076,7.57354650141531,8.06355224060205
"16","XM_022430529.1",8.54766987614949,8.74599001132572,8.57059902490784,8.7508932129587,8.71600933916212,8.89965500226369,8.43150365243328,8.46121884552962,8.394630182047,8.38866508113202,8.38028554410718,8.33575246403286,8.21245053040819,8.44042857034852,8.27247692571076,8.18559867721321,8.09612174471084,8.65132184251194,8.31876092143535,8.46553308631717,8.20955839019778,8.37516933705911
