"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg00190","Oxidative phosphorylation","8/104","84/4431",0.000700245318428245,0.0483169269715489,0.0449631204464452,"105341248/105319696/105338659/105333576/105318218/105336770/105333395/105318342",8,"8 of 104",0.0952380952380952
