Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24
133.795963,145.9079848,139.0464867,111.7645625,86.38941472,90.18001415,86.82367392,82.5962686,NA,95.03242893,123.6135074,85.42818396,87.26734823,102.4720525,101.5438762,80.90740025,82.38174804,85.17472217,138.4567364,92.48106655,90.85380622,105.2834703,95.32733681,82.87320634
143.671987,132.9903722,143.0436603,89.86139626,111.5692818,119.2843008,83.28852568,87.61331877,,101.4211406,117.4150193,132.9687966,98.69106588,116.0728739,79.50787624,89.1770811,93.31553438,99.78355641,124.4328689,87.82115238,93.98972125,88.59384564,128.802036,86.35576212
151.8773996,138.1774973,156.0905419,111.5430306,76.2749645,86.99347038,86.78766393,80.79646919,,85.4630101,113.7300447,98.52492157,94.53484993,124.8931623,113.7534083,102.8365335,79.03552897,84.37442547,111.0345817,90.79155223,94.74368064,84.00887192,116.9390531,97.46893327
146.2644689,119.0810184,127.7749844,114.9561931,82.38768448,122.4124261,80.55290559,85.60174284,,92.94699949,87.99128738,118.0716271,88.95582055,118.3378346,93.70050956,84.8689803,81.82135447,98.12564812,94.22028307,84.12009199,99.75309622,106.8117509,92.39316226,108.31273
143.4456213,137.0418636,124.031465,111.1272819,127.6932295,115.5243376,80.49635096,78.32005154,,80.86609839,105.2383892,122.0293895,97.9235042,118.5932381,106.196558,92.32918484,81.55952279,86.1795977,131.5010103,74.90974354,87.12436721,116.3011899,105.0950652,95.81989294
118.8500698,143.2078784,137.8308396,125.3238039,82.10813646,108.4524146,81.17445788,84.74804892,,93.12230533,94.99460684,98.27532241,97.14330944,115.622448,92.01820551,83.56441905,90.38043776,86.33414551,133.9742091,87.90463092,98.07697281,100.3327062,89.75526288,84.37702313
136.7743505,150.2931246,133.5836946,83.99465225,93.66225448,113.5890158,99.97378768,108.8873448,,97.75785086,99.97755774,85.61643584,103.5224423,110.8726614,101.7824014,97.44345015,91.94679493,102.7143588,95.26323734,82.74721467,100.3165836,105.985522,117.0140789,105.6008405
184.4271909,140.4104375,130.2170079,105.1541534,85.43441435,128.0284553,89.142574,92.77720193,,105.8855119,108.7401967,119.6921715,93.09359716,128.1973105,96.14091382,94.31302051,82.00446741,92.71207188,129.6855814,85.53910969,112.2552661,97.95208386,95.0580319,90.50503527
160.8788872,141.9355921,140.5271291,132.194898,110.0777247,144.3894927,79.20062548,77.47585578,,81.45492271,108.6539681,82.15916835,113.086006,109.4339926,87.03957299,93.19710101,83.73075073,89.071023,130.5784853,83.12670373,89.04246392,83.16597368,132.8434743,92.16384495
140.6159339,140.1178619,149.8171834,110.8207255,89.28988986,91.37686245,89.1371424,117.5785827,,81.47274837,114.6418696,134.1316344,93.00596273,121.1109145,97.72828309,78.04706384,94.72053456,104.9000595,136.5418509,90.33728458,111.2036394,118.4669206,126.5080646,115.4035555
