Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24
73.84489153,77.01520724,81.00786012,75.18965457,78.13577189,71.12544824,72.69559087,73.44692052,70.42025634,69.77426268,77.66574271,81.27563858,72.52475763,74.33582153,69.4977589,69.14806674,65.90004091,67.2894336,71.29525655,73.78291302,74.24538826,74.07491021,70.07128108,70.55689136
73.99001662,76.36686308,78.48986634,74.73245556,71.5816332,72.45597255,68.12380787,74.76664104,64.78033076,71.81068746,76.6775819,77.076194,72.216214,77.78990362,69.19860407,63.33441733,73.27051983,66.73719211,63.5100821,73.99241177,73.99557443,73.86606378,76.8586679,72.58932868
82.4374387,78.22855941,73.92515476,77.81702699,75.89875105,76.35201787,69.07143852,72.45152583,68.18985458,74.3815489,73.63784404,71.25794126,69.29516685,70.04232631,72.06277266,67.64890346,69.24026668,67.25970478,71.79268978,67.13217103,73.48427039,73.55024144,73.37391005,70.75390365
77.50583149,79.79181163,76.37780812,71.01551842,74.64176948,73.74914955,66.3615344,68.38130769,69.35254277,74.42400301,68.67371658,73.91589225,72.24727836,68.10616906,72.8694308,70.37311194,68.06852933,66.30894556,74.63386936,77.62342038,69.99356756,73.74286502,69.48379499,68.26637081
78.59230043,76.91991478,75.0249606,74.17648677,73.76163308,69.1813401,70.72081549,76.60174979,67.2297988,77.83436289,74.6956063,77.89311048,71.99702392,72.18162388,67.76381833,68.47007796,68.33741556,64.1961462,73.03357436,71.59697625,74.21155952,73.46218342,70.22503922,72.49134316
70.69014327,80.47357283,76.97019792,74.86002074,76.02404446,75.66901734,67.21617896,71.15276278,65.2252375,79.67387681,72.98724123,69.61873895,66.40870064,69.77109545,68.302592,62.44344234,66.54210297,67.83674888,72.3480839,78.78005112,71.01142261,77.93973698,70.36581911,66.93594223
74.20141371,75.05002468,83.64533158,70.91935612,79.54968685,67.92697452,71.15165026,64.81632136,67.39981458,77.8951159,74.53132618,75.60095663,71.5536588,77.82483833,71.31870601,67.74843592,67.26125639,65.41670673,71.26049524,72.18335936,71.02915102,70.34929549,69.77376432,71.40856955
70.92267543,81.91692823,69.35726355,65.23368013,73.95415917,75.48451823,68.68095876,73.87257198,68.22117641,71.06091451,86.21446914,74.89947428,71.62506851,71.53100593,73.59708992,69.02449204,71.50813369,65.04649454,77.05759144,71.10289751,73.89247737,74.3867765,70.30735691,69.49397212
73.64726643,77.67066504,88.09201674,73.44560396,70.88448243,76.19870851,72.20654116,68.03895025,66.90130206,79.46892219,73.43603457,76.82277531,71.17461774,79.94600937,69.39315646,66.03343487,68.17731047,58.30388985,71.39669893,69.17128833,73.60813767,74.30686991,70.21013371,70.27543419
76.17447357,74.77153812,76.53545507,71.48189793,71.03713125,76.790877,71.04653991,72.55338556,70.42892345,73.98970438,75.72119143,71.06747948,68.6243527,73.07028867,69.85472337,69.37646619,65.33298578,65.22434677,73.86043755,71.30112521,72.66126523,73.2878918,75.27941878,73.97433773
78.8971198,75.94990231,72.76809264,67.23075518,68.81025798,70.92267543,63.50431898,71.73236144,66.39350814,77.11453225,77.95197333,74.07194536,69.83982701,74.69227105,68.97869416,63.38113797,67.71078316,62.51125316,67.15838407,73.45413476,69.78535212,72.23050563,74.38773079,70.50209447
77.98697938,74.46669342,74.64915709,75.05117178,73.7441422,73.0599449,72.63594741,72.50154415,70.77982558,75.27804085,73.53350478,79.00045189,67.24160398,79.12648181,67.94942587,66.8067212,67.9463793,65.19779942,67.82602962,68.42529152,70.89906287,69.59552884,72.30286291,74.73374543
72.80847597,68.42008716,79.17340782,72.74073058,77.02135578,75.93980368,68.43926141,72.87693573,70.04110979,69.96800004,71.81578345,79.23274036,71.21651724,76.13730279,72.19917684,70.62370134,63.21122052,64.09559775,76.36313715,71.46181826,75.31379152,68.90591197,72.14915886,73.49131696
80.33956018,74.52718699,75.52810148,73.11317068,74.73070203,70.49966841,62.71824454,71.09633736,69.27549048,77.00507938,74.95002291,74.29701622,73.6204486,70.35837379,69.79258236,68.08438405,67.23302308,70.31670512,67.43311402,72.51512542,76.25721809,71.24841543,70.3162867,73.09582505
78.52178945,80.08635723,74.82917039,69.68317015,75.16265127,70.59214533,67.42315822,66.88939065,69.20452661,77.21091931,73.94977913,75.92173885,70.81804649,75.75293503,73.38034178,68.71628129,68.40467183,62.78155496,73.05653641,77.27684493,74.28498791,69.61708079,69.36291839,71.43862274
84.34873848,80.15856317,77.09267472,74.60918601,77.18100556,77.18100556,63.74403898,70.58224161,66.00133527,73.64085651,70.00893622,75.55298012,72.34178368,66.88905047,68.37694318,67.99507279,70.35771835,71.00664177,73.02348939,73.15918068,71.53883948,73.02209438,73.22072741,72.59789861
81.37928738,82.56109863,75.37033858,74.29795607,75.72554081,75.00198758,68.17418827,74.40874693,70.28177649,79.62897578,74.19535815,71.21136427,74.8918027,71.78724442,75.00430691,67.92763059,65.12277092,66.93176767,72.1286048,77.09456046,69.91175506,72.64515897,72.52831525,77.5576375
78.01114434,72.1751179,76.29845207,68.5509906,74.28795721,75.42422384,65.69727799,69.33986805,70.33829943,79.62002358,71.10783219,67.11049719,69.94933968,76.54372998,70.48336169,65.13129505,66.00964554,63.45677732,75.40928782,74.79626386,74.94842938,73.50632714,70.76454135,77.17091448
75.4193277,77.60090285,75.9380643,75.7486425,74.73729029,69.86652217,67.20942566,74.38879294,68.47234952,79.07347696,72.06777682,75.31535486,69.35017471,76.1563103,66.16774211,63.88461216,70.67894415,61.47676314,72.82117739,75.26816354,70.52939192,70.753033,74.24996808,70.40566221
81.08228169,72.78649452,73.89558802,68.50268761,78.27685966,76.31331616,66.92446332,67.17984589,67.67433371,73.69891579,71.92811421,75.02448466,75.4708349,70.20118568,65.37859409,67.62256501,64.30741469,68.56377288,75.94008641,67.32204117,70.46731498,73.87814465,70.9875235,76.3164442
76.766829,68.37238312,71.10836253,67.41442839,70.31021815,75.97221504,68.9339154,70.09141832,69.75621782,76.12289854,72.06777682,76.82273995,71.79325164,72.52820078,69.07325438,66.02961953,67.5529565,66.04813637,69.69315587,75.83291866,69.39728083,70.96002567,72.63829468,69.8501465
78.57976977,76.42453075,72.19882314,77.92913804,75.784491,71.26376418,67.67729311,66.4177741,64.16858292,77.04196264,71.92811421,75.94153391,65.81419495,69.48283404,67.03216132,68.82448791,68.43101027,59.72786244,67.87003381,75.33946494,73.41186419,77.23108932,73.53350478,69.88746777
