"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0006464",3,0.000803235476504957,0.999599365415287,33,3119,"cellular protein modification process","BP","red","Day2","protein modification process","XM_022430478.1;XM_022430479.1;XM_022441565.1;XM_022442202.1;XM_022443470.1;XM_022444663.1;XM_022446101.1;XM_022446622.1;XM_022455537.1;XM_022458005.1;XM_022460052.1;XM_022460192.1;XM_022460831.1;XM_022461252.1;XM_022462542.1;XM_022464854.1;XM_022467483.1;XM_022468237.1;XM_022469526.1;XM_022469527.1;XM_022472915.1;XM_022472998.1;XM_022473298.1;XM_022473966.1;XM_022475041.1;XM_022475127.1;XM_022476783.1;XM_022477362.1;XM_022480783.1;XM_022481206.1;XM_022483216.1;XM_022487602.1;XR_002638695.1"
