"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","RNA binding","GO:0003729","GO:0003729;GO:0008135","XM_022432669.1;XM_022457310.1;XM_022457516.1;XM_022460779.1;XM_022462108.1;XM_022462109.1;XM_022462447.1;XM_022463165.1;XM_022467571.1;XM_022468871.1;XM_022469665.1;XM_022478364.1;XM_022483523.1;XM_022487681.1;XM_022488325.1","Day2_turquoise"
"2","structural molecule activity","GO:0003735","GO:0003735","XM_022435058.1;XM_022437880.1;XM_022459439.1;XM_022465374.1;XM_022470085.1;XM_022471018.1;XM_022471432.1;XM_022471636.1;XM_022473388.1;XM_022487467.1;XM_022487843.1;XM_022488227.1;XM_022489355.1","Day2_turquoise"
"3","hydrolase activity","GO:0003924","GO:0003924;GO:0004518;GO:0016887","XM_022433242.1;XM_022433310.1;XM_022437547.1;XM_022440051.1;XM_022440260.1;XM_022442626.1;XM_022444641.1;XM_022448523.1;XM_022452921.1;XM_022457735.1;XM_022457766.1;XM_022462822.1;XM_022464200.1;XM_022467119.1;XM_022470031.1;XM_022470250.1;XM_022472874.1;XM_022476517.1;XM_022477144.1;XM_022477149.1;XM_022477191.1;XM_022477502.1;XM_022477680.1;XM_022477723.1;XM_022477835.1;XM_022479396.1;XM_022479692.1;XM_022479882.1;XM_022482980.1;XM_022482989.1;XM_022486297.1;XM_022487006.1;XM_022487468.1","Day2_turquoise"
"4","translation regulator activity","GO:0008135","GO:0008135","XM_022432669.1;XM_022457310.1;XM_022457516.1;XM_022462108.1;XM_022462109.1;XM_022462447.1;XM_022467571.1;XM_022468871.1;XM_022469665.1;XM_022478364.1;XM_022487681.1;XM_022488325.1","Day2_turquoise"
"5","molecular function regulator","GO:0030234","GO:0030234","XM_022430438.1;XM_022430699.1;XM_022430770.1;XM_022430793.1;XM_022438178.1;XM_022438323.1;XM_022444277.1;XM_022444772.1;XM_022447481.1;XM_022448720.1;XM_022451290.1;XM_022454378.1;XM_022456073.1;XM_022456074.1;XM_022461571.1;XM_022467692.1;XM_022467807.1;XM_022474080.1;XM_022478223.1;XM_022481309.1;XM_022481323.1;XM_022482038.1","Day2_turquoise"
