"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0003924",22,0.0108673093527648,0.996094976239798,10,437,"GTPase activity","MF","brown","Day2","hydrolase activity","XM_022436805.1;XM_022437445.1;XM_022439013.1;XM_022450252.1;XM_022450298.1;XM_022450908.1;XM_022477057.1;XM_022477427.1;XM_022484659.1;XR_002638562.1"
