"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","hydrolase activity","GO:0003924","GO:0003924;GO:0016887","XM_022432764.1;XM_022433243.1;XM_022458068.1;XM_022464036.1;XM_022469089.1;XM_022478079.1;XM_022479284.1;XM_022481741.1;XM_022481857.1;XM_022483279.1;XM_022483423.1;XM_022484787.1;XM_022488232.1;XM_022490405.1","Day2_red"
"2","transferase activity","GO:0016779","GO:0016779","XM_022434903.1;XM_022446252.1;XM_022463552.1;XM_022477768.1;XM_022485706.1","Day2_red"
