5/7/2021/10:06:46 AM	605	1	M600	-0.2	-3.290	0.518	99.92	99.04	99.50	23.24	-0.2	-3.555	0.590	100.18	99.20	99.69	23.24	-0.1	-2.699	0.279	100.22	99.25	99.74	23.24	0.1	-0.230	0.148	100.29	99.64	99.95	23.24	-0.2	-3.451	0.505	100.18	99.09	99.70	23.31	-0.1	-2.625	0.363	100.29	99.43	99.86	23.31	-0.1	-2.235	0.277	100.12	99.41	99.75	23.31	-0.0	-1.487	0.035	100.17	99.49	99.84	23.31	23.24	20.00	0.10	23.31	20.00	0.10
5/7/2021/10:16:46 AM	1205	2	M600	-0.0	-1.461	0.075	99.45	98.75	99.11	23.15	-0.1	-2.654	0.448	99.59	98.79	99.18	23.15	-0.2	-3.195	0.525	99.73	98.75	99.26	23.15	0.0	-0.845	0.000	100.18	99.46	99.83	23.15	-0.0	-1.463	0.069	99.74	98.83	99.29	23.21	-0.2	-3.176	0.542	99.86	98.83	99.34	23.21	-0.1	-1.623	0.153	99.77	99.07	99.43	23.21	-0.0	-1.278	0.044	99.97	99.26	99.59	23.21	23.15	20.00	0.10	23.21	20.00	0.10
5/7/2021/10:26:46 AM	1805	3	M600	-0.2	-0.943	0.612	99.23	98.61	98.89	23.21	-0.3	-2.819	0.824	99.17	98.22	98.68	23.21	-0.3	-2.014	0.675	99.22	98.27	98.75	23.21	-0.1	0.466	0.233	100.10	99.42	99.77	23.21	-0.1	0.382	0.271	99.46	98.87	99.16	23.27	-0.3	-2.291	0.762	99.40	98.49	98.91	23.27	-0.1	0.273	0.363	99.48	98.96	99.23	23.27	-0.1	0.710	0.221	99.75	99.20	99.48	23.27	23.21	20.00	0.10	23.27	20.00	0.10
5/7/2021/10:36:46 AM	2405	4	M600	-0.1	0.384	0.250	99.18	98.45	98.82	23.37	-0.1	0.044	0.374	98.76	98.11	98.44	23.37	-0.2	-1.246	0.562	98.81	97.95	98.49	23.37	-0.0	1.178	0.046	100.36	99.54	99.89	23.37	-0.1	0.731	0.149	99.62	98.94	99.29	23.43	-0.2	-0.963	0.607	98.97	98.34	98.69	23.43	-0.0	1.289	0.062	99.73	99.12	99.41	23.43	-0.0	1.154	0.084	99.97	99.29	99.65	23.43	23.37	20.00	0.10	23.43	20.00	0.10
5/7/2021/10:46:46 AM	3005	5	M600	-0.1	0.346	0.191	99.22	98.55	98.88	23.53	0.0	1.551	0.001	98.89	98.17	98.58	23.53	-0.2	-1.603	0.566	98.59	97.67	98.19	23.53	-0.0	1.429	0.001	100.64	99.66	100.14	23.53	-0.2	-1.777	0.592	99.77	98.84	99.32	23.59	-0.3	-1.836	0.655	98.90	97.99	98.51	23.59	-0.1	-0.252	0.463	99.78	99.19	99.50	23.59	-0.0	1.524	0.000	100.29	99.54	99.87	23.59	23.53	20.00	0.10	23.59	20.00	0.10
5/7/2021/10:56:46 AM	3605	6	M600	0.0	-0.442	0.001	99.16	98.49	98.84	23.59	-0.0	-0.743	0.009	99.08	98.33	98.69	23.59	-0.2	-2.657	0.371	98.44	97.34	97.82	23.59	0.1	1.019	0.235	100.71	99.88	100.35	23.59	-0.0	-0.528	0.002	99.41	98.69	99.05	23.65	-0.2	-2.432	0.410	98.70	97.70	98.19	23.65	-0.0	-0.450	0.000	99.70	99.07	99.39	23.65	0.1	0.552	0.140	100.40	99.62	100.06	23.65	23.59	20.00	0.10	23.65	20.00	0.10
5/7/2021/11:06:46 AM	4205	7	M600	-0.1	-1.803	0.101	99.07	98.23	98.64	23.51	-0.1	-2.337	0.226	98.80	97.92	98.35	23.51	-0.3	-4.403	0.620	97.85	96.59	97.23	23.51	0.0	-0.736	0.011	100.71	99.92	100.34	23.51	-0.1	-2.570	0.238	99.32	98.36	98.82	23.58	-0.2	-3.043	0.411	98.26	97.18	97.71	23.58	0.0	-0.975	0.000	99.58	98.92	99.24	23.58	0.0	-0.515	0.027	100.46	99.61	99.97	23.58	23.51	20.00	0.10	23.58	20.00	0.10
5/7/2021/11:16:46 AM	4805	8	M600	-0.2	-3.393	0.464	98.66	97.71	98.21	23.42	-0.1	-1.784	0.066	98.50	97.53	98.01	23.42	-0.2	-3.816	0.487	97.13	95.86	96.51	23.42	0.0	-0.634	0.033	100.62	99.83	100.22	23.42	-0.2	-3.361	0.378	98.92	97.83	98.40	23.49	-0.2	-3.517	0.502	97.60	96.48	97.09	23.49	-0.1	-2.016	0.133	99.39	98.37	98.96	23.49	NaN	NaN	0.000	107.73	99.62	NaN	23.49	23.42	20.00	0.10	23.49	20.00	0.10
5/7/2021/11:26:46 AM	5405	9	M600	-0.1	-2.131	0.199	98.14	97.28	97.72	23.33	-0.1	-2.422	0.271	98.14	97.24	97.70	23.33	-0.3	-4.625	0.627	96.48	95.05	95.80	23.33	-0.0	-1.048	0.001	100.46	99.56	100.03	23.33	-0.2	-3.268	0.403	98.38	97.33	97.91	23.39	-0.3	-4.441	0.682	97.04	95.72	96.44	23.39	-0.1	-2.011	0.188	99.01	98.22	98.62	23.39	NaN	NaN	0.000	100.30	98.95	NaN	23.39	23.33	20.00	0.10	23.39	20.00	0.10
5/7/2021/11:36:46 AM	6005	10	M600	-0.2	-3.633	0.551	97.74	96.67	97.22	23.25	-0.2	-3.242	0.487	97.71	96.77	97.20	23.25	-0.2	-4.054	0.567	95.70	94.49	95.06	23.25	-0.0	-0.952	0.000	100.28	99.33	99.83	23.25	-0.1	-2.419	0.276	97.67	96.70	97.22	23.31	-0.2	-3.887	0.642	96.32	95.16	95.71	23.31	-0.1	-2.882	0.443	98.64	97.70	98.14	23.31	-0.0	-1.206	0.022	99.32	98.75	99.02	23.31	23.25	20.00	0.10	23.31	20.00	0.10
5/7/2021/11:46:46 AM	6605	11	M600	-0.3	-4.425	0.769	97.04	95.95	96.48	23.18	-0.2	-3.218	0.584	97.14	96.17	96.70	23.18	-0.3	-4.540	0.692	94.97	93.78	94.35	23.18	-0.0	-0.908	0.045	100.17	99.31	99.65	23.18	-0.2	-1.995	0.387	97.39	96.45	96.91	23.24	-0.3	-3.719	0.700	95.71	94.54	95.12	23.24	-0.4	-4.592	0.822	98.05	96.90	97.47	23.24	-0.1	-1.653	0.454	99.07	98.50	98.79	23.24	23.18	20.00	0.10	23.24	20.00	0.10
