"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022467055.1",0,0,0,0,0,0,17,65,0,0,0
"XM_022467056.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467057.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467058.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467059.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467060.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467061.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467062.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467063.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467064.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467065.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467066.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467067.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467068.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467069.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467070.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467071.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467072.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467073.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467074.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467075.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467076.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467077.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467078.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467079.1",0,0,0,37,100,36,0,41,0,34,0
"XM_022467080.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467081.1",0,0,0,0,36,0,0,0,0,0,0
"XM_022467082.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467083.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467084.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467085.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467086.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467087.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467088.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467089.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467090.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467091.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467092.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467093.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467094.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467095.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467096.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467097.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467098.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467099.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467100.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467101.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467102.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467103.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467104.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467105.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467106.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467107.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467108.1",306,626,839,652,617,704,317,507,889,623,405
"XM_022467109.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467110.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467111.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467112.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467113.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467114.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467115.1",897,1789,2087,1504,1706,1644,1075,1755,2050,1532,1134
"XM_022467116.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467117.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467118.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467119.1",177,343,310,262,312,306,405,670,393,422,306
"XM_022467120.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467121.1",257,534,471,412,536,486,611,1128,567,570,466
"XM_022467122.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467123.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467124.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467125.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467126.1",0,0,0,0,0,0,0,0,0,11,0
"XM_022467127.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467128.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467129.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467130.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467131.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467132.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467133.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467134.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467135.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467136.1",226,196,261,267,289,290,203,213,226,206,162
"XM_022467137.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467138.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467139.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467140.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467141.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467142.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467143.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467144.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467145.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467146.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467147.1",0,0,0,0,58,0,0,0,0,0,0
"XM_022467148.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467149.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467150.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467151.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467152.1",0,0,0,0,0,0,210,308,315,303,89
"XM_022467153.1",0,0,0,0,0,0,0,137,0,0,0
"XM_022467154.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467155.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467156.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467157.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467158.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467159.1",0,0,0,0,107,0,0,249,101,231,0
"XM_022467160.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467161.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467162.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467163.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467164.1",0,0,0,0,0,0,0,61,0,0,0
"XM_022467165.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467166.1",0,55,43,59,57,52,44,98,43,62,15
"XM_022467167.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467168.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467169.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467170.1",0,0,0,0,0,0,0,183,0,176,0
"XM_022467171.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467172.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467173.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467174.1",103,274,194,140,145,228,206,242,258,263,149
"XM_022467175.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467176.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467177.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467178.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467179.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467180.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467181.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467182.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467183.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467184.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467185.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467186.1",0,0,0,0,35,30,0,0,38,0,0
"XM_022467187.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467188.1",0,0,0,0,0,0,0,0,15,16,0
"XM_022467189.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467190.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467191.1",0,0,32,54,17,36,34,22,62,49,0
"XM_022467192.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467193.1",0,0,0,0,0,0,0,18,0,0,0
"XM_022467194.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467195.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467196.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467197.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467198.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467199.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467200.1",0,21,0,18,0,38,0,46,25,20,0
"XM_022467201.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467202.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467203.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467204.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467205.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467206.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467207.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467208.1",0,0,0,0,0,0,0,139,0,0,0
"XM_022467209.1",0,0,0,0,0,0,0,33,0,0,0
"XM_022467210.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467211.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467212.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467213.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467214.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467215.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467216.1",0,0,0,0,0,0,0,0,0,9,0
"XM_022467217.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467218.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467219.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467220.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467221.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467222.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467223.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467224.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467225.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467226.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467227.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467228.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467229.1",0,0,17,41,38,23,0,56,56,0,0
"XM_022467230.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467231.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467232.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467233.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467234.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467235.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467236.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467237.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467238.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467239.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467240.1",0,0,0,0,0,0,0,0,0,10,0
"XM_022467241.1",15,30,17,22,18,23,18,49,25,35,10
"XM_022467242.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467243.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467245.1",226,284,346,392,291,415,201,214,286,239,189
"XM_022467246.1",0,30,90,33,44,94,0,31,0,0,0
"XM_022467247.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467248.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467249.1",0,137,92,0,45,0,0,154,101,137,0
"XM_022467250.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467251.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467252.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467253.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467254.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467255.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467256.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467257.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467258.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467259.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467260.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467261.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467262.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467263.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467264.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467265.1",0,15,0,0,0,0,0,0,0,0,0
"XM_022467266.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467267.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467268.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467269.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467270.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467271.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467272.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467273.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467274.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467275.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467276.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467277.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467278.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467279.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467280.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467281.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467282.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467283.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467284.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467285.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467286.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467287.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467288.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467289.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467290.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467291.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467292.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467293.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467294.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467295.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467296.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467297.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467298.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467299.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467300.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467301.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467302.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467303.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467304.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467305.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467306.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467307.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467308.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467309.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467310.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467311.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467312.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467313.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467314.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467315.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467316.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467317.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467318.1",0,0,0,0,0,0,0,123,0,0,0
"XM_022467319.1",138,271,306,265,329,282,284,719,232,302,290
"XM_022467320.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467321.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467322.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467323.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467324.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467325.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467326.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467327.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467328.1",0,0,0,0,0,107,52,120,102,50,0
"XM_022467329.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467330.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467331.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467332.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467333.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467334.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467335.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467336.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467337.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467338.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467339.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467340.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467341.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467342.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467343.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467344.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467345.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467346.1",0,0,0,0,111,0,0,142,0,53,0
"XM_022467347.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467348.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467349.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467350.1",0,0,0,0,0,0,0,84,0,0,0
"XM_022467351.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467352.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467353.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467354.1",110,208,221,173,226,157,176,319,129,186,48
"XM_022467355.1",0,0,0,0,0,25,19,19,0,0,0
"XM_022467356.1",0,0,0,0,0,0,0,0,0,43,0
"XM_022467357.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467358.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467359.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467360.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467361.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467362.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467363.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467364.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467365.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467366.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467367.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467368.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467369.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467370.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467371.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467372.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467373.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467374.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467375.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467376.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467377.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467378.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467379.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467380.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467381.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467382.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467383.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467384.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467385.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467386.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467387.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467388.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467389.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467390.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467391.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467392.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467393.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467394.1",0,0,0,31,57,0,0,0,0,0,0
"XM_022467395.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467396.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467397.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467398.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467399.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467400.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467401.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467402.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467403.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467404.1",167,336,290,265,290,318,464,773,244,337,239
"XM_022467405.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467406.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467407.1",0,0,0,0,0,0,0,94,0,0,0
"XM_022467408.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467409.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467410.1",598,501,1236,963,1045,1603,396,207,468,491,460
"XM_022467411.1",803,730,1664,1491,1479,2276,592,495,626,694,677
"XM_022467412.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467413.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467414.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467415.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467416.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467417.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467418.1",0,0,0,0,12,0,0,0,0,0,0
"XM_022467419.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467420.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467421.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467422.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467423.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467424.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467425.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467426.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467427.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467428.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467429.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467430.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467431.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467432.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467433.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467434.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467435.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467436.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467437.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467438.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467439.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467440.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467441.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467442.1",0,71,0,0,0,0,0,211,0,151,0
"XM_022467443.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467444.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467445.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467446.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467447.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467448.1",0,0,0,0,0,0,0,151,0,0,0
"XM_022467449.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467450.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467451.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467452.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467453.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467454.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467455.1",0,0,0,0,0,0,0,76,0,28,29
"XM_022467457.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467458.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467459.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467460.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467461.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467462.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467463.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467464.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467465.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467466.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467467.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467468.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467469.1",28,49,66,81,81,96,0,30,27,56,0
"XM_022467470.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467471.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467472.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467473.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467474.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467475.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467476.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467477.1",0,71,42,0,21,0,22,58,44,20,21
"XM_022467478.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467479.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467480.1",123,193,235,222,269,200,163,193,200,197,134
"XM_022467481.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467482.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467483.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467484.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467485.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467486.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467487.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467488.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467489.1",0,0,0,0,0,0,0,0,0,0,0
"XM_022467490.1",0,0,0,0,0,0,0,0,0,0,0
