"","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","C6.larva","C7.larva","C8.larva"
"XM_022474111.1",0,0,0,0,0,0,0,73,0,0,0,0
"XM_022474112.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474113.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474114.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474115.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474116.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474117.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474118.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474119.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474120.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474121.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474122.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474123.1",0,27,0,0,57,25,44,60,0,22,23,70
"XM_022474124.1",55,51,80,62,82,71,91,95,68,29,72,78
"XM_022474125.1",0,0,0,43,19,18,35,49,0,0,0,22
"XM_022474127.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474128.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474129.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474130.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474131.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474132.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474133.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474134.1",376,349,538,443,478,568,145,478,152,0,342,351
"XM_022474135.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474136.1",0,0,0,0,0,0,0,18,0,0,0,0
"XM_022474137.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474138.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474139.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474140.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474141.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474142.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474143.1",0,0,50,0,77,96,0,48,0,0,0,0
"XM_022474144.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474145.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474146.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474147.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474148.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474149.1",62,27,76,69,58,77,77,74,27,55,32,0
"XM_022474150.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474151.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474152.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474153.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474154.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474155.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474156.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474157.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474158.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474159.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474160.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474161.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474162.1",47,0,110,36,128,119,144,218,96,0,106,0
"XM_022474163.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474164.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474165.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474166.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474167.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474168.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474169.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474170.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474171.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474172.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474173.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474174.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474175.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474176.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474177.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474178.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474179.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474180.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474181.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474182.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474183.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474184.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474185.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474186.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474187.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474188.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474189.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474190.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474191.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474192.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474193.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474194.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474195.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474196.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474197.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474198.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474199.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474200.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474201.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474202.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474203.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474204.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474205.1",674,672,960,783,694,931,860,1074,506,564,825,790
"XM_022474206.1",211,176,223,191,210,244,224,251,145,152,207,196
"XM_022474207.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474208.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474209.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474210.1",0,0,0,0,0,0,0,35,0,0,0,0
"XM_022474211.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474212.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474213.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474214.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474215.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474216.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474217.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474218.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474219.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474220.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474221.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474222.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474223.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474224.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474225.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474226.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474227.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474228.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474229.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474230.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474231.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474232.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474233.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474234.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474235.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474236.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474237.1",48,45,44,30,48,49,57,77,54,52,53,60
"XM_022474238.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474239.1",48,51,62,55,49,66,55,72,16,43,58,50
"XM_022474240.1",0,0,0,0,0,16,0,0,0,0,0,0
"XM_022474241.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474242.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474243.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474244.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474245.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474246.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474247.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474248.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474249.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474250.1",147,125,208,102,331,0,145,333,144,0,55,247
"XM_022474251.1",287,219,304,306,302,269,274,411,205,164,261,275
"XM_022474252.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474253.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474254.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474255.1",0,0,0,0,0,0,0,54,0,0,0,0
"XM_022474256.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474257.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474258.1",2208,2604,3130,2272,2501,3962,3439,3931,2203,2692,2628,3394
"XM_022474259.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474260.1",125,59,168,154,89,142,155,191,61,55,146,131
"XM_022474261.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474262.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474263.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474264.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474265.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474266.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474267.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474268.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474269.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474270.1",77,36,101,87,84,41,96,114,72,0,74,98
"XM_022474271.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474272.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474273.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474274.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474275.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474276.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474277.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474278.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474279.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474280.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474281.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474282.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474283.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474284.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474285.1",0,0,0,0,0,0,0,54,0,0,0,0
"XM_022474286.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474287.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474288.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474289.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474290.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474291.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474292.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474293.1",0,19,26,0,0,0,19,0,21,0,21,0
"XM_022474294.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474295.1",289,229,384,335,355,423,392,491,251,162,318,362
"XM_022474296.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474297.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474298.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474299.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474300.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474301.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474302.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474303.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474304.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474305.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474306.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474307.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474308.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474309.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474310.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474311.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474312.1",61,0,142,145,150,151,176,220,0,0,140,165
"XM_022474313.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474314.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474315.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474316.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474317.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474318.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474319.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474320.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474321.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474322.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474323.1",129,125,186,143,153,226,56,190,72,31,105,108
"XM_022474324.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474325.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474326.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474327.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474328.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474329.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474330.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474331.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474332.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474333.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474334.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474335.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474336.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474337.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474338.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474339.1",0,0,0,0,0,0,0,35,0,0,0,0
"XM_022474340.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474341.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474342.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474343.1",277,201,341,259,330,393,251,343,207,87,316,229
"XM_022474344.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474345.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474346.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474347.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474348.1",79,74,103,82,41,121,78,135,39,0,122,84
"XM_022474349.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474350.1",0,0,0,0,0,0,0,47,0,0,0,0
"XM_022474351.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474352.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474353.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474354.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474355.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474356.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474357.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474358.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474359.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474360.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474361.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474362.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474363.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474364.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474365.1",91,109,136,111,127,144,0,118,0,0,43,105
"XM_022474366.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474367.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474368.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474369.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474370.1",15,0,37,15,16,29,0,31,0,0,0,37
"XM_022474371.1",117,122,142,119,122,151,127,208,91,161,142,142
"XM_022474372.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474373.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474374.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474375.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474376.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474377.1",25,0,26,24,0,21,22,57,0,0,0,0
"XM_022474378.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474379.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474380.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474381.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474382.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474383.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474384.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474385.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474386.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474387.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474388.1",79,73,79,71,96,111,93,110,60,67,75,68
"XM_022474389.1",66,80,71,77,93,75,0,80,0,0,79,126
"XM_022474390.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474391.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474392.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474394.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474395.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474396.1",0,0,0,0,14,0,0,15,0,0,0,17
"XM_022474397.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474398.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474399.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474400.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474401.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474402.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474403.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474404.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474405.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474406.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474407.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474408.1",141,126,138,138,142,151,120,202,121,0,142,128
"XM_022474409.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474410.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474411.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474412.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474413.1",0,0,77,0,198,0,0,0,0,0,0,0
"XM_022474414.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474415.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474416.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474417.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474418.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474419.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474420.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474421.1",0,72,78,0,114,0,75,323,79,0,75,95
"XM_022474422.1",0,0,0,0,27,20,42,21,0,23,0,26
"XM_022474423.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474424.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474425.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474426.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474427.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474428.1",71,0,0,0,0,0,91,0,0,0,0,100
"XM_022474429.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474430.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474431.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474432.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474433.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474434.1",299,287,321,325,360,451,333,414,212,308,312,340
"XM_022474435.1",165,0,274,243,144,132,217,343,79,80,167,269
"XM_022474436.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474437.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474438.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474439.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474440.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474441.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474442.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474443.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474444.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474445.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474446.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474447.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474448.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474449.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474450.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474451.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474452.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474453.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474454.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474455.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474456.1",0,0,73,0,0,37,32,93,0,0,32,0
"XM_022474458.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474459.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474460.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474461.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474462.1",1011,982,1166,1127,1445,1485,1300,1776,975,1227,1105,2037
"XM_022474463.1",10,0,0,0,0,0,0,0,0,0,0,0
"XM_022474464.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474465.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474466.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474467.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474468.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474469.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474470.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474471.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474472.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474473.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474474.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474475.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474476.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474477.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474478.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474479.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474480.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474481.1",0,0,0,0,0,0,0,0,119,108,0,0
"XM_022474482.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474483.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474484.1",2172,1940,2583,2591,2638,3118,2219,2784,1487,1615,2202,2261
"XM_022474485.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474486.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474487.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474488.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474489.1",133,39,253,183,33,256,181,262,0,57,158,77
"XM_022474490.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474491.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474492.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474493.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474494.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474495.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474496.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474497.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474498.1",1466,1250,1653,1749,1664,1981,2182,2423,1127,1245,1653,1701
"XM_022474499.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474500.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474501.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474502.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474503.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474504.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474505.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474506.1",420,451,463,498,530,659,499,601,328,362,399,588
"XM_022474507.1",41,25,24,24,23,25,14,37,22,23,29,26
"XM_022474508.1",251,222,313,231,240,303,130,413,161,107,268,208
"XM_022474509.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474510.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474511.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474512.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474513.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474514.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474515.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474516.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474517.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474518.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474519.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474520.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022474521.1",0,0,0,0,0,0,0,0,0,0,0,0
