"","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","C6.larva","C7.larva","C8.larva"
"XM_022446931.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446932.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446933.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446934.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446935.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446936.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446937.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446938.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446939.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446940.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446941.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446942.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446943.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446944.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446945.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446946.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446947.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446948.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446949.1",0,0,0,0,0,0,0,20,0,0,0,0
"XM_022446950.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446951.1",0,0,0,0,0,0,0,0,0,0,0,11
"XM_022446952.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446953.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446954.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446955.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446956.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446957.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446958.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446959.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446960.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446961.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446962.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446963.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446964.1",1448,1463,1614,1652,1734,2091,2007,2214,1176,1530,1515,1486
"XM_022446965.1",292,324,410,340,318,540,624,653,297,404,355,312
"XM_022446966.1",87,103,109,98,69,109,160,173,85,110,127,99
"XM_022446967.1",856,787,928,941,853,1344,1257,1329,682,951,872,706
"XM_022446968.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446969.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446970.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446971.1",67,0,104,90,83,111,44,76,28,0,0,0
"XM_022446972.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446973.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446974.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446975.1",0,0,0,54,0,50,0,53,0,0,47,0
"XM_022446976.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446977.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446978.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446979.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446980.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446981.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446982.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446983.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446984.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446985.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446986.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446987.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446988.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446989.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446990.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446991.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446992.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446993.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446994.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446995.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446996.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446997.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446998.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022446999.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447000.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447001.1",0,0,0,29,0,0,0,0,0,0,0,0
"XM_022447002.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447003.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447004.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447005.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447006.1",0,0,0,0,32,58,0,0,0,0,31,0
"XM_022447007.1",143,162,192,127,167,214,103,182,82,111,146,147
"XM_022447008.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447009.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447010.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447011.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447012.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447013.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447014.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447015.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447016.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447017.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447018.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447019.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447020.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447021.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447022.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447023.1",111,95,171,72,158,87,120,174,104,67,99,131
"XM_022447024.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447025.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447026.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447027.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447028.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447029.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447030.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447031.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447032.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447033.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447034.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447035.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447036.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447037.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447038.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447039.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447040.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447041.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447042.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447043.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447044.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447045.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447046.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447047.1",16,0,17,63,37,0,20,49,0,35,24,26
"XM_022447048.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447049.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447050.1",0,0,0,0,0,0,12,11,0,0,0,0
"XM_022447051.1",32,57,40,46,45,45,31,55,0,0,0,0
"XM_022447052.1",22,0,25,21,77,27,24,49,0,0,27,70
"XM_022447053.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447054.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447055.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447056.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447057.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447058.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447059.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447060.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447061.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447062.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447063.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447064.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447065.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447066.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447067.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447068.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447069.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447070.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447071.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447072.1",44,44,49,42,73,69,46,49,36,48,45,34
"XM_022447073.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447074.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447075.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447076.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447077.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447078.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447079.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447080.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447081.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447082.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447083.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447084.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447085.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447086.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447087.1",0,0,0,0,0,0,0,0,0,0,0,29
"XM_022447088.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447089.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447090.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447091.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447092.1",0,0,0,0,23,0,0,23,0,0,0,0
"XM_022447093.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447094.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447095.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447096.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447097.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447098.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447099.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447100.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447101.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447102.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447103.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447104.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447105.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447106.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447107.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447108.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447109.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447110.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447111.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447112.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447113.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447114.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447115.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447116.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447117.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447118.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447119.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447120.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447121.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447122.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447123.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447124.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447125.1",147,137,128,144,125,168,174,194,102,102,118,128
"XM_022447126.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447127.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447128.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447129.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447130.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447131.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447132.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447133.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447134.1",0,0,0,0,0,0,0,14,0,0,0,0
"XM_022447135.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447136.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447137.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447138.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447139.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447140.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447141.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447142.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447143.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447144.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447145.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447146.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447147.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447148.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447149.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447150.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447151.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447152.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447153.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447154.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447155.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447156.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447157.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447158.1",38,68,78,80,96,76,113,133,67,69,88,79
"XM_022447159.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447160.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447161.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447162.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447163.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447164.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447165.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447166.1",0,83,108,0,110,83,0,107,53,0,42,115
"XM_022447168.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447169.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447170.1",10,0,10,0,0,14,12,11,11,0,0,0
"XM_022447171.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447172.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447173.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447174.1",0,0,8,11,28,24,19,17,0,0,0,0
"XM_022447175.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447176.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447177.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447178.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447179.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447180.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447181.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447182.1",12,13,12,0,0,14,0,17,0,0,0,12
"XM_022447183.1",890,552,805,534,460,833,1024,1162,778,871,808,922
"XM_022447184.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447185.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447186.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447187.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447188.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447189.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447190.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447191.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447192.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447193.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447194.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447195.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447196.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447197.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447198.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447199.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447200.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447201.1",310,279,374,301,425,364,361,638,287,262,351,420
"XM_022447202.1",0,0,24,0,0,0,0,0,0,0,0,0
"XM_022447203.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447204.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447205.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447206.1",50,72,118,48,132,77,89,161,45,0,51,106
"XM_022447207.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447208.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447209.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447210.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447211.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447212.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447213.1",309,225,347,315,272,126,0,399,0,0,295,294
"XM_022447214.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447215.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447216.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447217.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447218.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447219.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447220.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447221.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447222.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447223.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447224.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447225.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447226.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447227.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447228.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447229.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447230.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447231.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447232.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447233.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447234.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447235.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447236.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447237.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447238.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447239.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447240.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447241.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447242.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447243.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447244.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447245.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447246.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447247.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447248.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447249.1",176,165,216,151,165,234,84,197,126,101,93,136
"XM_022447250.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447251.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447252.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447253.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447254.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447255.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447256.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447257.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447258.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447259.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447260.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447261.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447262.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447263.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447264.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447265.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447266.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447267.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447268.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447269.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447270.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447271.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447272.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447273.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447274.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447275.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447276.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447277.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447278.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447279.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447280.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447281.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447282.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447283.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447284.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447285.1",240,0,249,273,269,368,243,353,0,0,122,240
"XM_022447286.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447287.1",41,88,59,41,46,108,98,57,0,72,39,64
"XM_022447288.1",0,0,0,0,0,0,12,28,0,0,9,12
"XM_022447289.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447290.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447291.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447292.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447293.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447294.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447295.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447296.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447297.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447298.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447299.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447300.1",226,230,237,355,287,256,197,365,183,162,223,213
"XM_022447301.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447302.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447303.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447304.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447305.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447306.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447307.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447308.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447309.1",0,0,48,0,0,47,0,106,0,0,0,0
"XM_022447310.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447311.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447312.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447313.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447314.1",155,140,171,190,170,203,267,372,154,149,226,256
"XM_022447315.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447316.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447317.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447318.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447319.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447320.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447321.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447322.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447323.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447324.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447325.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447326.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447327.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447328.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447329.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447330.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447331.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447332.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447333.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447334.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447335.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447336.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447337.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447338.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447339.1",0,0,0,0,0,0,0,0,0,0,0,0
"XM_022447340.1",0,0,0,0,0,0,0,0,0,0,0,0
