"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","structural molecule activity","GO:0003735","GO:0003735","XM_022443630.1;XM_022444817.1;XM_022453199.1;XM_022462016.1;XM_022462075.1;XM_022465356.1;XM_022468620.1;XM_022468823.1;XM_022473390.1;XM_022476949.1;XM_022483859.1;XM_022487843.1;XM_022488227.1;XM_022489090.1;XM_022489355.1","Day18_salmon"
"2","hydrolase activity","GO:0004386","GO:0004386;GO:0008233;GO:0016887","XM_022431957.1;XM_022434141.1;XM_022434896.1;XM_022437713.1;XM_022440672.1;XM_022443829.1;XM_022447206.1;XM_022450613.1;XM_022452966.1;XM_022453609.1;XM_022454820.1;XM_022455675.1;XM_022456059.1;XM_022456845.1;XM_022457766.1;XM_022459358.1;XM_022461486.1;XM_022461682.1;XM_022461869.1;XM_022462079.1;XM_022462096.1;XM_022462249.1;XM_022469898.1;XM_022469983.1;XM_022472653.1;XM_022475467.1;XM_022476331.1;XM_022476334.1;XM_022477191.1;XM_022477478.1;XM_022477503.1;XM_022478079.1;XM_022481852.1;XM_022482017.1;XM_022483110.1;XM_022483279.1;XM_022484273.1;XM_022487646.1;XM_022490405.1","Day18_salmon"
"3","RNA binding","GO:0008135","GO:0008135;GO:0019843","XM_022430394.1;XM_022457310.1;XM_022457336.1;XM_022463840.1;XM_022468871.1;XM_022473633.1;XM_022478364.1;XM_022479262.1;XM_022481078.1;XM_022483539.1;XM_022483859.1;XM_022488227.1","Day18_salmon"
"4","translation regulator activity","GO:0008135","GO:0008135","XM_022430394.1;XM_022457310.1;XM_022457336.1;XM_022463840.1;XM_022468871.1;XM_022473633.1;XM_022478364.1;XM_022479262.1;XM_022481078.1;XM_022483539.1","Day18_salmon"
"5","catalytic activity, acting on a pro...","GO:0008233","GO:0008233","XM_022434141.1;XM_022434896.1;XM_022437713.1;XM_022443829.1;XM_022452966.1;XM_022453609.1;XM_022454820.1;XM_022455675.1;XM_022456059.1;XM_022459358.1;XM_022461682.1;XM_022462079.1;XM_022462096.1;XM_022462249.1;XM_022469898.1;XM_022469983.1;XM_022472653.1;XM_022476331.1;XM_022476334.1;XM_022477478.1;XM_022477503.1;XM_022481852.1;XM_022482017.1;XM_022483110.1;XM_022484273.1;XM_022487646.1","Day18_salmon"
"6","transferase activity","GO:0016765","GO:0016765;GO:0016779","XM_022437659.1;XM_022446252.1;XM_022457260.1;XM_022463552.1;XM_022475884.1;XM_022477882.1;XM_022477894.1;XM_022487069.1;XM_022490367.1","Day18_salmon"
