"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","mRNA metabolic process","GO:0006397","GO:0006397","XM_022437269.1;XM_022441654.1;XM_022444348.1;XM_022445844.1;XM_022453791.1;XM_022457773.1;XM_022458053.1;XM_022458726.1;XM_022458865.1;XM_022461280.1;XM_022461883.1;XM_022463165.1;XM_022463499.1;XM_022463712.1;XM_022464277.1;XM_022465018.1;XM_022467522.1;XM_022470306.1;XM_022471185.1;XM_022474850.1;XM_022475115.1;XM_022475592.1;XM_022479145.1;XM_022480101.1;XM_022481121.1;XM_022481809.1;XM_022490326.1;XM_022490453.1;XR_002637677.1","Day18_purple"
"2","intracellular protein transport","GO:0006605","GO:0006605","XM_022446834.1;XM_022463654.1;XM_022473644.1;XM_022476416.1;XM_022478787.1;XM_022481453.1;XM_022482365.1;XM_022485233.1;XM_022488269.1;XM_022488825.1;XM_022490152.1","Day18_purple"
"3","protein-containing complex assembly","GO:0022618","GO:0022618","XM_022444348.1;XM_022445844.1;XM_022458344.1;XM_022461312.1;XM_022463165.1;XM_022463712.1;XM_022470306.1;XM_022480101.1;XM_022482319.1;XM_022486964.1;XM_022490402.1;XR_002637677.1","Day18_purple"
