"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0006397",3,2.45041453764975e-05,0.999996555296203,9,186,"mRNA processing","BP","green","Day18","mRNA metabolic process","XM_022449232.1;XM_022457762.1;XM_022461504.1;XM_022463317.1;XM_022470513.1;XM_022475231.1;XM_022477485.1;XM_022485704.1;XM_022490290.1"
