"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","mRNA metabolic process","GO:0006397","GO:0006397","XM_022449232.1;XM_022457762.1;XM_022461504.1;XM_022463317.1;XM_022470513.1;XM_022475231.1;XM_022477485.1;XM_022485704.1;XM_022490290.1","Day18_green"
