"","GO_terms","X","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day","slim_term","Gene_IDs"
"1","GO:0006605",10,0.0342797932115304,0.996904260472877,2,47,"protein targeting","BP","red","Day18","intracellular protein transport","XM_022441849.1;XR_002638562.1"
