"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","structural molecule activity","GO:0003735","GO:0003735","XM_022471432.1;XM_022477994.1;XM_022487524.1;XM_022489278.1","Day18_greenyellow"
"2","hydrolase activity","GO:0004518","GO:0004518;GO:0008233;GO:0016887","XM_022432764.1;XM_022442213.1;XM_022446182.1;XM_022447201.1;XM_022450957.1;XM_022462646.1;XM_022463070.1;XM_022465831.1;XM_022466083.1;XM_022466148.1;XM_022466797.1;XM_022469530.1;XM_022470009.1;XM_022470590.1;XM_022470662.1;XM_022471877.1;XM_022472606.1;XM_022472607.1;XM_022472866.1;XM_022473981.1;XM_022475498.1;XM_022478913.1;XM_022482009.1","Day18_greenyellow"
"3","catalytic activity, acting on a pro...","GO:0008233","GO:0008233","XM_022442213.1;XM_022447201.1;XM_022450957.1;XM_022462646.1;XM_022463070.1;XM_022465831.1;XM_022466083.1;XM_022466148.1;XM_022466797.1;XM_022470590.1;XM_022470662.1;XM_022471877.1;XM_022472606.1;XM_022472607.1;XM_022472866.1;XM_022473981.1;XM_022482009.1","Day18_greenyellow"
"4","transferase activity","GO:0016765","GO:0016765","XM_022439587.1;XM_022439855.1","Day18_greenyellow"
