"","slim_term","slim_cat","GO_list","Gene_IDs","module_day"
"1","mRNA metabolic process","GO:0006397","GO:0006397","XM_022437269.1;XM_022441654.1;XM_022444348.1;XM_022445844.1;XM_022457773.1;XM_022458053.1;XM_022458726.1;XM_022461280.1;XM_022463499.1;XM_022463712.1;XM_022467522.1;XM_022475592.1;XM_022479145.1;XM_022481809.1;XM_022490326.1;XM_022490453.1","Day18_turquoise"
"2","protein modification process","GO:0006464","GO:0006464","XM_022431171.1;XM_022431972.1;XM_022438323.1;XM_022440316.1;XM_022451390.1;XM_022459388.1;XM_022460049.1;XM_022461575.1;XM_022461816.1;XM_022462542.1;XM_022462857.1;XM_022463712.1;XM_022465017.1;XM_022467910.1;XM_022468577.1;XM_022469527.1;XM_022469902.1;XM_022471445.1;XM_022475303.1;XM_022476258.1;XM_022476578.1;XM_022478497.1;XM_022479508.1;XM_022480087.1;XM_022480620.1;XM_022481809.1;XM_022483456.1;XM_022483919.1;XM_022484534.1;XM_022484674.1;XM_022484777.1;XM_022486430.1;XM_022486614.1;XM_022487564.1;XM_022487888.1;XM_022488368.1;XM_022488875.1;XM_022490017.1;XM_022490326.1","Day18_turquoise"
"3","intracellular protein transport","GO:0006605","GO:0006605","XM_022446834.1;XM_022463654.1;XM_022473644.1;XM_022481453.1;XM_022482365.1;XM_022485233.1;XM_022488269.1","Day18_turquoise"
"4","membrane organization","GO:0007009","GO:0007009","XM_022446083.1;XM_022446471.1;XM_022453101.1;XM_022454108.1","Day18_turquoise"
"5","protein-containing complex assembly","GO:0022618","GO:0022618","XM_022444348.1;XM_022445844.1;XM_022461312.1;XM_022463712.1;XM_022482319.1;XM_022490402.1","Day18_turquoise"
"6","mitotic cell cycle","GO:0140014","GO:0140014","XM_022468579.1;XM_022470685.1;XM_022478721.1","Day18_turquoise"
