"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_18","Rich_Factor"
"1","crg03050","Proteasome","15/145","42/4433",1.1764573869164e-12,8.47049318579811e-11,7.18258194117383e-11,"105338316/105345779/105322442/105336919/105338413/105341348/105337862/105319167/105318105/105332983/105330688/105342563/105328897/105328653/105346718",15,"15 of 145",0.357142857142857
"2","crg03015","mRNA surveillance pathway","10/145","72/4433",9.68804318841249e-05,0.0034876955478285,0.00295740265751539,"105348755/105347084/105337940/105320707/105331061/105321021/105334534/105322560/105323009/105334335",10,"10 of 145",0.138888888888889
"3","crg00190","Oxidative phosphorylation","9/145","85/4433",0.0016536065481955,0.039686557156692,0.0336523437878382,"105332665/105329817/105319312/105342980/105339285/105318076/105318400/105328999/105336770",9,"9 of 145",0.105882352941176
