real real bad,,,,,,,,,,,
real real bad,,,,,,,,,,,
,Sample.ID,stage,length_um,Temp,OA,Salinity,Replicate,pH,Aragonite_saturation,random_fact,Age
1105,8,larvae,71.09633736,High,High,Low,B,7.3,0.3,HHL_B,1
1106,8,larvae,66.88939065,High,High,Low,B,7.3,0.3,HHL_B,1
1107,8,larvae,70.58224161,High,High,Low,B,7.3,0.3,HHL_B,1
1108,8,larvae,74.40874693,High,High,Low,B,7.3,0.3,HHL_B,1
1109,8,larvae,69.33986805,High,High,Low,B,7.3,0.3,HHL_B,1
1110,8,larvae,74.38879294,High,High,Low,B,7.3,0.3,HHL_B,1
1111,8,larvae,67.17984589,High,High,Low,B,7.3,0.3,HHL_B,1
1112,8,larvae,70.09141832,High,High,Low,B,7.3,0.3,HHL_B,1
1113,8,larvae,66.4177741,High,High,Low,B,7.3,0.3,HHL_B,1
1114,8,larvae,68.09634046,High,High,Low,B,7.3,0.3,HHL_B,1
1115,8,larvae,70.91422628,High,High,Low,B,7.3,0.3,HHL_B,1
1116,8,larvae,63.2934478,High,High,Low,B,7.3,0.3,HHL_B,1
1117,8,larvae,66.05862385,High,High,Low,B,7.3,0.3,HHL_B,1
1118,8,larvae,73.08602219,High,High,Low,B,7.3,0.3,HHL_B,1
1119,8,larvae,75.44540539,High,High,Low,B,7.3,0.3,HHL_B,1
1120,8,larvae,69.14113204,High,High,Low,B,7.3,0.3,HHL_B,1
1121,8,larvae,63.30323531,High,High,Low,B,7.3,0.3,HHL_B,1
1122,8,larvae,64.6896326,High,High,Low,B,7.3,0.3,HHL_B,1
1123,8,larvae,69.33913357,High,High,Low,B,7.3,0.3,HHL_B,1
1124,8,larvae,70.77365943,High,High,Low,B,7.3,0.3,HHL_B,1
1125,8,larvae,65.07181988,High,High,Low,B,7.3,0.3,HHL_B,1
1126,8,larvae,68.25248386,High,High,Low,B,7.3,0.3,HHL_B,1
1127,8,larvae,69.11739788,High,High,Low,B,7.3,0.3,HHL_B,1
1128,8,larvae,75.31428559,High,High,Low,B,7.3,0.3,HHL_B,1
1129,8,larvae,69.415544,High,High,Low,B,7.3,0.3,HHL_B,1
1130,8,larvae,63.83757583,High,High,Low,B,7.3,0.3,HHL_B,1
1131,8,larvae,72.2350195,High,High,Low,B,7.3,0.3,HHL_B,1
1132,8,larvae,64.88709882,High,High,Low,B,7.3,0.3,HHL_B,1
1133,8,larvae,74.76664104,High,High,Low,B,7.3,0.3,HHL_B,1
1134,8,larvae,72.45152583,High,High,Low,B,7.3,0.3,HHL_B,1
1135,8,larvae,68.38130769,High,High,Low,B,7.3,0.3,HHL_B,1
1136,8,larvae,76.60174979,High,High,Low,B,7.3,0.3,HHL_B,1
1137,8,larvae,71.15276278,High,High,Low,B,7.3,0.3,HHL_B,1
1138,8,larvae,64.81632136,High,High,Low,B,7.3,0.3,HHL_B,1
1139,8,larvae,73.87257198,High,High,Low,B,7.3,0.3,HHL_B,1
1140,8,larvae,68.03895025,High,High,Low,B,7.3,0.3,HHL_B,1
1141,8,larvae,72.55338556,High,High,Low,B,7.3,0.3,HHL_B,1
1142,8,larvae,66.1378377,High,High,Low,B,7.3,0.3,HHL_B,1
1143,8,larvae,66.96836077,High,High,Low,B,7.3,0.3,HHL_B,1
1144,8,larvae,67.21006185,High,High,Low,B,7.3,0.3,HHL_B,1
1145,8,larvae,68.31728938,High,High,Low,B,7.3,0.3,HHL_B,1
1146,8,larvae,70.10752683,High,High,Low,B,7.3,0.3,HHL_B,1
1147,8,larvae,70.27600906,High,High,Low,B,7.3,0.3,HHL_B,1
1148,8,larvae,62.88225856,High,High,Low,B,7.3,0.3,HHL_B,1
1149,8,larvae,66.57290348,High,High,Low,B,7.3,0.3,HHL_B,1
1150,8,larvae,74.92933611,High,High,Low,B,7.3,0.3,HHL_B,1
1151,9,larvae,68.18985458,High,High,Low,C,7.3,0.3,HHL_C,1
1152,9,larvae,69.35254277,High,High,Low,C,7.3,0.3,HHL_C,1
1153,9,larvae,67.2297988,High,High,Low,C,7.3,0.3,HHL_C,1
1154,9,larvae,65.2252375,High,High,Low,C,7.3,0.3,HHL_C,1
1155,9,larvae,64.78033076,High,High,Low,C,7.3,0.3,HHL_C,1
1156,9,larvae,66.00133527,High,High,Low,C,7.3,0.3,HHL_C,1
1157,9,larvae,70.28177649,High,High,Low,C,7.3,0.3,HHL_C,1
1158,9,larvae,70.33829943,High,High,Low,C,7.3,0.3,HHL_C,1
1159,9,larvae,68.47234952,High,High,Low,C,7.3,0.3,HHL_C,1
1160,9,larvae,67.39981458,High,High,Low,C,7.3,0.3,HHL_C,1
1161,9,larvae,68.22117641,High,High,Low,C,7.3,0.3,HHL_C,1
1162,9,larvae,66.90130206,High,High,Low,C,7.3,0.3,HHL_C,1
1163,9,larvae,70.42892345,High,High,Low,C,7.3,0.3,HHL_C,1
1164,9,larvae,66.39350814,High,High,Low,C,7.3,0.3,HHL_C,1
1165,9,larvae,70.77982558,High,High,Low,C,7.3,0.3,HHL_C,1
1166,9,larvae,70.04110979,High,High,Low,C,7.3,0.3,HHL_C,1
1167,9,larvae,69.27549048,High,High,Low,C,7.3,0.3,HHL_C,1
1168,9,larvae,69.20452661,High,High,Low,C,7.3,0.3,HHL_C,1
1169,9,larvae,61.9286268,High,High,Low,C,7.3,0.3,HHL_C,1
1170,9,larvae,66.72644304,High,High,Low,C,7.3,0.3,HHL_C,1
1171,9,larvae,66.98193988,High,High,Low,C,7.3,0.3,HHL_C,1
1172,9,larvae,68.82356047,High,High,Low,C,7.3,0.3,HHL_C,1
1173,9,larvae,67.67433371,High,High,Low,C,7.3,0.3,HHL_C,1
1174,9,larvae,69.75621782,High,High,Low,C,7.3,0.3,HHL_C,1
1175,9,larvae,64.16858292,High,High,Low,C,7.3,0.3,HHL_C,1
1176,9,larvae,66.30187932,High,High,Low,C,7.3,0.3,HHL_C,1
1177,9,larvae,67.141675,High,High,Low,C,7.3,0.3,HHL_C,1
1178,9,larvae,69.6160746,High,High,Low,C,7.3,0.3,HHL_C,1
1179,9,larvae,68.14926873,High,High,Low,C,7.3,0.3,HHL_C,1
1180,9,larvae,68.32070951,High,High,Low,C,7.3,0.3,HHL_C,1
1181,9,larvae,62.94507789,High,High,Low,C,7.3,0.3,HHL_C,1
1182,9,larvae,69.06397094,High,High,Low,C,7.3,0.3,HHL_C,1
1183,9,larvae,64.41352743,High,High,Low,C,7.3,0.3,HHL_C,1
1184,9,larvae,70.23148211,High,High,Low,C,7.3,0.3,HHL_C,1
1185,9,larvae,73.43283034,High,High,Low,C,7.3,0.3,HHL_C,1
1186,9,larvae,68.53065044,High,High,Low,C,7.3,0.3,HHL_C,1
1187,9,larvae,69.95281921,High,High,Low,C,7.3,0.3,HHL_C,1
1188,9,larvae,65.54845729,High,High,Low,C,7.3,0.3,HHL_C,1
1189,9,larvae,72.67459697,High,High,Low,C,7.3,0.3,HHL_C,1
1190,9,larvae,67.11848923,High,High,Low,C,7.3,0.3,HHL_C,1
1191,9,larvae,68.78554747,High,High,Low,C,7.3,0.3,HHL_C,1
1192,9,larvae,66.8793449,High,High,Low,C,7.3,0.3,HHL_C,1
1193,9,larvae,69.58169646,High,High,Low,C,7.3,0.3,HHL_C,1
1194,9,larvae,72.25462057,High,High,Low,C,7.3,0.3,HHL_C,1
1195,9,larvae,70.27996082,High,High,Low,C,7.3,0.3,HHL_C,1
1196,9,larvae,70.42025634,High,High,Low,C,7.3,0.3,HHL_C,1
1197,9,larvae,70.72189433,High,High,Low,C,7.3,0.3,HHL_C,1
1198,9,larvae,66.30763285,High,High,Low,C,7.3,0.3,HHL_C,1
1199,9,larvae,67.96233962,High,High,Low,C,7.3,0.3,HHL_C,1
1200,9,larvae,65.1515016,High,High,Low,C,7.3,0.3,HHL_C,1
1201,1,larvae,65.62,High,Low,High,A,7.8,1.6,HLH_A,4
1202,1,larvae,83.16,High,Low,High,A,7.8,1.6,HLH_A,4
1203,1,larvae,91.94,High,Low,High,A,7.8,1.6,HLH_A,4
1204,1,larvae,92.36,High,Low,High,A,7.8,1.6,HLH_A,4
1205,1,larvae,91.94,High,Low,High,A,7.8,1.6,HLH_A,4
1206,1,larvae,100.64,High,Low,High,A,7.8,1.6,HLH_A,4
1207,1,larvae,79.92,High,Low,High,A,7.8,1.6,HLH_A,4
1208,1,larvae,92,High,Low,High,A,7.8,1.6,HLH_A,4
1209,1,larvae,103.75,High,Low,High,A,7.8,1.6,HLH_A,4
1210,1,larvae,89.2,High,Low,High,A,7.8,1.6,HLH_A,4
1211,1,larvae,95.11,High,Low,High,A,7.8,1.6,HLH_A,4
1212,1,larvae,95.34,High,Low,High,A,7.8,1.6,HLH_A,4
1213,1,larvae,103.08,High,Low,High,A,7.8,1.6,HLH_A,4
1214,1,larvae,86.18,High,Low,High,A,7.8,1.6,HLH_A,4
1215,1,larvae,81.67,High,Low,High,A,7.8,1.6,HLH_A,4
1216,1,larvae,117.3,High,Low,High,A,7.8,1.6,HLH_A,4
1217,1,larvae,73.12,High,Low,High,A,7.8,1.6,HLH_A,4
1218,1,larvae,81.4,High,Low,High,A,7.8,1.6,HLH_A,4
1219,10,larvae,91.55,Low,Low,High,A,7.8,1.5,LLH_A,4
1220,10,larvae,91.69,Low,Low,High,A,7.8,1.5,LLH_A,4
1221,10,larvae,85.86,Low,Low,High,A,7.8,1.5,LLH_A,4
1222,10,larvae,74.47,Low,Low,High,A,7.8,1.5,LLH_A,4
1223,10,larvae,88.66,Low,Low,High,A,7.8,1.5,LLH_A,4
1224,10,larvae,81.35,Low,Low,High,A,7.8,1.5,LLH_A,4
1225,10,larvae,80.19,Low,Low,High,A,7.8,1.5,LLH_A,4
1226,10,larvae,88.3,Low,Low,High,A,7.8,1.5,LLH_A,4
1227,10,larvae,82.36,Low,Low,High,A,7.8,1.5,LLH_A,4
1228,10,larvae,97.63,Low,Low,High,A,7.8,1.5,LLH_A,4
1229,10,larvae,87.96,Low,Low,High,A,7.8,1.5,LLH_A,4
1230,10,larvae,76.8,Low,Low,High,A,7.8,1.5,LLH_A,4
1231,10,larvae,92.16,Low,Low,High,A,7.8,1.5,LLH_A,4
1232,10,larvae,68.53,Low,Low,High,A,7.8,1.5,LLH_A,4
1233,10,larvae,86.85,Low,Low,High,A,7.8,1.5,LLH_A,4
1234,10,larvae,85.02,Low,Low,High,A,7.8,1.5,LLH_A,4
1235,10,larvae,76.03,Low,Low,High,A,7.8,1.5,LLH_A,4
1236,10,larvae,87.96,Low,Low,High,A,7.8,1.5,LLH_A,4
1237,11,larvae,65.31,Low,Low,High,B,7.8,1.5,LLH_B,4
1238,11,larvae,73.12,Low,Low,High,B,7.8,1.5,LLH_B,4
1239,11,larvae,73.81,Low,Low,High,B,7.8,1.5,LLH_B,4
1240,11,larvae,84.88,Low,Low,High,B,7.8,1.5,LLH_B,4
1241,11,larvae,83.71,Low,Low,High,B,7.8,1.5,LLH_B,4
1242,11,larvae,74.88,Low,Low,High,B,7.8,1.5,LLH_B,4
1243,11,larvae,76.88,Low,Low,High,B,7.8,1.5,LLH_B,4
1244,11,larvae,86.41,Low,Low,High,B,7.8,1.5,LLH_B,4
1245,11,larvae,72.08,Low,Low,High,B,7.8,1.5,LLH_B,4
1246,11,larvae,73.84,Low,Low,High,B,7.8,1.5,LLH_B,4
1247,11,larvae,86.82,Low,Low,High,B,7.8,1.5,LLH_B,4
1248,11,larvae,89.68,Low,Low,High,B,7.8,1.5,LLH_B,4
1249,11,larvae,73.13,Low,Low,High,B,7.8,1.5,LLH_B,4
1250,11,larvae,88.93,Low,Low,High,B,7.8,1.5,LLH_B,4
1251,11,larvae,87.32,Low,Low,High,B,7.8,1.5,LLH_B,4
1252,11,larvae,75.45,Low,Low,High,B,7.8,1.5,LLH_B,4
1253,11,larvae,86.72,Low,Low,High,B,7.8,1.5,LLH_B,4
1254,11,larvae,81.26,Low,Low,High,B,7.8,1.5,LLH_B,4
1255,11,larvae,85.73,Low,Low,High,B,7.8,1.5,LLH_B,4
1256,11,larvae,74.59,Low,Low,High,B,7.8,1.5,LLH_B,4
1257,11,larvae,86.37,Low,Low,High,B,7.8,1.5,LLH_B,4
1258,11,larvae,72.91,Low,Low,High,B,7.8,1.5,LLH_B,4
1259,11,larvae,89.08,Low,Low,High,B,7.8,1.5,LLH_B,4
1260,12,larvae,93.95,Low,Low,High,C,7.8,1.5,LLH_C,4
1261,12,larvae,94.68,Low,Low,High,C,7.8,1.5,LLH_C,4
1262,12,larvae,80.62,Low,Low,High,C,7.8,1.5,LLH_C,4
1263,12,larvae,87.11,Low,Low,High,C,7.8,1.5,LLH_C,4
1264,12,larvae,73.4,Low,Low,High,C,7.8,1.5,LLH_C,4
1265,12,larvae,77.08,Low,Low,High,C,7.8,1.5,LLH_C,4
1266,12,larvae,80.19,Low,Low,High,C,7.8,1.5,LLH_C,4
1267,12,larvae,90.93,Low,Low,High,C,7.8,1.5,LLH_C,4
1268,12,larvae,88.15,Low,Low,High,C,7.8,1.5,LLH_C,4
1269,12,larvae,88.74,Low,Low,High,C,7.8,1.5,LLH_C,4
1270,12,larvae,76.97,Low,Low,High,C,7.8,1.5,LLH_C,4
1271,12,larvae,84.88,Low,Low,High,C,7.8,1.5,LLH_C,4
1272,12,larvae,92.8,Low,Low,High,C,7.8,1.5,LLH_C,4
1273,12,larvae,87.51,Low,Low,High,C,7.8,1.5,LLH_C,4
1274,12,larvae,90.87,Low,Low,High,C,7.8,1.5,LLH_C,4
1275,12,larvae,83.18,Low,Low,High,C,7.8,1.5,LLH_C,4
1276,12,larvae,95.44,Low,Low,High,C,7.8,1.5,LLH_C,4
1277,12,larvae,91.31,Low,Low,High,C,7.8,1.5,LLH_C,4
1278,12,larvae,82.53,Low,Low,High,C,7.8,1.5,LLH_C,4
1279,12,larvae,70.43,Low,Low,High,C,7.8,1.5,LLH_C,4
1280,12,larvae,83.46,Low,Low,High,C,7.8,1.5,LLH_C,4
1281,13,larvae,79.32,Low,High,High,A,7.4,0.6,LHH_A,4
1282,13,larvae,81.61,Low,High,High,A,7.4,0.6,LHH_A,4
1283,13,larvae,78.37,Low,High,High,A,7.4,0.6,LHH_A,4
1284,13,larvae,81.48,Low,High,High,A,7.4,0.6,LHH_A,4
1285,13,larvae,79.92,Low,High,High,A,7.4,0.6,LHH_A,4
1286,13,larvae,81.95,Low,High,High,A,7.4,0.6,LHH_A,4
1287,13,larvae,87,Low,High,High,A,7.4,0.6,LHH_A,4
1288,13,larvae,86.18,Low,High,High,A,7.4,0.6,LHH_A,4
1289,13,larvae,84.97,Low,High,High,A,7.4,0.6,LHH_A,4
1290,13,larvae,84.42,Low,High,High,A,7.4,0.6,LHH_A,4
1291,13,larvae,75.3,Low,High,High,A,7.4,0.6,LHH_A,4
1292,13,larvae,75.39,Low,High,High,A,7.4,0.6,LHH_A,4
1293,13,larvae,75.11,Low,High,High,A,7.4,0.6,LHH_A,4
1294,13,larvae,83.46,Low,High,High,A,7.4,0.6,LHH_A,4
1295,13,larvae,89.21,Low,High,High,A,7.4,0.6,LHH_A,4
1296,13,larvae,89.73,Low,High,High,A,7.4,0.6,LHH_A,4
1297,13,larvae,66.65,Low,High,High,A,7.4,0.6,LHH_A,4
1298,14,larvae,97.32,Low,High,High,B,7.4,0.6,LHH_B,4
1299,14,larvae,99.61,Low,High,High,B,7.4,0.6,LHH_B,4
1300,14,larvae,96.38,Low,High,High,B,7.4,0.6,LHH_B,4
1301,14,larvae,88.95,Low,High,High,B,7.4,0.6,LHH_B,4
1302,14,larvae,91.12,Low,High,High,B,7.4,0.6,LHH_B,4
1303,14,larvae,79.1,Low,High,High,B,7.4,0.6,LHH_B,4
1304,14,larvae,82.88,Low,High,High,B,7.4,0.6,LHH_B,4
1305,14,larvae,93,Low,High,High,B,7.4,0.6,LHH_B,4
1306,14,larvae,99.49,Low,High,High,B,7.4,0.6,LHH_B,4
1307,14,larvae,86.32,Low,High,High,B,7.4,0.6,LHH_B,4
1308,14,larvae,88.4,Low,High,High,B,7.4,0.6,LHH_B,4
1309,14,larvae,73.02,Low,High,High,B,7.4,0.6,LHH_B,4
1310,14,larvae,87.51,Low,High,High,B,7.4,0.6,LHH_B,4
1311,14,larvae,79.17,Low,High,High,B,7.4,0.6,LHH_B,4
1312,14,larvae,93.19,Low,High,High,B,7.4,0.6,LHH_B,4
1313,14,larvae,95.26,Low,High,High,B,7.4,0.6,LHH_B,4
1314,14,larvae,87.51,Low,High,High,B,7.4,0.6,LHH_B,4
1315,14,larvae,73,Low,High,High,B,7.4,0.6,LHH_B,4
1316,15,larvae,81.08,Low,High,High,C,7.4,0.6,LHH_C,4
1317,15,larvae,73.24,Low,High,High,C,7.4,0.6,LHH_C,4
1318,15,larvae,66.84,Low,High,High,C,7.4,0.6,LHH_C,4
1319,15,larvae,79.92,Low,High,High,C,7.4,0.6,LHH_C,4
1320,15,larvae,72.14,Low,High,High,C,7.4,0.6,LHH_C,4
1321,15,larvae,92.77,Low,High,High,C,7.4,0.6,LHH_C,4
1322,15,larvae,83.37,Low,High,High,C,7.4,0.6,LHH_C,4
1323,15,larvae,79.92,Low,High,High,C,7.4,0.6,LHH_C,4
1324,15,larvae,84.14,Low,High,High,C,7.4,0.6,LHH_C,4
1325,15,larvae,70.03,Low,High,High,C,7.4,0.6,LHH_C,4
1326,15,larvae,76.67,Low,High,High,C,7.4,0.6,LHH_C,4
1327,15,larvae,79.68,Low,High,High,C,7.4,0.6,LHH_C,4
1328,15,larvae,78.43,Low,High,High,C,7.4,0.6,LHH_C,4
1329,15,larvae,87.18,Low,High,High,C,7.4,0.6,LHH_C,4
1330,15,larvae,85.68,Low,High,High,C,7.4,0.6,LHH_C,4
1331,16,larvae,76.03,Low,High,Low,A,7.3,0.2,LHL_A,4
1332,16,larvae,78.86,Low,High,Low,A,7.3,0.2,LHL_A,4
1333,16,larvae,73.65,Low,High,Low,A,7.3,0.2,LHL_A,4
1334,16,larvae,78.27,Low,High,Low,A,7.3,0.2,LHL_A,4
1335,16,larvae,81.19,Low,High,Low,A,7.3,0.2,LHL_A,4
1336,16,larvae,66.39,Low,High,Low,A,7.3,0.2,LHL_A,4
1337,16,larvae,70.85,Low,High,Low,A,7.3,0.2,LHL_A,4
1338,16,larvae,80.35,Low,High,Low,A,7.3,0.2,LHL_A,4
1339,16,larvae,73.6,Low,High,Low,A,7.3,0.2,LHL_A,4
1340,16,larvae,71.42,Low,High,Low,A,7.3,0.2,LHL_A,4
1341,16,larvae,63.3,Low,High,Low,A,7.3,0.2,LHL_A,4
1342,17,larvae,80.64,Low,High,Low,B,7.3,0.2,LHL_B,4
1343,17,larvae,56.82,Low,High,Low,B,7.3,0.2,LHL_B,4
1344,17,larvae,75.74,Low,High,Low,B,7.3,0.2,LHL_B,4
1345,17,larvae,71.29,Low,High,Low,B,7.3,0.2,LHL_B,4
1346,17,larvae,68,Low,High,Low,B,7.3,0.2,LHL_B,4
1347,17,larvae,77.33,Low,High,Low,B,7.3,0.2,LHL_B,4
1348,17,larvae,64.9,Low,High,Low,B,7.3,0.2,LHL_B,4
1349,17,larvae,66.12,Low,High,Low,B,7.3,0.2,LHL_B,4
1350,18,larvae,76.03,Low,High,Low,C,7.3,0.2,LHL_C,4
1351,18,larvae,71.03,Low,High,Low,C,7.3,0.2,LHL_C,4
1352,18,larvae,80.12,Low,High,Low,C,7.3,0.2,LHL_C,4
1353,18,larvae,61.2,Low,High,Low,C,7.3,0.2,LHL_C,4
1354,18,larvae,83.63,Low,High,Low,C,7.3,0.2,LHL_C,4
1355,18,larvae,79.92,Low,High,Low,C,7.3,0.2,LHL_C,4
1356,18,larvae,69.76,Low,High,Low,C,7.3,0.2,LHL_C,4
1357,18,larvae,81.35,Low,High,Low,C,7.3,0.2,LHL_C,4
1358,18,larvae,70.28,Low,High,Low,C,7.3,0.2,LHL_C,4
1359,18,larvae,71.5,Low,High,Low,C,7.3,0.2,LHL_C,4
1360,18,larvae,86.72,Low,High,Low,C,7.3,0.2,LHL_C,4
1361,18,larvae,68.76,Low,High,Low,C,7.3,0.2,LHL_C,4
1362,18,larvae,71.2,Low,High,Low,C,7.3,0.2,LHL_C,4
1363,18,larvae,73.41,Low,High,Low,C,7.3,0.2,LHL_C,4
1364,18,larvae,57.9,Low,High,Low,C,7.3,0.2,LHL_C,4
1365,18,larvae,67.36,Low,High,Low,C,7.3,0.2,LHL_C,4
1366,18,larvae,69.78,Low,High,Low,C,7.3,0.2,LHL_C,4
1367,18,larvae,66.12,Low,High,Low,C,7.3,0.2,LHL_C,4
1368,18,larvae,71.48,Low,High,Low,C,7.3,0.2,LHL_C,4
1369,18,larvae,80.19,Low,High,Low,C,7.3,0.2,LHL_C,4
1370,18,larvae,69.95,Low,High,Low,C,7.3,0.2,LHL_C,4
1371,18,larvae,64.73,Low,High,Low,C,7.3,0.2,LHL_C,4
1372,18,larvae,71.5,Low,High,Low,C,7.3,0.2,LHL_C,4
1373,18,larvae,81.67,Low,High,Low,C,7.3,0.2,LHL_C,4
1374,18,larvae,66.8,Low,High,Low,C,7.3,0.2,LHL_C,4
1375,18,larvae,75.82,Low,High,Low,C,7.3,0.2,LHL_C,4
1376,19,larvae,93.5,High,Low,Low,A,7.7,0.6,HLL_A,4
1377,19,larvae,95.26,High,Low,Low,A,7.7,0.6,HLL_A,4
1378,19,larvae,96.91,High,Low,Low,A,7.7,0.6,HLL_A,4
1379,19,larvae,91.94,High,Low,Low,A,7.7,0.6,HLL_A,4
1380,19,larvae,94.48,High,Low,Low,A,7.7,0.6,HLL_A,4
1381,19,larvae,105.08,High,Low,Low,A,7.7,0.6,HLL_A,4
1382,19,larvae,78.75,High,Low,Low,A,7.7,0.6,HLL_A,4
1383,19,larvae,88.95,High,Low,Low,A,7.7,0.6,HLL_A,4
1384,19,larvae,93.76,High,Low,Low,A,7.7,0.6,HLL_A,4
1385,19,larvae,86.57,High,Low,Low,A,7.7,0.6,HLL_A,4
1386,19,larvae,61.88,High,Low,Low,A,7.7,0.6,HLL_A,4
1387,19,larvae,80.62,High,Low,Low,A,7.7,0.6,HLL_A,4
1388,19,larvae,89.78,High,Low,Low,A,7.7,0.6,HLL_A,4
1389,19,larvae,100.59,High,Low,Low,A,7.7,0.6,HLL_A,4
1390,19,larvae,88.99,High,Low,Low,A,7.7,0.6,HLL_A,4
1391,19,larvae,108.92,High,Low,Low,A,7.7,0.6,HLL_A,4
1392,19,larvae,89.2,High,Low,Low,A,7.7,0.6,HLL_A,4
1393,19,larvae,82.06,High,Low,Low,A,7.7,0.6,HLL_A,4
1394,19,larvae,84.4,High,Low,Low,A,7.7,0.6,HLL_A,4
1395,19,larvae,69.22,High,Low,Low,A,7.7,0.6,HLL_A,4
1396,19,larvae,70.28,High,Low,Low,A,7.7,0.6,HLL_A,4
1397,19,larvae,91.23,High,Low,Low,A,7.7,0.6,HLL_A,4
1398,19,larvae,106.71,High,Low,Low,A,7.7,0.6,HLL_A,4
1399,19,larvae,75.51,High,Low,Low,A,7.7,0.6,HLL_A,4
1400,19,larvae,98.38,High,Low,Low,A,7.7,0.6,HLL_A,4
1401,19,larvae,86.7,High,Low,Low,A,7.7,0.6,HLL_A,4
1402,2,larvae,93.56,High,Low,High,B,7.8,1.6,HLH_B,4
1403,2,larvae,95.15,High,Low,High,B,7.8,1.6,HLH_B,4
1404,2,larvae,88.74,High,Low,High,B,7.8,1.6,HLH_B,4
1405,2,larvae,97.14,High,Low,High,B,7.8,1.6,HLH_B,4
1406,2,larvae,88.15,High,Low,High,B,7.8,1.6,HLH_B,4
1407,2,larvae,109.13,High,Low,High,B,7.8,1.6,HLH_B,4
1408,2,larvae,91.05,High,Low,High,B,7.8,1.6,HLH_B,4
1409,2,larvae,90.16,High,Low,High,B,7.8,1.6,HLH_B,4
1410,2,larvae,95.34,High,Low,High,B,7.8,1.6,HLH_B,4
1411,2,larvae,91.23,High,Low,High,B,7.8,1.6,HLH_B,4
1412,2,larvae,78.49,High,Low,High,B,7.8,1.6,HLH_B,4
1413,2,larvae,78.86,High,Low,High,B,7.8,1.6,HLH_B,4
1414,2,larvae,115.61,High,Low,High,B,7.8,1.6,HLH_B,4
1415,2,larvae,87.76,High,Low,High,B,7.8,1.6,HLH_B,4
1416,2,larvae,98.07,High,Low,High,B,7.8,1.6,HLH_B,4
1417,2,larvae,103.53,High,Low,High,B,7.8,1.6,HLH_B,4
1418,2,larvae,113.44,High,Low,High,B,7.8,1.6,HLH_B,4
1419,2,larvae,89.58,High,Low,High,B,7.8,1.6,HLH_B,4
1420,20,larvae,86.58,High,Low,Low,B,7.7,0.6,HLL_B,4
1421,20,larvae,80.19,High,Low,Low,B,7.7,0.6,HLL_B,4
1422,20,larvae,83.37,High,Low,Low,B,7.7,0.6,HLL_B,4
1423,20,larvae,69.78,High,Low,Low,B,7.7,0.6,HLL_B,4
1424,20,larvae,72.32,High,Low,Low,B,7.7,0.6,HLL_B,4
1425,20,larvae,80.98,High,Low,Low,B,7.7,0.6,HLL_B,4
1426,20,larvae,77.87,High,Low,Low,B,7.7,0.6,HLL_B,4
1427,20,larvae,80.64,High,Low,Low,B,7.7,0.6,HLL_B,4
1428,20,larvae,77.7,High,Low,Low,B,7.7,0.6,HLL_B,4
1429,20,larvae,73.28,High,Low,Low,B,7.7,0.6,HLL_B,4
1430,20,larvae,80.4,High,Low,Low,B,7.7,0.6,HLL_B,4
1431,20,larvae,84.28,High,Low,Low,B,7.7,0.6,HLL_B,4
1432,20,larvae,83.32,High,Low,Low,B,7.7,0.6,HLL_B,4
1433,20,larvae,80.64,High,Low,Low,B,7.7,0.6,HLL_B,4
1434,20,larvae,75.28,High,Low,Low,B,7.7,0.6,HLL_B,4
1435,20,larvae,69.72,High,Low,Low,B,7.7,0.6,HLL_B,4
1436,20,larvae,87.51,High,Low,Low,B,7.7,0.6,HLL_B,4
1437,20,larvae,78.66,High,Low,Low,B,7.7,0.6,HLL_B,4
1438,20,larvae,76.57,High,Low,Low,B,7.7,0.6,HLL_B,4
1439,20,larvae,99.13,High,Low,Low,B,7.7,0.6,HLL_B,4
1440,21,larvae,90.63,High,Low,Low,C,7.7,0.6,HLL_C,4
1441,21,larvae,95.97,High,Low,Low,C,7.7,0.6,HLL_C,4
1442,21,larvae,84.14,High,Low,Low,C,7.7,0.6,HLL_C,4
1443,21,larvae,85.49,High,Low,Low,C,7.7,0.6,HLL_C,4
1444,21,larvae,93.5,High,Low,Low,C,7.7,0.6,HLL_C,4
1445,21,larvae,67.74,High,Low,Low,C,7.7,0.6,HLL_C,4
1446,21,larvae,92.39,High,Low,Low,C,7.7,0.6,HLL_C,4
1447,21,larvae,90.88,High,Low,Low,C,7.7,0.6,HLL_C,4
1448,21,larvae,87.96,High,Low,Low,C,7.7,0.6,HLL_C,4
1449,21,larvae,90.44,High,Low,Low,C,7.7,0.6,HLL_C,4
1450,21,larvae,86.32,High,Low,Low,C,7.7,0.6,HLL_C,4
1451,22,larvae,82.72,Low,Low,Low,A,7.6,0.5,LLL_A,4
1452,22,larvae,79.48,Low,Low,Low,A,7.6,0.5,LLL_A,4
1453,22,larvae,70.28,Low,Low,Low,A,7.6,0.5,LLL_A,4
1454,22,larvae,80.64,Low,Low,Low,A,7.6,0.5,LLL_A,4
1455,22,larvae,78.37,Low,Low,Low,A,7.6,0.5,LLL_A,4
1456,22,larvae,76.03,Low,Low,Low,A,7.6,0.5,LLL_A,4
1457,22,larvae,71.48,Low,Low,Low,A,7.6,0.5,LLL_A,4
1458,22,larvae,54.7,Low,Low,Low,A,7.6,0.5,LLL_A,4
1459,22,larvae,77.45,Low,Low,Low,A,7.6,0.5,LLL_A,4
1460,22,larvae,71.47,Low,Low,Low,A,7.6,0.5,LLL_A,4
