"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg03060","Protein export","4/67","24/4419",0.000408261792304336,0.016111978396632,0.0154979102544736,"105330866/105329775/105340191/105348945",4,"4 of 67",0.166666666666667
"2","crg03040","Spliceosome","8/67","126/4419",0.000555585461952827,0.016111978396632,0.0154979102544736,"105327851/105325235/105331507/105335780/105322958/105339081/105348755/105348805",8,"8 of 67",0.0634920634920635
"3","crg04070","Phosphatidylinositol signaling system","7/67","115/4419",0.00161070836297506,0.0311403616841844,0.0299535239430449,"105339773/105327997/105338360/105342224/105327998/105338369/105321301",7,"7 of 67",0.0608695652173913
