"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg04142","Lysosome","16/52","198/4419",3.60809191530269e-10,1.84012687680437e-08,1.481216681019e-08,"105340688/105340686/105345948/105321566/105339566/105345949/105320698/105333177/105340689/105338718/105335927/105337411/105346019/105347059/105337691/105331028",16,"16 of 52",0.0808080808080808
"2","crg00480","Glutathione metabolism","7/52","78/4419",2.87495197657953e-05,0.000733112754027781,0.00059012172150843,"105345880/105330227/105343429/105330981/105320326/105320554/105331625",7,"7 of 52",0.0897435897435897
"3","crg04145","Phagosome","9/52","165/4419",0.000104731532756785,0.00178043605686535,0.00143316834298759,"105321566/105345949/105345691/105338718/105337411/105328999/105319124/105343071/105317754",9,"9 of 52",0.0545454545454545
"4","crg00190","Oxidative phosphorylation","5/52","85/4419",0.00298916028932704,0.0381117936889197,0.0306782240220406,"105321566/105324755/105345691/105328999/105319124",5,"5 of 52",0.0588235294117647
