"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_2","Rich_Factor"
"1","crg04144","Endocytosis","8/36","193/4419",0.000120679205873028,0.00398241379380992,0.0038109222907272,"105325532/105328967/105334480/105339682/105342944/105345381/105334326/105327336",8,"8 of 36",0.0414507772020725
"2","crg03015","mRNA surveillance pathway","4/36","72/4419",0.0025740810192605,0.0392923380054247,0.0376003234501672,"105326211/105331297/105321021/105325000",4,"4 of 36",0.0555555555555556
"3","crg04120","Ubiquitin mediated proteolysis","6/36","187/4419",0.00357203072776589,0.0392923380054247,0.0376003234501672,"105343163/105320746/105321026/105318798/105335778/105329514",6,"6 of 36",0.0320855614973262
