"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_18","Rich_Factor"
"1","crg00190","Oxidative phosphorylation","7/46","84/4426",2.02792738632906e-05,0.000699571860294392,0.000656057821137325,"105332143/105345691/105333395/105321678/105318622/105323790/105328823",7,"7 of 46",0.0833333333333333
"2","crg04142","Lysosome","10/46","198/4426",2.54389767379779e-05,0.000699571860294392,0.000656057821137325,"105340688/105347059/105337691/105318065/105331753/105318622/105340328/105323790/105328823/105339566",10,"10 of 46",0.0505050505050505
"3","crg04145","Phagosome","8/46","165/4426",0.000244826550931168,0.00448848676707141,0.00420929859495692,"105345691/105333395/105321678/105318065/105331753/105318622/105323790/105328823",8,"8 of 46",0.0484848484848485
