"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_18","Rich_Factor"
"1","crg03010","Ribosome","47/122","120/4431",3.49353478334951e-45,1.88650878300874e-43,1.83870251755237e-43,"105324073/105319364/105340032/105341412/105331157/105326418/105344033/105323475/105328963/105338604/105348141/105324627/105347828/105347733/105347800/105343260/105325638/105319021/105341326/105326463/105321548/105333469/105319282/105338085/105340582/105336480/105319797/105339104/105332215/105338614/105332191/105332495/105342603/105344646/105317506/105348430/105320864/105335873/105332844/105327279/105337746/105330130/105335875/105344628/105330605/105319573/105338035",47,"47 of 122",0.391666666666667
