"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_18","Rich_Factor"
"1","crg03040","Spliceosome","36/270","126/4426",6.42369620884336e-16,5.90980051213589e-14,5.20657482190462e-14,"105337188/105324065/105326740/105334527/105321607/105335780/105347185/105348805/105319209/105317795/105320915/105321821/105328191/105348304/105348305/105334510/105334234/105320833/105318287/105319620/105322652/105330153/105343163/105331507/105345480/105340745/105346162/105343416/105317098/105322216/105340762/105338772/105322856/105341528/105336187/105323611",36,"36 of 270",0.285714285714286
"2","crg00190","Oxidative phosphorylation","19/270","84/4426",4.00758188203638e-07,1.40939385512222e-05,1.24168566183537e-05,"105333395/105346116/105341417/105333576/105332292/105332067/105326432/105344651/105319097/105330603/105341248/105321030/105329525/105347858/105345750/105347217/105324755/105345448/105319696",19,"19 of 270",0.226190476190476
"3","crg00020","Citrate cycle (TCA cycle)","11/270","29/4426",4.59584952757247e-07,1.40939385512222e-05,1.24168566183537e-05,"105319941/105338798/105333137/105343888/105326107/105339502/105341248/105328869/105326324/105338756/105317497",11,"11 of 270",0.379310344827586
"4","crg03050","Proteasome","12/270","42/4426",4.42327868360632e-06,8.9360111535263e-05,7.872687171871e-05,"105327391/105346293/105326796/105343419/105348466/105334244/105318528/105339979/105343011/105326861/105332852/105341026",12,"12 of 270",0.285714285714286
"5","crg01200","Carbon metabolism","20/270","107/4426",4.85652780082951e-06,8.9360111535263e-05,7.872687171871e-05,"105319941/105330845/105338798/105333137/105335180/105343888/105331916/105318268/105338126/105339502/105341248/105347640/105328869/105336766/105340512/105326324/105347662/105338756/105317497/105330868",20,"20 of 270",0.186915887850467
"6","crg00010","Glycolysis / Gluconeogenesis","11/270","47/4426",8.60981906944675e-05,0.00132017225731517,0.00116308082166211,"105330845/105327683/105326107/105338126/105339502/105347640/105340512/105347662/105338756/105317497/105330868",11,"11 of 270",0.234042553191489
