Date & time of file creation	5/7/2021 2:51 PM																																													
Raw data file path	C:\Users\user\Documents\Oysters larvael 2021\april 30 2021\may 7 2021 high temp low salinity 7-8 and 19-20-21_raw.txt																																													
Data file path	C:\Users\user\Documents\Oysters larvael 2021\april 30 2021\may 7 2021 high temp low salinity 7-8 and 19-20-21.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
5/7/2021/2:56:41 PM	M1   	1014.0	17.1	23.1225	27.84	99.63	25.7875	27.84	99.45	NaN	27.84	NaN	25.1850	27.84	100.50	24.8875	27.98	102.09	25.5075	27.98	102.21	24.6075	27.98	105.05	25.1200	27.98	100.97	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:42 PM	M1   	1014.0	17.1	23.1250	27.84	99.61	25.8050	27.84	99.28	NaN	27.84	NaN	25.2050	27.84	100.30	24.8825	27.98	102.14	25.5250	27.98	102.04	24.5925	27.98	105.21	25.1225	27.98	100.94	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:43 PM	M1   	1014.0	17.1	23.1100	27.84	99.77	25.7900	27.84	99.42	NaN	27.84	NaN	25.2175	27.84	100.18	24.8875	27.98	102.09	25.5125	27.98	102.17	24.5925	27.98	105.22	25.1200	27.98	100.97	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9775	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:44 PM	M1   	1014.0	17.1	23.1150	27.84	99.71	25.7975	27.84	99.35	NaN	27.84	NaN	25.2050	27.84	100.30	24.8825	27.97	102.15	25.5225	27.97	102.08	24.6450	27.97	104.67	25.1025	27.97	101.16	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9700	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:45 PM	M1   	1014.0	17.1	23.1350	27.84	99.50	25.8175	27.84	99.16	NaN	27.84	NaN	25.1925	27.84	100.43	24.8900	27.97	102.07	25.5325	27.97	101.97	24.5975	27.97	105.17	25.1350	27.97	100.83	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9725	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:46 PM	M1   	1014.0	17.1	23.1500	27.84	99.35	25.8100	27.84	99.23	NaN	27.84	NaN	25.1975	27.84	100.38	24.8900	27.98	102.06	25.5325	27.98	101.96	24.5850	27.98	105.29	25.1225	27.98	100.94	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:47 PM	M1   	1014.0	17.1	23.1600	27.84	99.25	25.8075	27.84	99.25	NaN	27.84	NaN	25.1950	27.84	100.40	24.8875	27.98	102.09	25.5150	27.98	102.14	24.5375	27.98	105.80	25.1250	27.98	100.92	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:48 PM	M1   	1014.0	17.1	23.1825	27.84	99.01	25.7975	27.84	99.35	NaN	27.84	NaN	25.2075	27.84	100.28	24.8825	27.98	102.14	25.5225	27.98	102.06	24.4675	27.98	106.55	25.1175	27.98	100.99	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:49 PM	M1   	1014.0	17.1	23.1550	27.84	99.30	25.7925	27.84	99.40	NaN	27.84	NaN	25.2025	27.84	100.33	24.8900	27.98	102.06	25.5075	27.98	102.21	24.5600	27.98	105.56	25.1375	27.98	100.79	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:50 PM	M1   	1014.0	17.1	23.1400	27.84	99.45	25.8025	27.84	99.30	NaN	27.84	NaN	25.2050	27.84	100.30	24.8900	27.98	102.06	25.5250	27.98	102.04	24.5975	27.98	105.16	25.1250	27.98	100.92	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:51 PM	M1   	1014.0	17.1	23.1400	27.84	99.45	25.8075	27.84	99.25	NaN	27.84	NaN	25.1850	27.84	100.50	24.8925	27.98	102.04	25.5175	27.98	102.11	24.6250	27.98	104.87	25.1125	27.98	101.04	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:52 PM	M1   	1014.0	17.1	23.1475	27.84	99.37	25.7975	27.84	99.35	NaN	27.84	NaN	25.1800	27.84	100.55	24.8950	27.98	102.01	25.5300	27.98	101.99	24.6150	27.98	104.98	25.1175	27.98	101.00	NaN	NaN	NaN	NaN	27.8425	27.84	OFF	27.9775	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:53 PM	M1   	1014.0	17.1	23.1650	27.85	99.18	25.7900	27.85	99.41	NaN	27.85	NaN	25.2075	27.85	100.26	24.8800	27.97	102.18	25.5050	27.97	102.25	24.5500	27.97	105.68	25.1125	27.97	101.06	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9700	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:54 PM	M1   	1014.0	17.1	23.1500	27.85	99.34	25.7900	27.85	99.41	NaN	27.85	NaN	25.1975	27.85	100.36	24.8775	27.97	102.20	25.5200	27.97	102.10	24.6050	27.97	105.10	25.1225	27.97	100.96	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9700	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:55 PM	M1   	1014.0	17.1	23.1525	27.85	99.31	25.7925	27.85	99.38	NaN	27.85	NaN	25.1900	27.85	100.44	24.8725	27.97	102.26	25.5200	27.97	102.10	24.6675	27.97	104.44	25.1350	27.97	100.83	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9700	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:56 PM	M1   	1014.0	17.1	23.1575	27.85	99.26	25.8000	27.85	99.31	NaN	27.85	NaN	25.1925	27.85	100.42	24.8800	27.97	102.18	25.5175	27.97	102.13	24.6325	27.97	104.81	25.1475	27.97	100.71	NaN	NaN	NaN	NaN	27.8475	27.85	OFF	27.9700	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:57 PM	M1   	1014.0	17.1	23.1500	27.84	99.35	25.7900	27.84	99.42	NaN	27.84	NaN	25.2050	27.84	100.30	24.8825	27.97	102.15	25.5075	27.97	102.23	24.6425	27.97	104.70	25.1425	27.97	100.75	NaN	NaN	NaN	NaN	27.8400	27.84	OFF	27.9725	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:58 PM	M1   	1014.0	17.1	23.1500	27.84	99.35	25.7650	27.84	99.66	NaN	27.84	NaN	25.2175	27.84	100.18	24.8900	27.98	102.06	25.5025	27.98	102.26	24.6225	27.98	104.90	25.1425	27.98	100.74	NaN	NaN	NaN	NaN	27.8425	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:56:59 PM	M1   	1014.0	17.1	23.1625	27.85	99.21	25.7850	27.85	99.46	NaN	27.85	NaN	25.2100	27.85	100.24	24.8850	27.98	102.11	25.5125	27.98	102.16	24.5450	27.98	105.72	25.1225	27.98	100.94	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:00 PM	M1   	1014.0	17.1	23.1925	27.85	98.90	25.8000	27.85	99.31	NaN	27.85	NaN	25.2000	27.85	100.34	24.8700	27.98	102.27	25.5150	27.98	102.14	24.5925	27.98	105.21	25.1275	27.98	100.89	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:01 PM	M1   	1014.0	17.1	23.1725	27.85	99.10	25.8025	27.85	99.29	NaN	27.85	NaN	25.1750	27.85	100.59	24.8750	27.98	102.21	25.5050	27.98	102.24	24.6550	27.98	104.55	25.1200	27.98	100.97	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:02 PM	M1   	1014.0	17.1	23.1775	27.85	99.05	25.8025	27.85	99.29	NaN	27.85	NaN	25.1900	27.85	100.44	24.8875	27.98	102.09	25.5200	27.98	102.09	24.5400	27.98	105.77	25.1250	27.98	100.92	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9775	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:03 PM	M1   	1014.0	17.1	23.1675	27.85	99.15	25.7850	27.85	99.46	NaN	27.85	NaN	25.1975	27.85	100.36	24.8775	27.97	102.20	25.5225	27.97	102.07	24.5375	27.97	105.81	25.1375	27.97	100.80	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9725	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:04 PM	M1   	1014.0	17.1	23.1625	27.85	99.21	25.8025	27.85	99.29	NaN	27.85	NaN	25.2175	27.85	100.16	24.8700	27.98	102.27	25.5225	27.98	102.06	24.6550	27.98	104.55	25.1250	27.98	100.92	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:05 PM	M1   	1014.0	17.1	23.1675	27.85	99.15	25.8050	27.85	99.26	NaN	27.85	NaN	25.2050	27.85	100.29	24.8750	27.98	102.21	25.5125	27.98	102.16	24.7275	27.98	103.80	25.1100	27.98	101.07	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:06 PM	M1   	1014.0	17.1	23.1700	27.85	99.13	25.7900	27.85	99.41	NaN	27.85	NaN	25.1900	27.85	100.44	24.8875	27.98	102.09	25.5350	27.98	101.94	24.6200	27.98	104.92	25.1125	27.98	101.04	NaN	NaN	NaN	NaN	27.8475	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:07 PM	M1   	1014.0	17.1	23.1975	27.84	98.85	25.7850	27.84	99.47	NaN	27.84	NaN	25.2025	27.84	100.32	24.8825	27.98	102.14	25.4950	27.98	102.34	24.5825	27.98	105.32	25.1150	27.98	101.02	NaN	NaN	NaN	NaN	27.8425	27.84	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:08 PM	M1   	1014.0	17.1	23.1950	27.85	98.87	25.7725	27.85	99.58	NaN	27.85	NaN	25.2275	27.85	100.06	24.8825	27.98	102.14	25.5175	27.98	102.12	24.5475	27.98	105.69	25.1050	27.98	101.12	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9775	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:09 PM	M1   	1014.0	17.1	23.2150	27.85	98.66	25.7850	27.85	99.46	NaN	27.85	NaN	25.1925	27.85	100.41	24.8600	27.97	102.38	25.5325	27.97	101.98	24.5350	27.97	105.84	25.1200	27.97	100.98	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9700	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:10 PM	M1   	1014.0	17.1	23.2225	27.85	98.59	25.7975	27.85	99.33	NaN	27.85	NaN	25.2000	27.85	100.34	24.8600	27.97	102.38	25.5100	27.97	102.20	24.5875	27.97	105.28	25.1250	27.97	100.93	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9725	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:11 PM	M1   	1014.0	17.1	23.1975	27.85	98.84	25.7900	27.85	99.41	NaN	27.85	NaN	25.2075	27.85	100.26	24.8700	27.98	102.27	25.5100	27.98	102.19	24.5225	27.98	105.96	25.1300	27.98	100.87	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:12 PM	M1   	1014.0	17.1	23.1900	27.85	98.92	25.7900	27.85	99.41	NaN	27.85	NaN	25.2200	27.85	100.14	24.8950	27.98	102.01	25.5175	27.98	102.11	24.5225	27.98	105.96	25.1150	27.98	101.02	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:13 PM	M1   	1014.0	17.1	23.1850	27.85	98.97	25.7900	27.85	99.41	NaN	27.85	NaN	25.1850	27.85	100.49	24.8800	27.98	102.16	25.5350	27.98	101.94	24.5175	27.98	106.01	25.1575	27.98	100.59	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:14 PM	M1   	1014.0	17.1	23.1775	27.85	99.05	25.7900	27.85	99.41	NaN	27.85	NaN	25.1775	27.85	100.56	24.8775	27.98	102.19	25.5250	27.98	102.04	24.6175	27.98	104.95	25.1475	27.98	100.69	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:15 PM	M1   	1014.0	17.1	23.1950	27.85	98.87	25.7925	27.85	99.38	NaN	27.85	NaN	25.2050	27.85	100.28	24.8725	27.98	102.24	25.5300	27.98	101.99	24.7275	27.98	103.80	25.1375	27.98	100.79	NaN	NaN	NaN	NaN	27.8525	27.85	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:16 PM	M1   	1014.0	17.1	23.1825	27.86	98.99	25.8000	27.86	99.29	NaN	27.86	NaN	25.2100	27.86	100.22	24.8725	27.98	102.24	25.5025	27.98	102.26	24.6375	27.98	104.74	25.1350	27.98	100.82	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:17 PM	M1   	1014.0	17.1	23.1775	27.86	99.04	25.7950	27.86	99.34	NaN	27.86	NaN	25.1850	27.86	100.47	24.8575	27.98	102.40	25.5125	27.98	102.17	24.6575	27.98	104.53	25.1475	27.98	100.70	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9775	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:18 PM	M1   	1014.0	17.1	23.1500	27.86	99.32	25.7875	27.86	99.42	NaN	27.86	NaN	25.1925	27.86	100.40	24.8775	27.97	102.20	25.5175	27.97	102.12	24.6125	27.97	105.01	25.1400	27.97	100.78	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9725	27.97	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:19 PM	M1   	1014.0	17.1	23.1750	27.86	99.06	25.8050	27.86	99.25	NaN	27.86	NaN	25.1800	27.86	100.52	24.8725	27.98	102.24	25.5100	27.98	102.19	24.5275	27.98	105.90	25.1425	27.98	100.74	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:20 PM	M1   	1014.0	17.1	23.1650	27.86	99.17	25.7900	27.86	99.39	NaN	27.86	NaN	25.2125	27.86	100.20	24.8850	27.98	102.11	25.5100	27.98	102.19	24.5950	27.98	105.19	25.1375	27.98	100.79	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:21 PM	M1   	1014.0	17.1	23.1775	27.86	99.04	25.7925	27.86	99.37	NaN	27.86	NaN	25.2100	27.86	100.22	24.8875	27.98	102.09	25.5150	27.98	102.14	24.5650	27.98	105.50	25.1075	27.98	101.09	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:22 PM	M1   	1014.0	17.1	23.1775	27.86	99.04	25.7950	27.86	99.34	NaN	27.86	NaN	25.1825	27.86	100.50	24.8525	27.98	102.44	25.5250	27.98	102.04	24.5800	27.98	105.34	25.1275	27.98	100.89	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:23 PM	M1   	1014.0	17.1	23.1975	27.86	98.83	25.7850	27.86	99.44	NaN	27.86	NaN	25.1900	27.86	100.42	24.8675	27.98	102.29	25.5125	27.98	102.16	24.5425	27.98	105.74	25.1200	27.98	100.97	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:24 PM	M1   	1014.0	17.1	23.1850	27.86	98.96	25.7975	27.86	99.32	NaN	27.86	NaN	25.1900	27.86	100.42	24.8800	27.98	102.16	25.5150	27.98	102.14	24.6850	27.98	104.24	25.1175	27.98	100.99	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:25 PM	M1   	1014.0	17.1	23.1750	27.86	99.06	25.7875	27.86	99.42	NaN	27.86	NaN	25.1925	27.86	100.40	24.8525	27.98	102.44	25.5025	27.98	102.26	24.6350	27.98	104.76	25.1100	27.98	101.06	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9825	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:26 PM	M1   	1014.0	17.1	23.1900	27.86	98.91	25.7825	27.86	99.47	NaN	27.86	NaN	25.1975	27.86	100.35	24.8625	27.99	102.33	25.5125	27.99	102.15	24.6175	27.99	104.93	25.1200	27.99	100.95	NaN	NaN	NaN	NaN	27.8575	27.86	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:27 PM	M1   	1014.0	17.1	23.1850	27.85	98.97	25.7900	27.85	99.41	NaN	27.85	NaN	25.1875	27.85	100.46	24.8650	27.99	102.30	25.5175	27.99	102.10	24.5825	27.99	105.30	25.1525	27.99	100.63	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:28 PM	M1   	1014.0	17.1	23.1750	27.85	99.08	25.7925	27.85	99.38	NaN	27.85	NaN	25.1950	27.85	100.39	24.8450	27.99	102.51	25.5125	27.99	102.15	24.4875	27.99	106.31	25.1450	27.99	100.70	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:29 PM	M1   	1014.0	17.1	23.1825	27.85	99.00	25.8000	27.85	99.31	NaN	27.85	NaN	25.2275	27.85	100.06	24.8400	27.99	102.56	25.5200	27.99	102.08	24.4725	27.99	106.48	25.1075	27.99	101.08	NaN	NaN	NaN	NaN	27.8525	27.85	OFF	27.9875	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:30 PM	M1   	1014.0	17.1	23.1625	27.86	99.19	25.8050	27.86	99.25	NaN	27.86	NaN	25.1900	27.86	100.42	24.8725	27.98	102.24	25.5175	27.98	102.11	24.5575	27.98	105.58	25.1325	27.98	100.84	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:31 PM	M1   	1014.0	17.1	23.1725	27.86	99.09	25.8150	27.86	99.15	NaN	27.86	NaN	25.2000	27.86	100.32	24.8750	27.98	102.21	25.5075	27.98	102.21	24.6225	27.98	104.90	25.1375	27.98	100.79	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:32 PM	M1   	1014.0	17.1	23.1775	27.86	99.04	25.7975	27.86	99.32	NaN	27.86	NaN	25.2275	27.86	100.05	24.8675	27.98	102.29	25.5000	27.98	102.29	24.6025	27.98	105.11	25.1300	27.98	100.87	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:33 PM	M1   	1014.0	17.1	23.1675	27.86	99.14	25.7950	27.86	99.34	NaN	27.86	NaN	25.2175	27.86	100.15	24.8800	27.98	102.16	25.4975	27.98	102.31	24.4750	27.98	106.46	25.1300	27.98	100.87	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:34 PM	M1   	1014.0	17.1	23.1625	27.86	99.19	25.8125	27.86	99.17	NaN	27.86	NaN	25.2075	27.86	100.25	24.8575	27.98	102.39	25.4950	27.98	102.33	24.6100	27.98	105.02	25.1375	27.98	100.79	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9825	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:35 PM	M1   	1014.0	17.1	23.1775	27.86	99.04	25.8175	27.86	99.12	NaN	27.86	NaN	25.2075	27.86	100.25	24.8775	27.99	102.17	25.5050	27.99	102.22	24.5800	27.99	105.33	25.1475	27.99	100.68	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:36 PM	M1   	1014.0	17.1	23.1900	27.86	98.91	25.8050	27.86	99.25	NaN	27.86	NaN	25.2225	27.86	100.10	24.8725	27.99	102.22	25.4950	27.99	102.32	24.5075	27.99	106.10	25.1125	27.99	101.03	NaN	NaN	NaN	NaN	27.8575	27.86	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:37 PM	M1   	1014.0	17.1	23.1575	27.85	99.26	25.7900	27.85	99.41	NaN	27.85	NaN	25.1975	27.85	100.36	24.8750	27.99	102.20	25.5100	27.99	102.17	24.5725	27.99	105.41	25.1225	27.99	100.93	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:38 PM	M1   	1014.0	17.1	23.1550	27.85	99.28	25.7925	27.85	99.38	NaN	27.85	NaN	25.1925	27.85	100.41	24.8550	27.99	102.40	25.5050	27.99	102.22	24.5950	27.99	105.17	25.1275	27.99	100.88	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:39 PM	M1   	1014.0	17.1	23.1675	27.85	99.15	25.7975	27.85	99.33	NaN	27.85	NaN	25.2000	27.85	100.34	24.8475	27.99	102.48	25.4950	27.99	102.32	24.5675	27.99	105.46	25.1250	27.99	100.90	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:40 PM	M1   	1014.0	17.1	23.1550	27.85	99.28	25.7850	27.85	99.46	NaN	27.85	NaN	25.2025	27.85	100.31	24.8700	27.99	102.25	25.5075	27.99	102.20	24.6150	27.99	104.96	25.1300	27.99	100.85	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:41 PM	M1   	1014.0	17.1	23.1450	27.85	99.39	25.7825	27.85	99.48	NaN	27.85	NaN	25.2125	27.85	100.21	24.8600	27.99	102.35	25.5050	27.99	102.22	24.5775	27.99	105.36	25.1050	27.99	101.10	NaN	NaN	NaN	NaN	27.8500	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:42 PM	M1   	1014.0	17.1	23.1550	27.85	99.28	25.8125	27.85	99.18	NaN	27.85	NaN	25.2150	27.85	100.18	24.8400	27.99	102.56	25.5150	27.99	102.12	24.5400	27.99	105.75	25.1225	27.99	100.93	NaN	NaN	NaN	NaN	27.8525	27.85	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:43 PM	M1   	1014.0	17.1	23.1350	27.86	99.48	25.7925	27.86	99.37	NaN	27.86	NaN	25.1975	27.86	100.35	24.8675	27.99	102.28	25.5000	27.99	102.27	24.6075	27.99	105.04	25.1350	27.99	100.80	NaN	NaN	NaN	NaN	27.8600	27.86	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:44 PM	M1   	1014.0	17.1	23.1350	27.86	99.47	25.8050	27.86	99.24	NaN	27.86	NaN	25.1925	27.86	100.39	24.8575	27.99	102.38	25.5025	27.99	102.25	24.5425	27.99	105.73	25.1475	27.99	100.68	NaN	NaN	NaN	NaN	27.8625	27.86	OFF	27.9900	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:45 PM	M1   	1014.0	17.1	23.1750	27.87	99.05	25.8150	27.87	99.13	NaN	27.87	NaN	25.2025	27.87	100.28	24.8500	27.99	102.46	25.5050	27.99	102.23	24.5350	27.99	105.81	25.1400	27.99	100.76	NaN	NaN	NaN	NaN	27.8700	27.87	OFF	27.9875	27.99	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
5/7/2021/2:57:46 PM	M1   	1014.0	17.1	23.1525	27.87	99.28	25.8025	27.87	99.25	NaN	27.87	NaN	25.2050	27.87	100.26	24.8525	27.98	102.44	25.4975	27.98	102.31	24.4800	27.98	106.41	25.1350	27.98	100.82	NaN	NaN	NaN	NaN	27.8700	27.87	OFF	27.9800	27.98	OFF	NaN	20.00	NaN	OFF	NaN	20.00	NaN	OFF	
