"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A12.larva","B1.larva","B2.larva","B3.larva","B4.larva","B5.larva","B6.larva","B7.larva","B8.larva","B9.larva","B10.larva","B11.larva","B12.larva","C1.larva","C2.larva","C3.larva","C4.larva","C5.larva","C6.larva","C7.larva","C8.larva","C9.larva","C10.larva","C11.larva"
"15","XM_022479336.1",60.8641349005008,23.5845992266524,4.09264424395997,5.76268002318042,8.27886610546473e-09,2.67634809129651e-06,58.4079003936335,117.594188591418,128.635245520655,118.983801919585,128.542955314743,109.515619166536,43.3564425876924,86.4531191254235,0,0,0,0,0,86.900212356294,99.479711567826,87.9884573963083,37.026474649771,83.0839385546865,0,0,96.2702003441145,0,90.9798403964475,87.5211297268851
"16","XM_022461943.1",399.945691473807,24.94138150665,4.35335847690151,5.72922759267048,1.00888960168696e-08,3.02919102906511e-06,1197.36195806949,982.327211768712,763.658535027548,952.942341500097,511.357012018504,186.427351710974,98.0232615026089,582.529350297496,0,640.657932710603,359.413805948035,378.480125075929,881.478274413615,409.045444020536,796.842538114,330.356662769776,0,109.885209056198,0,417.909581367249,0,0,0,0
"17","XM_022461504.1",120.283547457602,24.179063273892,4.36392834962737,5.54066458858259,3.01325876856634e-08,8.51511477893689e-06,119.062258494714,173.421732670172,200.199924366653,187.587075098444,122.913336833806,156.331456367499,411.886204583078,177.70918931337,83.8165050819869,0,287.05657108721,281.402430657103,0,227.34500000283,63.3052709977074,76.78992645496,0,164.381125742606,153.597131230318,0,0,0,0,0
"18","XM_022443093.1",394.996238044672,-2.77653356751117,0.504922022091184,-5.49893537226181,3.82091132797023e-08,1.01975877886494e-05,323.489909872431,319.523603344357,268.141075169815,114.696097345906,136.98738303615,138.775517417138,205.471836611238,356.104514492816,329.944337465599,481.981045351939,557.506563681771,501.363282568113,602.85944830506,474.878938229849,319.540891702714,267.964847525121,464.59409858165,358.243649036874,770.704189447702,566.867451953596,539.868182321897,533.618443490199,359.166683356125,487.617722764074
"19","XM_022465039.1",34.5943400801315,-20.7825906518465,3.86865643105129,-5.37204350457115,7.78493198566431e-08,1.96835859258586e-05,31.4504079042642,0,39.8588084711887,0,0,0,54.6668189149165,30.8761139733655,37.2517800364386,33.7188385637159,0,0,0,82.5113127423398,0,34.3954878912842,48.4870501366048,88.4441926549889,48.9335993300128,45.5149049013836,90.607247382696,96.6554161793568,35.3056097060841,31.5865731345149
"20","XM_022486623.1",34.3067934207118,8.9942504400259,1.68247270816381,5.34585220692341,8.99926184345572e-08,2.16162269479806e-05,33.6968656117116,0,26.2705783105562,54.6682333144037,63.8023427839602,43.4718488294649,55.6093502755185,31.5622498394403,35.9213593208515,0,0,0,39.1043966468147,44.7667760623333,27.1308304275889,46.3939138998717,22.9211509736677,53.6025410030235,39.4187327936214,32.0673193623384,23.5956373392438,54.3686716008882,50.2425984278889,44.7476452738961
"21","XM_022471121.1",54.0084323206211,-24.155716817498,4.56569128775549,-5.29070304912645,1.21847062440283e-07,2.78739660934819e-05,128.048089324504,64.1422846862279,54.3529206425301,105.048762055129,116.345448606045,73.5677441729405,62.2070697997326,109.095602705892,0,54.5451800295405,0,61.4415787460923,0,52.6667953674509,0,0,0,0,0,135.510285047301,0,50.341362593415,103.201012987015,125.688238931091
"22","XM_022489392.1",49.1771056580836,24.4522660836782,4.62983273584855,5.28145777154012,1.28160024541312e-07,2.79854889952938e-05,0,58.2031842523179,52.5411566211124,64.3155686051809,63.8023427839602,127.907555209772,0,84.3947115271991,0,64.4624854894569,64.0539456145013,0,84.7261927347652,132.544768341418,131.634769852376,90.3881425980258,0,45.56215985257,0,0,0,0,39.37933390294,76.334218408411
"23","XM_022471620.1",19.3978690280725,16.7981396331377,3.19031913684437,5.26534773250088,1.39924252754743e-07,2.92259178362515e-05,0,0,0,22.5104490118133,14.0740462023442,37.6198691793446,37.7012544240803,34.9929291698143,0,52.5617189375572,45.0749987657602,19.6613051987495,42.3630963673826,17.555598455817,36.1744405701185,37.5950681602408,44.0791364878226,13.4006352507559,0,0,0,0,10.1843104921396,0
"24","XM_022486340.1",153.541711224804,27.4139326259427,5.33935410468551,5.13431626531116,2.83171574071045e-07,5.66815100765542e-05,141.526835569189,444.244712456467,237.341086805715,367.670667192951,148.246619998025,335.234834242604,0,240.833688992251,407.108738969651,129.916701524905,0,0,0,240.511698844693,252.216238419438,287.9622242061,90.8030211649145,105.41833063928,0,0,0,0,255.96567036911,0
"25","XM_022480341.1",34.6495143293903,-23.3753754739076,4.56257778458919,-5.12328262169283,3.0026176741056e-07,5.76983012256131e-05,42.6826964415014,99.7768872896878,84.2470269959217,25.7262274420724,80.6911982267731,25.0799127862297,29.2184721786623,67.9274507414041,67.8514564949418,37.6857607476825,0,34.4072840978117,0,0,0,0,0,27.6946461848955,0,69.306787008925,40.5844962234993,0,0,98.7080410453591
"26","XM_022445552.1",1512.32207560383,-1.01928560059041,0.202022706380404,-5.04540117718806,4.52570763598551e-07,7.87716647760486e-05,2291.38686159639,2010.97940692192,1650.5170235115,1369.92161129035,1302.31840859025,1262.35561024023,1509.93523968442,1643.29539924912,1603.15696228245,1435.03410004991,1774.5315303573,1467.22490045668,1461.5268246747,1462.38135136955,1464.05999751841,1137.4507856141,1170.74186511657,1050.60980365926,1958.70323984857,1888.86855340742,1849.89796739671,1210.2063567457,1079.5369121668,1241.08910274365
"27","XM_022451332.1",85.1993596174142,24.1699015030403,4.79187274310078,5.04393643129182,4.56050865225238e-07,7.87716647760486e-05,88.7350794441739,0,97.8352571565542,190.802853528703,177.332982149536,72.7317470800662,78.2301029299667,163.3003361258,0,0,0,0,0,154.489266411189,0,163.978488784029,73.1713665697855,222.450545162548,0,85.8576615185191,184.045971246101,0,159.554197710188,132.268775000781
"28","XM_022468901.1",44.6680002566036,23.5065852530874,4.66155021752307,5.04265408634334,4.59118778877885e-07,7.87716647760486e-05,49.4220695638437,0,84.2470269959217,107.192614341968,45.9752175943242,78.5837267301865,41.4713798664884,81.6501680628999,58.5385114858321,46.6113356616073,56.9368405462234,0,0,86.0224324335032,0,84.7888771273517,0,100.951452222361,0,0,0,0,72.6480815105962,76.9922720153801
"29","XM_022430644.1",61.9122297381248,23.9789010965752,4.76250820270248,5.034931190873,4.78020510583408e-07,7.91865700980239e-05,0,0,112.329369327896,61.0997901749218,104.147941897347,0,157.402737220535,118.701504830939,0,0,0,0,86.3555425950491,95.6780115842025,0,117.584574884158,48.4870501366048,129.53947409064,0,106.546254655512,63.2363080691733,57.3891533564931,118.816955741629,108.578845149895
"30","XM_022465072.1",64.2500643886567,-23.9418984433797,4.79068398905926,-4.99759501942876,5.80497368175447e-07,9.19804681076185e-05,0,0,128.635245520655,102.904909768289,0,60.1917906869513,0,118.701504830939,0,64.4624854894569,86.5914449973814,202.757209862105,0,0,0,51.1932843033067,89.921438435158,156.340744592152,0,158.267737497993,62.2924825756035,130.887542742879,38.7003798701307,90.1533441547613
"31","XM_022485381.1",55.9482295324008,23.3828867711767,4.68284731835517,4.99330539339256,5.93545901610361e-07,9.19804681076185e-05,58.4079003936335,0,92.3999650923012,0,112.592369618753,0,112.161231911639,99.4897005808445,65.1906150637676,0,0,0,0,95.6780115842025,49.2374329982169,104.786253808331,97.8556830029661,130.432849774024,0,52.755912499331,95.3263748505448,0,88.2640242652103,88.1791833338541
"32","XM_022469231.1",51.0812784587619,23.7570951935399,4.76622656067667,4.98446620006394,6.21331055557956e-07,9.32773247156381e-05,0,0,0,177.939739807667,105.08621164417,43.4718488294649,0,52.8324616877588,71.8427186417031,92.230940777223,59.309208902316,0,79.8381431539134,64.9557142865228,0,63.1917103118942,67.0002874614903,63.4296735202445,0,152.061159556895,0,0,80.1165758714986,52.6442885575249
"33","XM_022490304.1",909.33101851569,-1.96373825689919,0.395397201830533,-4.96649507838663,6.8173782479073e-07,9.92445003119595e-05,950.251610250268,1069.0380781038,943.929055158606,787.865715413466,913.874733405547,827.637121945581,433.564425876924,625.755909860208,761.000649315818,1055.20130093511,1023.67694565397,888.445228668495,837.485828185948,764.546312750829,873.210801539806,679.110912086053,941.53035537989,654.844375920271,1364.70371464813,1070.63469483936,1155.24240412937,1340.08707223671,1069.35260167466,792.954596397718
"34","XM_022465767.1",66.6571248220136,23.4092714879479,4.72917781424622,4.94996644394077,7.4226278257982e-07,0.000104877364926866,77.5027909069367,0,114.141133349313,130.774989497201,64.7406125307831,127.907555209772,0,108.409466839817,0,0,0,0,0,132.544768341418,74.3585722830214,139.981636766854,54.6581292449,155.447368908768,0,61.031349754128,125.528790644777,0,121.532771872866,111.211059577771
"35","XM_022482402.1",97.4713938488285,8.63183908533211,1.75948642762514,4.90588557536239,9.30067369141865e-07,0.000127658389753072,114.569343079819,122.345468938546,87.870555038757,144.710029361657,115.407178859222,106.171630795039,121.586545517659,112.526282036265,63.8601943481805,0,0,0,0,91.2891119702483,95.4603292822573,182.37607533053,126.947913084929,151.873866175233,66.6040657547396,104.477395341812,109.483757254091,126.860233735406,131.038128332197,163.855348135296
"36","XM_022462063.1",25.4396924843433,6.75079059422171,1.37900680270891,4.89540050198484,9.81057199069785e-07,0.00013091663289809,22.4645770744744,47.5128034712799,32.6117523855181,32.1577843025904,44.0986781006783,40.1278604579676,29.2184721786623,31.5622498394403,43.9038836143741,43.6361440236324,26.0960519170191,19.6613051987495,21.1815481836913,28.966737452098,40.1938228556873,11.1985309413483,13.2237409463468,13.4006352507559,0,0,0,23.1570267929709,25.1212992139445,21.0577154230099
"37","XM_022480366.1",43.3801650136224,24.8332835913608,5.08926002902695,4.87954701660406,1.0632977394507e-06,0.00013805627946814,0,0,0,45.0208980236266,0,83.5997092874324,40.5288485058864,93.3144777861714,0,0,102.011839311984,0,0,42.1334362939607,87.4215647111198,108.785729144527,88.1582729756451,107.205082006047,0,0,41.528321717069,43.2935718303369,91.6587944292568,66.4634143038751
"38","XM_022442111.1",743.590814751165,-1.40364450007542,0.288395501548338,-4.86708181139971,1.13258152981619e-06,0.000143182149190447,809.848003534803,713.87987215598,863.30555620552,529.531514849323,528.245867461317,544.234107461185,584.369443573245,846.005522870215,858.121361553675,703.136957108076,808.977609427591,946.200312689822,853.779326788788,782.979691129437,738.561494973254,527.93074437785,579.199853449989,527.985028879782,990.905386432759,940.296558076311,901.353346359111,866.878263858606,773.328643369804,627.125087441515
"39","XM_022442837.1",55.9371730504708,25.6721873203866,5.29488131731042,4.8484915490848,1.24403829791919e-06,0.000153239999569327,0,0,133.164655574199,138.278472501139,61.9258032903143,119.547584281028,59.3794757179265,115.956961366639,0,63.4707549434653,0,71.2722313454671,0,130.789208495836,58.2810431407465,111.985309413483,51.1317983258742,129.53947409064,0,0,0,0,97.7693807245406,0
"40","XM_022477860.1",984.245008207562,1.71828078289504,0.354843234499919,4.84236591213756,1.28302214175953e-06,0.00015409095922532,733.468441481589,681.808729812866,755.505596931168,845.749727158129,776.887350369397,759.085360329886,706.898520451506,864.531191254235,948.589970213598,708.095609838035,733.061822032626,672.17087148225,827.709729024244,930.4467181583,1014.8940271061,2428.48142413811,2062.02200490034,1814.44601295235,531.473259389861,712.722033569393,940.050191595471,959.50637103049,1301.55488089545,912.720352866087
"41","XM_022481689.1",37.745878966364,24.8193970766986,5.1468825754023,4.82221941400298,1.41969654197987e-06,0.000166346882626129,0,0,86.9646730280482,47.164750310466,90.0738956950026,38.4558662722189,42.4139112270904,74.788809402152,0,0,0,0,0,122.011409267928,44.213205141256,43.194333630915,37.9080573795274,87.5508169716051,0,0,52.854227639906,0,67.895403280931,70.4117359456895
"42","XM_022477418.1",64.5954135895816,22.8719418653296,4.75985688782331,4.80517427400827,1.54616767142643e-06,0.000176852130798395,144.89652213036,71.2692052069198,129.541127531363,0,127.60468556792,0,134.781984566087,124.190591759537,0,0,0,0,0,132.544768341418,124.600850852631,115.18488968244,52.8949637853871,68.7899276205469,0,70.3412166657747,80.2251669534288,0,54.3163226247448,119.1077028614
"43","XM_022479919.1",689.337648966441,-2.14978193638448,0.448636336864972,-4.79181412590641,1.65279991809325e-06,0.000184652344337674,675.060541087956,723.382432850236,596.070363046414,368.74259333637,379.999247463292,612.78586907688,431.67936315572,647.712257574601,617.315212032412,625.781974520728,848.121687303119,862.639765595136,712.025888944084,867.246563717359,557.689292122661,424.744280703998,597.713090774874,500.290382694886,1211.10658341782,1083.04785072156,1060.8598547724,803.448146990903,560.137077067681,776.503256223492
"44","XM_022474110.1",981.897677434181,-1.20807960801979,0.252993771133606,-4.77513577748048,1.79586045471362e-06,0.00019607530964646,1193.99227150831,1148.62202391819,1058.97607051863,1072.9980695631,1048.98557694805,939.66073239074,806.806844675319,1049.10173922835,1052.36278602939,1048.25918711317,1064.00720770755,1034.67618608419,824.451029303677,804.046409276418,933.501535823337,727.104616120403,695.56877377784,645.910619086434,1349.75178151952,1133.73490390719,991.016768248238,1148.78989438173,877.208610389628,916.010620900932
"45","XR_002638980.1",150.992963316863,-2.99979441377735,0.63426886680463,-4.72953123001284,2.2503883773808e-06,0.000240241461443053,141.526835569189,134.223669806366,110.517605306478,63.2436424617612,54.4196453157307,69.3877587085689,51.8392248331105,107.723330973742,121.068285118426,140.825737530814,170.81052163867,157.290441589996,167.823035609246,139.567007723745,102.494248282003,155.979538111638,149.869064058597,200.116153077955,304.475729164524,217.230227938422,151.01207897116,220.495168159158,160.233151742997,331.659017912407
"46","XM_022467040.1",59.9248784555045,25.2921326307142,5.36025919208935,4.71845329196771,2.3764451428725e-06,0.000248183531877381,0,0,136.788183617034,64.3155686051809,128.542955314743,0,130.069327763077,103.606515777293,0,0,0,0,91.243592175901,114.11138996281,60.2907342835309,46.3939138998717,109.3162584898,145.620236391547,0,0,126.472616138347,0,100.485196855778,80.9405936571945
"47","XM_022474599.1",1097.0828339146,-1.8990144743422,0.404269035584768,-4.69740273725221,2.6349058700467e-06,0.000269321017014986,1416.39158454561,1487.15074865106,1274.57598906733,1094.43659243149,1092.14598530191,859.405011474805,842.623036378195,1189.07345590761,1353.03786775207,1070.07725912498,953.692079149242,915.479523316775,969.463166868948,867.246563717359,863.162345825884,646.315214329247,815.464025024718,456.514974209084,1894.81770738994,1403.72104434494,1456.32273657812,1334.0461087255,918.624806390996,1156.20018744464
"48","XR_002638653.1",2859.25650689774,-1.11765199705284,0.238175306671058,-4.69256033580516,2.69806925081959e-06,0.000270031764186194,3221.42035247963,3406.66800889077,3104.45765069918,2916.71103624495,2425.42729553731,2661.81474371185,2560.85770675566,2626.52809533429,2413.38317807499,2796.68013969644,2676.0315056725,2613.72475985877,2302.27135258122,2829.08469115491,3096.9340510307,2720.44312368041,2286.82560098823,2112.83349120251,3467.48921919063,3309.14047226196,3077.81493453095,3833.99817511449,2851.6069377991,3310.00964305437
"49","XM_022454378.1",360.436882778495,-1.70738514881036,0.366182121172852,-4.66266660792107,3.12138201726665e-06,0.000304610294649219,305.518248212852,340.904364906433,301.658709566042,187.587075098444,180.147791390005,280.059026112899,236.575371511104,342.38179717132,321.961813172077,339.171846729143,469.728934506343,464.498335320458,373.121118005024,472.245598461477,426.054522270285,291.161804475057,320.896113631348,272.479583432036,617.107058217384,508.939391170017,479.463350733433,425.887927540291,342.192832535892,350.742572514509
"50","XM_022464161.1",134.060248520831,-1.79449168270635,0.385128583958029,-4.65946117077072,3.17038191766464e-06,0.000304610294649219,106.706741103753,123.533289025328,109.611723295769,68.6032731788596,83.506007467242,89.4516889375527,71.6323834057526,87.825390857573,78.4948222196385,123.966318248956,195.720389377643,156.061610015074,166.193685748962,181.700444017706,151.731681280219,126.383420623788,165.737553194213,114.352087473117,152.237864582262,130.338136763053,165.169461374706,206.399586633001,154.801519480523,207.286886195254
"51","XR_002637647.1",37.1235491704557,16.2622989267832,3.50807906101719,4.63567058892561,3.55782169692925e-06,0.000335132851608787,0,0,0,65.3874947486006,28.1480924046883,66.8797674299459,74.4599774875587,63.1244996788806,0,28.7601858337577,0,34.4072840978117,0,58.8112548269869,63.3052709977074,67.19118564809,57.3028774341693,36.6284030187328,0,0,0,76.5188711419908,72.6480815105962,97.391933831421
"52","XM_022471148.1",20.3965669593372,15.5567085511121,3.36451523073398,4.62375928900711,3.76847155523273e-06,0.000348148795218039,0,0,0,0,38.4690596197407,16.7199418574865,26.3908780968562,48.71564649131,30.5996764585032,0,0,0,0,16.6778185330261,39.1889772842951,63.9916053791333,69.6450356507597,23.2277677679769,0,18.6197338232933,17.9326843778253,22.1501995411026,40.7372419685586,16.4513401742265
"53","XM_022457931.1",12.8893201790727,19.4409567768267,4.23968447163728,4.58547255270603,4.52960779866819e-06,0.000402967330829666,0,0,0,0,22.5184739237506,31.7678895292243,39.5863171452844,37.0513367680386,22.6171521649806,0,0,0,0,14.9222586874444,24.1162937134124,13.5982161430658,20.2764027843984,16.0807623009071,0,0,0,0,32.5897935748469,34.2187875623911
"54","XM_022468172.1",65.1422138806142,23.593983549418,5.14258848059628,4.58795869792838,4.47601162602905e-06,0.000402967330829666,0,0,141.317593670578,78.2506084696367,0,56.847802315454,137.609578647893,124.876727625612,0,0,0,0,0,64.077934363732,65.3149621404918,161.578803582312,69.6450356507597,160.807623009071,0,0,61.3486570820338,142.969469765299,107.274737183871,191.493599627997
"55","XM_022461856.1",44.0158893392869,21.2402059810328,4.6440358688258,4.57365243959737,4.7929466796023e-06,0.00041864210634199,44.9291541489488,51.0762637316259,80.6234989530863,0,0,101.991645330668,68.8047893239466,51.4601899556092,0,40.6609523856574,48.6335512998991,0,0,92.1668918930391,80.3876457113745,93.5877228669825,36.1448919200145,0,0,0,0,76.5188711419908,81.4744839371172,107.920791542926
"56","XM_022448989.1",263.584262160307,-2.42874989201336,0.533936603097871,-4.54876080403906,5.39627367012999e-06,0.000462923191273294,451.537999196936,400.295369245533,380.470444497711,219.744859401035,330.270950881676,229.899200540439,160.230331302341,245.636640054775,357.883172492928,287.601858337577,277.567097662839,287.546588531712,278.618826108555,209.789401547013,231.114481420202,79.1896116566775,144.579567680058,87.5508169716051,394.187327936214,306.19117842749,249.169930302414,280.904803271256,205.723071941221,230.318762439171
"57","XM_022462613.1",72.4981250789438,23.5158971795552,5.23065277520748,4.49578631772637,6.93133183790196e-06,0.000584177511390895,0,0,144.035239702705,76.1067561827974,138.863922529796,119.547584281028,144.207298172107,124.190591759537,0,0,0,0,0,0,67.3246532832762,167.977964120225,126.947913084929,141.153357974629,0,154.130018870594,146.292951503311,0,138.506622693099,50.6701277366177
"58","XM_022451290.1",533.941516689302,-1.41279677926577,0.31590021845209,-4.47228807307721,7.73870799446075e-06,0.000633127928418217,699.771575869878,617.666445126639,627.776233421223,438.41779265865,421.283116323502,392.082636558058,280.874345459399,411.681519644874,401.787056107302,513.716422823672,542.086169367169,476.786651069676,519.762605430579,572.312509659633,604.917033978093,578.324133613918,525.423306934845,511.010890895491,613.029258273216,535.834562248107,567.23912163542,834.659791798821,628.032480348612,500.120741296486
"59","XM_022470456.1",50.9318419009635,23.126872947381,5.17232983314262,4.47126801527456,7.77571768873331e-06,0.000633127928418217,0,0,0,68.6032731788596,57.2344545561996,112.859607538034,90.4830106177928,89.8837984557974,0,100.164785145156,0,0,0,0,56.2713519979622,169.577754254703,48.4870501366048,77.7236844543841,0,100.339676714414,43.4159727042085,0,107.95369121668,99.3660946523282
"60","XM_022482777.1",45.2535861111027,-6.18085172563499,1.38479396524827,-4.46337280544608,8.06794993241604e-06,0.000645973857922111,56.161442686186,106.90380781038,86.9646730280482,93.2575744775123,98.5183234164091,105.335633702165,44.2989739482944,51.4601899556092,69.1818772105289,15.8676887358663,46.2611829438065,36.8649472476554,16.2934986028395,33.3556370660523,35.1695949987264,0,0,0,53.0113992741805,46.5493345582332,51.9104021463363,10.068272518683,11.5422185577583,17.1093937811956
"61","XR_002639616.1",48.3831748717317,-21.487923130128,4.83119537385415,-4.44774459886638,8.67766196517353e-06,0.000683401443945798,65.1472735159758,0,44.3882185247329,57.8840117446628,68.4936915180749,0,113.103763272241,41.1681519644874,63.8601943481805,47.603066207599,0,131.484978516638,0,0,0,100.786778472135,44.0791364878226,67.8965519371632,138.645198101703,0,58.5171806013245,0,118.13800170882,0
"62","XM_022477954.1",86.3250939689631,23.7371754583326,5.40393749098438,4.39257032449659,1.12018378494207e-05,0.000867961758526083,175.2237011809,0,180.270520131058,203.665967249739,149.184889744848,173.887395317859,0,166.044879590099,0,172.561115002546,96.080918421752,0,0,166.778185330261,89.4312558539042,135.982161430658,0,176.888385309978,0,0,0,0,135.790806561862,50.0120741296486
"63","XM_022482426.1",103.008957253468,20.7762030286541,4.75694386891089,4.36755269794908,1.25646486302147e-05,0.000958104317770659,179.716616595795,293.391561435153,344.235164069357,62.1717163183415,0,0,66.9197266027426,282.687976822813,135.702912989884,0,0,0,0,226.467220080039,138.668688852121,175.177019725378,0,56.2826680531747,0,219.299087252121,0,104.710034194303,124.927542036913,61.8570390550917
"64","XM_022452883.1",78.8619152702499,25.4956895231277,5.98949739729721,4.25673271594254,2.07436101978334e-05,0.00154431612322786,0,0,153.999941820502,88.9698699038335,167.950284681307,0,68.8047893239466,159.183520929351,0,0,0,0,0,164.144845561889,76.3682634258058,155.979538111638,200.119279654714,248.358439980676,0,0,199.147179143217,0,141.222438824336,68.4375751247823
