"Date","Channel","Lpc","Leq","Lz","alpha","Notes","Filename"
"4/30/2021","CH1","-0.0484982541444685","-0.0493568556855685","-0.0498604873387489","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH2","-0.0192476782107892","-0.0182225342225348","-0.0180545182972376","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH3","-0.0433658000357902","-0.0454988659516401","-0.0454988659516401","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH4","-0.0092412002924338","0.000367040529067314","0.000568820355815981","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH5","-0.0615893560069283","-0.0123661609900138","-0.0118604873387481","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH6","-0.0334519133655036","-0.0410804268195578","-0.0410804268195578","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH7","-0.0214304271918413","-0.00819120570873739","-0.00819120570873739","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH8","0.0128662838392122","0.0176180003202905","0.0195889247606736","0.4","20210319_new_sensor_7","1_3_19_21_new_sensor_for_7_raw.txt"
"4/30/2021","CH1","0.027330434782606","0.0291228070175401","0.0291228070175401","0.4","20210319","1_3_19_21_raw.txt"
"4/30/2021","CH2","-0.0103636363636369","-0.0207692307692291","-0.0207692307692291","0.4","20210319","1_3_19_21_raw.txt"
"4/30/2021","CH3","0.0105372405372411","-0.0047913043478282","-0.0047913043478282","0.4","20210319","1_3_19_21_raw.txt"
"4/30/2021","CH4","0.0493571428571474","0.0428571428571381","0.0428571428571381","0.4","20210319","1_3_19_21_raw.txt"
"4/30/2021","CH5","0.0200451722190853","0.123928571428573","0.0207912087912109","0.4","20210319","1_3_19_21_raw.txt"
"4/30/2021","CH6","0.0576521739130447","0.0576521739130447","0.0576521739130447","0.4","20210319","1_3_19_21_raw.txt"
"4/30/2021","CH7","-1.25155844155844","-1.22359133126935","-1.22359133126935","0.4","20210319","1_3_19_21_raw.txt"
